query,pv,l2,u_ds,p_ds,own_intent,own_leaf,bucket
好句,350.0,K12,U08,0,生成或改写文本,短句文案查询,N 其余1–2字碎片(疑似语音截断/未打完)
标拼音,350.0,K12,U01,0,残缺或不可独立解释输入,查询字词翻译与语言知识,O 其他
简,349.0,K12,U02,0,残缺或不可独立解释输入,文本缩短请求,N 其余1–2字碎片(疑似语音截断/未打完)
能换成16:9比例吗,349.0,K12,U10,0,生成或编辑非敏感图像,图片视频修改生成,O 其他
这道题还有没有其他解法,349.0,K12,U06,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
亲,348.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
简答,348.0,K12,U11,0,修改上一轮输出,文本缩短请求,N 其余1–2字碎片(疑似语音截断/未打完)
胡说八道,348.0,K12,U02,0,残缺或不可独立解释输入,识别日常口语片段并应答,O 其他
行路难,348.0,K12,U02,0,残缺或不可独立解释输入,出行路线距离耗时查询,O 其他
加上拼音,347.0,K12,U11,0,修改上一轮输出,查询字词翻译与语言知识,O 其他
满满不舍和牵挂的句子,347.0,K12,U08,0,生成或改写文本,短句文案查询,O 其他
这个字读什么？,347.0,K12,U13,0,解释含义或识别指称,查询事物或词语的含义与说明,D 识图/指代识别(这是谁/这是什么字…)
修改,346.0,K12,U13,0,修改上一轮输出,继续或重新生成内容,I 改写/缩短/重做指令碎片
用钱如水是什么生肖,346.0,K12,U03,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
初中水平,345.0,K12,U02,0,残缺或不可独立解释输入,查询学校和教育信息,G 选项数字/年级短答
表格,345.0,K12,U02,0,残缺或不可独立解释输入,整理生成表格与总结,N 其余1–2字碎片(疑似语音截断/未打完)
个,344.0,K12,U13,0,残缺或不可独立解释输入,短词查询,H 属性词短答(价格/年龄/地址…)
九月的绝美佳句,344.0,K12,U08,0,生成或改写文本,短句文案查询,O 其他
介绍,344.0,K12,U13,0,残缺或不可独立解释输入,整理生成表格与总结,H 属性词短答(价格/年龄/地址…)
位置,344.0,K12,U13,0,残缺或不可独立解释输入,短词查询,H 属性词短答(价格/年龄/地址…)
爱的教育好词好句,343.0,K12,U09,0,生成或改写文本,短句文案查询,O 其他
确定,343.0,K12,U11,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
需,343.0,K12,U13,0,残缺或不可独立解释输入,检索极短通用词,N 其余1–2字碎片(疑似语音截断/未打完)
一样,342.0,K12,U13,0,残缺或不可独立解释输入,确认性问题解答,L 是非/拒绝/情绪回应
什么意思,341.0,K12,U13,0,解释含义或识别指称,查询事物或词语的含义与说明,E 字词/诗文工具短指令(无对象)
吟组词,341.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
沁园春长沙,341.0,K12,U02,0,按线索查找或获取影音书资源,查询地名及地理信息,O 其他
欣组词,340.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
做题,338.0,K12,U13,0,残缺或不可独立解释输入,直接给出答案,C 作答/解题跟进(题目不在文本中)
我想对作文《《西游记》读后感》进行个性化编辑,338.0,K12,U10,0,生成或改写文本,生成与修改作文类文本,O 其他
这个谜语还有其他可能的答案吗,338.0,K12,U11,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
小学生手册家长寄语,337.0,K12,U09,0,生成或改写文本,家长感谢老师话术查询,O 其他
做,336.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
能再简化一下这个答案吗,336.0,K12,U11,0,修改上一轮输出,改写已有回复,C 作答/解题跟进(题目不在文本中)
吗,335.0,K12,U13,0,残缺或不可独立解释输入,确认性问题解答,L 是非/拒绝/情绪回应
飘组词,335.0,K12,U08,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
八,334.0,K12,U13,0,残缺或不可独立解释输入,查询数字对应信息,G 选项数字/年级短答
分享,334.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
操,334.0,K12,U13,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
400字作文,333.0,K12,U09,0,生成或改写文本,生成与修改作文类文本,O 其他
对比,333.0,K12,U13,0,残缺或不可独立解释输入,短词查询,H 属性词短答(价格/年龄/地址…)
打,333.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
野望,333.0,K12,U02,0,残缺或不可独立解释输入,杂项查询意图识别,N 其余1–2字碎片(疑似语音截断/未打完)
这个谜题的正确答案是什么,332.0,K12,U09,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
简洁一点,331.0,K12,U11,0,修改上一轮输出,文本缩短请求,O 其他
我想对作文《《中国民间故事》读后感》进行个性化编辑,329.0,K12,U10,1,生成或改写文本,生成与修改作文类文本,O 其他
直接写算式,329.0,K12,U11,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
靠组词,329.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
不要方程,328.0,K12,U11,0,修改上一轮输出,去除图片文字与图标,O 其他
九,328.0,K12,U13,0,残缺或不可独立解释输入,查询数字对应信息,G 选项数字/年级短答
靠谱拍题工具,328.0,K12,U08,0,枚举清单或建议推荐,查询应用软件下载与官网登录入口,O 其他
回忆的唯美句子,327.0,K12,U08,0,生成或改写文本,短句文案查询,O 其他
故事,327.0,K12,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
填色,326.0,K12,U13,0,工具面板单步操作指令,按描述生成图片与Logo设计,J 图像编辑/绘图指令碎片
随便,326.0,K12,U13,0,残缺或不可独立解释输入,文本缩短请求,I 改写/缩短/重做指令碎片
<div>一张动车票的价格是成人248元，儿童124元，他们一家三口买动车票一共花了多少元？</div>,325.0,K12,U03,0,价格或费用查询,查询列车途经站点及火车票务信息,O 其他
诶,325.0,K12,U13,0,无内容社交与情绪表达轮,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
咳咳,324.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
性格,324.0,K12,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
标注拼音,324.0,K12,U01,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
用钱如水打一最佳生肖,323.0,K12,U09,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
站直,323.0,K12,U13,0,残缺或不可独立解释输入,查询双腿张开姿势,J 图像编辑/绘图指令碎片
200字以内,322.0,K12,U11,0,生成或改写文本,文本字数查询与控制,O 其他
使至塞上,321.0,K12,U02,0,残缺或不可独立解释输入,识别日常口语片段并应答,O 其他
五福临门打一个生肖,320.0,K12,U09,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
光线冷暗一丁点,320.0,K12,U13,0,修改上一轮输出,文本缩短请求,J 图像编辑/绘图指令碎片
刷新,320.0,K12,U11,0,残缺或不可独立解释输入,继续或重新生成内容,N 其余1–2字碎片(疑似语音截断/未打完)
红岩思维导图,319.0,K12,U09,0,前往官方入口或话题聚合页,地图全图查看,O 其他
阅读,319.0,K12,U01,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
300字作文,318.0,K12,U10,0,生成或改写文本,生成与修改作文类文本,O 其他
能再给我几个下联吗,318.0,K12,U11,0,修改上一轮输出,改写已有回复,O 其他
多一点,317.0,K12,U11,0,修改上一轮输出,文本缩短请求,O 其他
我想对作文《暑假生活日记》进行个性化编辑,317.0,K12,U10,0,生成或改写文本,生成与修改作文类文本,O 其他
继续描写,317.0,K12,U11,0,修改上一轮输出,继续或重新生成内容,O 其他
解方程,317.0,K12,U13,0,残缺或不可独立解释输入,直接给出答案,C 作答/解题跟进(题目不在文本中)
长,317.0,K12,U13,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
不要解题过程,316.0,K12,U11,0,修改上一轮输出,去除图片文字与图标,C 作答/解题跟进(题目不在文本中)
劳师袭远猜生肖,316.0,K12,U09,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
春江花月夜,316.0,K12,U02,0,按线索查找或获取影音书资源,获取露骨色情内容,O 其他
最少,316.0,K12,U13,0,残缺或不可独立解释输入,文本缩短请求,I 改写/缩短/重做指令碎片
添加,316.0,K12,U13,0,残缺或不可独立解释输入,继续或重新生成内容,I 改写/缩短/重做指令碎片
渐组词,316.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
还有吗？,316.0,K12,U11,0,修改上一轮输出,确认性问题解答,O 其他
可是,315.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
简洁明了,315.0,K12,U11,0,修改上一轮输出,文本缩短请求,O 其他
红岩,315.0,K12,U02,0,残缺或不可独立解释输入,杂项查询意图识别,N 其余1–2字碎片(疑似语音截断/未打完)
高中一对一补课多少钱一小时,315.0,K12,U03,0,价格或费用查询,查询价格费用,O 其他
9,314.0,K12,U13,0,残缺或不可独立解释输入,查询数字对应信息,G 选项数字/年级短答
手,314.0,K12,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
观后感,314.0,K12,U02,0,残缺或不可独立解释输入,生成与修改作文类文本,O 其他
灵机一动代表什么生肖,313.0,K12,U04,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
请帮我从诗歌原文、诗句分析、诗歌主旨、作者介绍及创作背景等角度来详细讲讲《清平调词三首（其一）》这首诗。,313.0,K12,U04,0,生成或改写文本,生成与修改作文类文本,O 其他
两个字的,312.0,K12,U13,0,残缺或不可独立解释输入,文本字数查询与控制,F 字数短答/字数询问
再读一遍,312.0,K12,U11,0,修改上一轮输出,继续或重新生成内容,O 其他
安徒生童话好词好句,312.0,K12,U09,0,生成或改写文本,短句文案查询,O 其他
站着,312.0,K12,U13,0,残缺或不可独立解释输入,查询双腿张开姿势,J 图像编辑/绘图指令碎片
帮我画 防溺水手抄报,311.0,K12,U10,0,生成或编辑非敏感图像,按描述生成图片与Logo设计,O 其他
60词,310.0,K12,U13,0,残缺或不可独立解释输入,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
笨组词,310.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
天生一对.打一肖,309.0,K12,U09,0,命理解梦与占卜,命理测算与运势查询,O 其他
我想对作文《《小英雄雨来》读后感》进行个性化编辑,309.0,K12,U10,0,生成或改写文本,生成与修改作文类文本,O 其他
换成透明,309.0,K12,U10,0,工具面板单步操作指令,图片视频修改生成,O 其他
赤脚,308.0,K12,U02,0,残缺或不可独立解释输入,查询双腿张开姿势,N 其余1–2字碎片(疑似语音截断/未打完)
名言,307.0,K12,U02,0,生成或改写文本,短句文案查询,N 其余1–2字碎片(疑似语音截断/未打完)
30字,306.0,K12,U13,0,生成或改写文本,文本字数查询与控制,F 字数短答/字数询问
百度开学季,306.0,K12,U02,0,前往官方入口或话题聚合页,查询百度及百度AI入口,O 其他
遗憾的经典句子,306.0,K12,U08,0,生成或改写文本,短句文案查询,O 其他
错的,306.0,K12,U11,0,无内容社交与情绪表达轮,确认性问题解答,N 其余1–2字碎片(疑似语音截断/未打完)
低腰丁字,305.0,K12,U02,0,索取或生成成人、色情或暴力内容,查询双腿张开姿势,O 其他
拘组词,305.0,K12,U08,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
推荐,305.0,K12,U13,0,残缺或不可独立解释输入,调整视频推荐偏好,H 属性词短答(价格/年龄/地址…)
人物,304.0,K12,U13,0,残缺或不可独立解释输入,短词查询,H 属性词短答(价格/年龄/地址…)
什么字？,304.0,K12,U13,0,解释含义或识别指称,查询事物或词语的含义与说明,D 识图/指代识别(这是谁/这是什么字…)
检查,304.0,K12,U13,0,残缺或不可独立解释输入,短词查询,H 属性词短答(价格/年龄/地址…)
生字组词,304.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
为,303.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
写批注,303.0,K12,U13,0,生成或改写文本,生成与修改作文类文本,E 字词/诗文工具短指令(无对象)
学生,303.0,K12,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
新,303.0,K12,U13,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
灵机一动的生肖,303.0,K12,U09,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
中秋节手抄报,302.0,K12,U09,0,生成或改写文本,中元节信息查询,O 其他
滕王阁序,302.0,K12,U02,0,生成或改写文本,生成与修改作文类文本,O 其他
这是多少字,302.0,K12,U11,0,解释含义或识别指称,文本字数查询与控制,F 字数短答/字数询问
露才扬己是什么生肖,302.0,K12,U09,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
小鲤鱼跳龙门好词好句,301.0,K12,U09,0,生成或改写文本,短句文案查询,O 其他
生于忧患死于安乐,301.0,K12,U02,0,解释含义或识别指称,生成与修改作文类文本,O 其他
生成手抄报,301.0,K12,U10,0,生成或改写文本,生成与修改作文类文本,O 其他
龟虽寿,301.0,K12,U02,0,解释含义或识别指称,杂项查询意图识别,O 其他
不错,300.0,K12,U11,0,无内容社交与情绪表达轮,表达同意或确认,N 其余1–2字碎片(疑似语音截断/未打完)
每段做批注,300.0,K12,U11,0,修改上一轮输出,整理生成表格与总结,O 其他
100个字,299.0,K12,U13,0,生成或改写文本,文本字数查询与控制,F 字数短答/字数询问
与朱元思书,299.0,K12,U02,0,生成或改写文本,文本字数查询与控制,O 其他
成分,299.0,K12,U13,0,残缺或不可独立解释输入,短词查询,H 属性词短答(价格/年龄/地址…)
我想对作文《暑假日记》进行个性化编辑,298.0,K12,U10,1,生成或改写文本,生成与修改作文类文本,O 其他
鲁迅名言,297.0,K12,U08,0,生成或改写文本,短句文案查询,O 其他
方得人心的意思,296.0,K12,U04,0,解释含义或识别指称,短句文案查询,O 其他
浣溪沙,296.0,K12,U02,0,按线索查找或获取影音书资源,查询网络小说阅读与TXT下载资源,O 其他
潦草塞责是什么生肖,296.0,K12,U03,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
答谢中书书,296.0,K12,U02,0,生成或改写文本,家长感谢老师话术查询,O 其他
这个字念什么,296.0,K12,U13,0,解释含义或识别指称,查询事物或词语的含义与说明,D 识图/指代识别(这是谁/这是什么字…)
烂若披锦与哪个生肖最相关,295.0,K12,U03,0,命理解梦与占卜,命理测算与运势查询,K 生肖谜语碎片
请用算术方法解这道题,295.0,K12,U03,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
用算术法,294.0,K12,U13,0,残缺或不可独立解释输入,直接给出答案,C 作答/解题跟进(题目不在文本中)
语文,294.0,K12,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
顿组词,294.0,K12,U08,0,解释含义或识别指称,查询字词翻译与语言知识,O 其他
假如,293.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
兰组词,293.0,K12,U08,0,生成或改写文本,查询字词翻译与语言知识,O 其他
下一句,292.0,K12,U13,0,修改上一轮输出,继续或重新生成内容,E 字词/诗文工具短指令(无对象)
简单点,292.0,K12,U11,0,修改上一轮输出,文本缩短请求,O 其他
水浒传读后感,291.0,K12,U09,0,生成或改写文本,生成与修改作文类文本,O 其他
这首诗表达了作者怎样的情感,291.0,K12,U13,0,生成或改写文本,生成与修改作文类文本,E 字词/诗文工具短指令(无对象)
主旨,290.0,K12,U13,0,残缺或不可独立解释输入,整理生成表格与总结,H 属性词短答(价格/年龄/地址…)
其实,290.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
写出来,290.0,K12,U13,0,修改上一轮输出,生成与修改作文类文本,E 字词/诗文工具短指令(无对象)
感受,290.0,K12,U02,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
帮,289.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
把句子改得更有诗意一些,289.0,K12,U11,0,修改上一轮输出,生成与修改作文类文本,O 其他
宝贝即将步入一年级的句子,288.0,K12,U08,1,生成或改写文本,短句文案查询,O 其他
朝花夕拾读后感,288.0,K12,U09,0,生成或改写文本,生成与修改作文类文本,O 其他
瀑布,288.0,K12,U02,0,解释含义或识别指称,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
曹刿论战,287.0,K12,U02,0,核验真伪、传闻与进展,查询军事历史与国际政治话题,O 其他
十个字以内,286.0,K12,U11,0,修改上一轮输出,文本字数查询与控制,O 其他
夯雀先飞打一肖,286.0,K12,U09,0,按线索查找或获取影音书资源,玄幻同人设定创作与剧情讨论查询,O 其他
期,285.0,K12,U13,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
红星照耀中国好词好句,285.0,K12,U08,0,生成或改写文本,短句文案查询,O 其他
这道题用算术方法怎么解,285.0,K12,U06,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
几个字,284.0,K12,U13,0,残缺或不可独立解释输入,文本字数查询与控制,F 字数短答/字数询问
50词,283.0,K12,U13,0,生成或改写文本,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
而且,283.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
童年的读后感,282.0,K12,U09,0,生成或改写文本,生成与修改作文类文本,O 其他
查看,281.0,K12,U13,0,残缺或不可独立解释输入,识别日常口语片段并应答,N 其余1–2字碎片(疑似语音截断/未打完)
计算,281.0,K12,U01,0,残缺或不可独立解释输入,整理生成表格与总结,N 其余1–2字碎片(疑似语音截断/未打完)
拼豆图纸,3076.0,兴趣培训,U09,0,按线索查找或获取影音书资源,按描述生成图片与Logo设计,O 其他
帮我画 拼豆图纸,1789.0,兴趣培训,U10,0,生成或编辑非敏感图像,按描述生成图片与Logo设计,O 其他
怎么画？,752.0,兴趣培训,U13,0,通用操作与生活指南,操作与制作方法查询,J 图像编辑/绘图指令碎片
十个最尴尬的瑜伽动作,688.0,兴趣培训,U08,0,枚举清单或建议推荐,查询双腿张开姿势,O 其他
想学乐器，有推荐吗？,639.0,兴趣培训,U08,1,枚举清单或建议推荐,调整视频推荐偏好,O 其他
画画,634.0,兴趣培训,U01,0,残缺或不可独立解释输入,按描述生成图片与Logo设计,N 其余1–2字碎片(疑似语音截断/未打完)
双腿并拢双手垂下站直身体背对镜头,470.0,兴趣培训,U10,0,索取或生成成人、色情或暴力内容,查询双腿张开姿势,J 图像编辑/绘图指令碎片
视频,468.0,兴趣培训,U02,0,残缺或不可独立解释输入,免费影视在线观看查询,N 其余1–2字碎片(疑似语音截断/未打完)
拼豆图片,446.0,兴趣培训,U09,0,按线索查找或获取影音书资源,查找或生成图片,O 其他
人体结构几何体速写,424.0,兴趣培训,U09,0,解释含义或识别指称,按描述生成图片与Logo设计,O 其他
线稿,401.0,兴趣培训,U02,0,残缺或不可独立解释输入,按描述生成图片与Logo设计,N 其余1–2字碎片(疑似语音截断/未打完)
如何拍摄清晰的题目图片,370.0,兴趣培训,U06,0,通用操作与生活指南,查找或生成图片,J 图像编辑/绘图指令碎片
怎么调,352.0,兴趣培训,U13,0,通用操作与生活指南,问题解决方法查询,O 其他
上颜色,316.0,兴趣培训,U13,0,工具面板单步操作指令,图片视频修改生成,J 图像编辑/绘图指令碎片
八段锦,305.0,兴趣培训,U02,0,按线索查找或获取影音书资源,关键词相关视频查询,O 其他
怎么涂色,295.0,兴趣培训,U06,0,通用操作与生活指南,操作与制作方法查询,J 图像编辑/绘图指令碎片
简笔画大全图片,287.0,兴趣培训,U09,0,按线索查找或获取影音书资源,查找或生成图片,O 其他
南京理工大学,3332.0,学历教育,U02,0,残缺或不可独立解释输入,企业机构信息查询,O 其他
光电信息科学与工程去年分数线是多少,2576.0,学历教育,U03,0,数值事实与年度政策查询,查询学校和教育信息,O 其他
单招和高考的区别是什么,1781.0,学历教育,U04,0,解释含义或识别指称,查询学校和教育信息,O 其他
新东方考研价格表,1214.0,学历教育,U03,0,价格或费用查询,查询价格费用,O 其他
这是哪个学校,1206.0,学历教育,U13,0,解释含义或识别指称,查询所在位置与归属地,D 识图/指代识别(这是谁/这是什么字…)
天津高考时间2025年时间表,1194.0,学历教育,U03,0,数值事实与年度政策查询,查询学校和教育信息,O 其他
历年高考作文真题及范文,1069.0,学历教育,U09,0,枚举清单或建议推荐,生成与修改作文类文本,O 其他
西安大学排名一览表,877.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
华中科技大学在职研究生,834.0,学历教育,U02,0,核查人物或机构背景,招聘岗位及要求查询,O 其他
考研报班,651.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
高考时间科目安排表,627.0,学历教育,U03,0,数值事实与年度政策查询,查询学校和教育信息,O 其他
理学类专业一览表,590.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
哪个学校,580.0,学历教育,U13,0,残缺或不可独立解释输入,查询学校和教育信息,D 识图/指代识别(这是谁/这是什么字…)
浙江省大学排名,555.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
高考祝福语,555.0,学历教育,U08,0,生成或改写文本,祝福问候语查询,O 其他
考研究生,505.0,学历教育,U13,0,残缺或不可独立解释输入,查询学校和教育信息,O 其他
体育专业学校,502.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
高考季,473.0,学历教育,U02,0,残缺或不可独立解释输入,查询学校和教育信息,O 其他
这是哪个大学,455.0,学历教育,U13,0,解释含义或识别指称,查询所在位置与归属地,D 识图/指代识别(这是谁/这是什么字…)
排名前十的大学,412.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
211大学都有哪些,401.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
30岁双985硕士重新高考,398.0,学历教育,U13,0,核验真伪、传闻与进展,查询学校和教育信息,O 其他
北京精华学校复读一年多少钱,370.0,学历教育,U03,0,价格或费用查询,查询学校和教育信息,O 其他
高考平行志愿怎么填,368.0,学历教育,U06,0,通用操作与生活指南,查询学校和教育信息,O 其他
安徽大学排名,365.0,学历教育,U03,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
高考美术培训,365.0,学历教育,U08,0,解释含义或识别指称,按描述生成图片与Logo设计,O 其他
985大学排名,363.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
湖北高考,363.0,学历教育,U02,0,残缺或不可独立解释输入,查询地名及地理信息,O 其他
陕西大学排名,340.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
这是什么学校,334.0,学历教育,U13,0,解释含义或识别指称,未知事物识别,D 识图/指代识别(这是谁/这是什么字…)
成都学大教育,316.0,学历教育,U02,0,前往官方入口或话题聚合页,查询学校和教育信息,O 其他
高考志愿填报,313.0,学历教育,U06,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
学费多少,312.0,学历教育,U13,0,价格或费用查询,查询价格费用,H 属性词短答(价格/年龄/地址…)
这所学校毕业后好找工作吗,310.0,学历教育,U07,0,核查人物或机构背景,招聘岗位及要求查询,O 其他
苏州大学,309.0,学历教育,U02,0,解释含义或识别指称,查询地名及地理信息,O 其他
26年高考许愿,307.0,学历教育,U13,0,按线索查找或获取影音书资源,查询学校和教育信息,O 其他
高考,304.0,学历教育,U02,0,残缺或不可独立解释输入,短词查询,N 其余1–2字碎片(疑似语音截断/未打完)
录取分数线,301.0,学历教育,U03,0,数值事实与年度政策查询,查询学校和教育信息,O 其他
成人大专,293.0,学历教育,U02,0,残缺或不可独立解释输入,查询学校和教育信息,O 其他
考研培训,283.0,学历教育,U02,0,残缺或不可独立解释输入,查询学校和教育信息,O 其他
考研机构推荐排行榜,281.0,学历教育,U08,0,枚举清单或建议推荐,查询学校和教育信息,O 其他
孩子不想去学校上学怎么办,350.0,教育培训其它,U07,1,通用操作与生活指南,查询学校和教育信息,O 其他
直接给我答案,3457.0,教育综合,U11,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
直接出答案,3232.0,教育综合,U11,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
百度开学季,2498.0,教育综合,U02,0,前往官方入口或话题聚合页,查询百度及百度AI入口,O 其他
这道题有没有更简单的解法,2308.0,教育综合,U11,0,修改上一轮输出,查询更优替代版本,C 作答/解题跟进(题目不在文本中)
最终答案,1638.0,教育综合,U13,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
直接写出答案,1537.0,教育综合,U13,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
下一题,1471.0,教育综合,U11,0,修改上一轮输出,继续或重新生成内容,O 其他
答案是什么？,1346.0,教育综合,U13,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
这道题怎么做？,1034.0,教育综合,U06,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
这道题怎么写？,997.0,教育综合,U09,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
所有答案,904.0,教育综合,U13,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
这题怎么写？,598.0,教育综合,U13,0,解释含义或识别指称,直接给出答案,C 作答/解题跟进(题目不在文本中)
写出答案,524.0,教育综合,U11,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
这是多选题,366.0,教育综合,U11,0,修改上一轮输出,直接给出答案,C 作答/解题跟进(题目不在文本中)
教育机构,359.0,教育综合,U02,0,残缺或不可独立解释输入,查询学校和教育信息,O 其他
直接出答案。,338.0,教育综合,U11,0,无内容社交与情绪表达轮,直接给出答案,C 作答/解题跟进(题目不在文本中)
直接给我答案。,304.0,教育综合,U11,0,无内容社交与情绪表达轮,直接给出答案,C 作答/解题跟进(题目不在文本中)
天津格林国际幼儿园学费,1044.0,早教,U03,0,价格或费用查询,查询价格费用,O 其他
出国留学费用,488.0,留学,U03,0,价格或费用查询,查询护照签证与移民政策,O 其他
留学预科,295.0,留学,U02,0,残缺或不可独立解释输入,查询护照签证与移民政策,O 其他
艺术留学中介排行榜,283.0,留学,U08,0,枚举清单或建议推荐,品牌型号性价比与口碑比较推荐,O 其他
新东方烹饪学校一年学费是多少,1994.0,职业培训,U03,0,价格或费用查询,查询价格费用,O 其他
新东方西点学费价目表,1744.0,职业培训,U03,0,价格或费用查询,查询价格费用,O 其他
技能培训,607.0,职业培训,U02,0,残缺或不可独立解释输入,企业机构信息查询,O 其他
中国人事考试网,381.0,职业培训,U01,0,前往官方入口或话题聚合页,查询网站官网与邮箱登录注册入口,O 其他
百度教资AI押题卷,376.0,职业培训,U09,0,解释含义或识别指称,查询百度及百度AI入口,O 其他
不加盟想学干洗技术怎么学,310.0,职业培训,U06,0,通用操作与生活指南,查询加盟招商信息,O 其他
翻译,59254.0,语言培训,U01,0,修改上一轮输出,查询字词翻译与语言知识,E 字词/诗文工具短指令(无对象)
