domain,surface,query,pv,rank,user_rank,tier,own_run,own_code,own_intent,own_leaf,l2,u_ds,p_ds,ncat,pv_all,edu_pv_share,in_search10k
教育,assistant_top1k,成分,299.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,299,1.0,False
教育,assistant_top1k,这个字念什么,296.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,1,296,1.0,False
教育,assistant_top1k,用算术法,294.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,294,1.0,False
教育,assistant_top1k,假如,293.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,293,1.0,False
教育,assistant_top1k,下一句,292.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U13,0,1,292,1.0,False
教育,assistant_top1k,这首诗表达了作者怎样的情感,291.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,1,291,1.0,False
教育,assistant_top1k,主旨,290.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U13,0,1,290,1.0,False
教育,assistant_top1k,其实,290.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,290,1.0,False
教育,assistant_top1k,写出来,290.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,生成与修改作文类文本,K12,U13,0,1,290,1.0,False
教育,assistant_top1k,帮,289.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,2,296,0.9763513513513513,False
教育,assistant_top1k,期,285.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,285,1.0,False
教育,assistant_top1k,几个字,284.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本字数查询与控制,K12,U13,0,1,284,1.0,False
教育,assistant_top1k,50词,283.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,K12,U13,0,1,283,1.0,False
教育,assistant_top1k,而且,283.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,283,1.0,False
教育,assistant_top1k,查看,281.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,281,1.0,False
教育,assistant_top1k,怎么画？,752.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,操作与制作方法查询,兴趣培训,U13,0,1,752,1.0,False
教育,assistant_top1k,怎么调,352.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,问题解决方法查询,兴趣培训,U13,0,1,352,1.0,False
教育,assistant_top1k,上颜色,316.0,,,user,ai04,TOOL_PANEL_SINGLE_STEP_COMMAND,工具面板单步操作指令,图片视频修改生成,兴趣培训,U13,0,1,316,1.0,False
教育,assistant_top1k,这是哪个学校,1206.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询所在位置与归属地,学历教育,U13,0,1,1206,1.0,False
教育,assistant_top1k,哪个学校,580.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询学校和教育信息,学历教育,U13,0,1,580,1.0,False
教育,assistant_top1k,考研究生,505.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询学校和教育信息,学历教育,U13,0,1,505,1.0,False
教育,assistant_top1k,这是哪个大学,455.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询所在位置与归属地,学历教育,U13,0,1,455,1.0,False
教育,assistant_top1k,30岁双985硕士重新高考,398.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,查询学校和教育信息,学历教育,U13,0,2,665,0.5984962406015037,False
教育,assistant_top1k,这是什么学校,334.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,未知事物识别,学历教育,U13,0,1,334,1.0,False
教育,assistant_top1k,学费多少,312.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询价格费用,学历教育,U13,0,1,729,1.0,False
教育,assistant_top1k,26年高考许愿,307.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查询学校和教育信息,学历教育,U13,0,1,307,1.0,False
教育,assistant_top1k,最终答案,1638.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,直接给出答案,教育综合,U13,0,1,1638,1.0,False
教育,assistant_top1k,直接写出答案,1537.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,直接给出答案,教育综合,U13,0,1,1537,1.0,False
教育,assistant_top1k,答案是什么？,1346.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,教育综合,U13,0,1,1346,1.0,False
教育,assistant_top1k,所有答案,904.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,直接给出答案,教育综合,U13,0,1,904,1.0,False
教育,assistant_top1k,这题怎么写？,598.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,教育综合,U13,0,1,598,1.0,False
教育,assistant_top1k,S,26963.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,语言培训,U13,0,2,27075,0.9958633425669436,True
教育,assistant_top1k,I don't know,10033.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,归集含“我”字杂项查询,语言培训,U13,0,1,10033,1.0,False
教育,assistant_top1k,My god,2843.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,归集含“我”字杂项查询,语言培训,U13,0,1,2843,1.0,False
教育,assistant_top1k,A,1364.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,3,1432,0.952513966480447,True
教育,assistant_top1k,Yeah,1342.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,识别日常口语片段并应答,语言培训,U13,0,1,1342,1.0,False
教育,assistant_top1k,Come on,1202.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,识别日常口语片段并应答,语言培训,U13,0,1,1202,1.0,False
教育,assistant_top1k,翻译全文,1081.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U13,0,1,1081,1.0,False
教育,assistant_top1k,B,965.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,语言培训,U13,0,1,965,1.0,True
教育,assistant_top1k,No,912.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,确认性问题解答,语言培训,U13,0,1,912,1.0,False
教育,assistant_top1k,pull down,750.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,语言培训,U13,0,1,750,1.0,False
教育,assistant_top1k,翻译一下。,709.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,查询字词翻译与语言知识,语言培训,U13,0,1,709,1.0,False
教育,assistant_top1k,C,693.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,2,698,0.9928366762177651,True
教育,assistant_top1k,I,629.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,归集含“我”字杂项查询,语言培训,U13,0,1,629,1.0,True
教育,assistant_top1k,I don't know what to do,619.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,归集含“我”字杂项查询,语言培训,U13,1,1,619,1.0,False
教育,assistant_top1k,I don't think so,599.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,归集含“我”字杂项查询,语言培训,U13,0,1,599,1.0,False
教育,assistant_top1k,What,580.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询事物或词语的含义与说明,语言培训,U13,0,1,580,1.0,False
教育,assistant_top1k,翻译成白话文,530.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,查询字词翻译与语言知识,语言培训,U13,0,1,530,1.0,False
教育,assistant_top1k,I don't want to,512.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,归集含“我”字杂项查询,语言培训,U13,0,1,512,1.0,False
教育,assistant_top1k,这个是什么意思？,493.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,语言培训,U13,0,1,493,1.0,False
教育,assistant_top1k,m,479.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,1,479,1.0,True
教育,assistant_top1k,h,461.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,1,461,1.0,False
教育,assistant_top1k,翻译成汉语,447.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,查询字词翻译与语言知识,语言培训,U13,0,1,447,1.0,False
教育,assistant_top1k,Sil,441.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询短编号、IP地址及专名,语言培训,U13,0,1,441,1.0,False
教育,assistant_top1k,b,437.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,语言培训,U13,0,1,437,1.0,True
教育,assistant_top1k,英文版,435.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查询字词翻译与语言知识,语言培训,U13,0,1,435,1.0,False
教育,assistant_top1k,I don't know what,403.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,归集含“我”字杂项查询,语言培训,U13,0,1,403,1.0,False
教育,assistant_top1k,怎么读,401.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U13,0,1,10784,1.0,False
教育,assistant_top1k,com,397.0,,,user,ai04,NAVIGATE_OFFICIAL_ENTRY_OR_TOPIC_FEED,前往官方入口或话题聚合页,查询网站官网与邮箱登录注册入口,语言培训,U13,0,2,413,0.9612590799031477,False
教育,assistant_top1k,D,384.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,2,389,0.987146529562982,False
教育,assistant_top1k,怎么读？,358.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U13,0,1,4316,1.0,False
教育,assistant_top1k,"That's a,good thing",345.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,语言培训,U13,0,1,345,1.0,False
教育,assistant_top1k,T,339.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,1,339,1.0,False
教育,assistant_top1k,i,339.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,归集含“我”字杂项查询,语言培训,U13,0,1,339,1.0,True
教育,assistant_top1k,a,323.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,1,323,1.0,True
教育,assistant_top1k,n,319.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,2,389,0.8200514138817481,True
教育,assistant_top1k,报名英语,319.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询字词翻译与语言知识,语言培训,U13,0,1,319,1.0,False
教育,assistant_top1k,的英文,318.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,语言培训,U13,0,1,318,1.0,False
教育,assistant_top1k,v,314.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,1,314,1.0,True
教育,assistant_top1k,帮我翻译一下。,306.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,查询字词翻译与语言知识,语言培训,U13,0,1,306,1.0,False
教育,assistant_top1k,s,305.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,语言培训,U13,0,1,305,1.0,True
教育,assistant_top1k,o,295.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,语言培训,U13,0,2,358,0.8240223463687151,True
