domain,surface,query,pv,rank,user_rank,tier,own_run,own_code,own_intent,own_leaf,l2,u_ds,p_ds,sim,nn_query,nn_rank,nn_pv,u_nn
教育,assistant_random1k,探索宇宙星空A4纸画画,2.0,,,user,ai04,GENERATE_OR_EDIT_SAFE_IMAGE,生成或编辑非敏感图像,按描述生成图片与Logo设计,K12,U09,0,0.5418863,画画,2103,1466,
教育,assistant_random1k,教一下拼音,2.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,查询字词翻译与语言知识,K12,U04,0,0.7633323,拼音,2876,1143,
教育,assistant_random1k,晏殊,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,人物信息查询,K12,U02,0,0.78150105,晏,7691,572,U02
教育,assistant_random1k,水浒传113到116回概括,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,传统文化与收藏信息查询及古风内容生成,K12,U04,0,0.5199486,四渡赤水观后感300字左右,2041,1506,
教育,assistant_random1k,烂若披锦打一生肖的谜底是啥,2.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U09,0,0.6631093,五花结队香如雾打一生肖,459,5236,U09
教育,assistant_random1k,犬子的意思和用法,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U04,0,0.63211155,狗的笔顺,9716,487,
教育,assistant_random1k,猿辅导直播课怎么收费,2.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询网络平台赚钱与变现方式,K12,U03,0,0.64060795,中公教育考公务员培训收费标准,9103,508,
教育,assistant_random1k,玫瑰读音,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U03,0,0.6389353,蕊怎么读音,2858,1151,
教育,assistant_random1k,用简短唯美短句描述楼兰博物馆外景景色,2.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U10,0,0.551428,黄鹤楼的诗句,7735,570,
教育,assistant_random1k,相聚的聚,2.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,关键词相关视频查询,K12,U13,0,0.81422514,聚,6760,627,U13
教育,assistant_random1k,稻草人的名言警句,2.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U08,0,0.55278546,励志的句子经典语句,2440,1300,U08
教育,assistant_random1k,简单预习,2.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本缩短请求,K12,U13,0,0.58500534,简笔画,1191,2447,
教育,assistant_random1k,风信子的来历读后感,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,生成与修改作文类文本,K12,U09,0,0.5093133,观书有感 朱熹,4332,853,
教育,assistant_random1k,黼黻是什么意思,2.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U04,0,0.7504669,芣苢怎么读,3042,1096,U03
教育,assistant_random1k,"""‌史家之绝唱，无韵之离骚‌""",1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U04,0,0.66543436,离骚,1477,1982,
教育,assistant_random1k,(-α平方5)²+(-a²)平方5,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,直接给出答案,K12,U03,0,0.6095942,-0/0.5怎么算赢,5645,712,
教育,assistant_random1k,0.02元是否会影响我的正常使用,1.0,,,user,ai04,LEGAL_CONSULTATION_AND_OUTCOME_PREDICTION,法律咨询与案件结果预测,查询杂项信息,K12,U07,1,0.52810496,用,4143,883,
教育,assistant_random1k,1.和2.加在一起字数不超过55字。,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U13,0,0.5857871,大写的壹贰叁到十整,2472,1285,
教育,assistant_random1k,1/3+1/8+1/6,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U03,0,0.62858415,追加一份打三个数字,8454,533,
教育,assistant_random1k,100字不少于100字,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U11,0,0.67026234,大写的壹贰叁到十整,2472,1285,
教育,assistant_random1k,13开根号,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询电话号码归属与机主信息,K12,U03,0,0.6423693,13,3660,960,
教育,assistant_random1k,14.社会主义核心价值观国家层面（）A.富强、民主、文明、和谐B.自由、平等、公正、法治C.爱国、敬业、诚信、友善D.明礼、诚信、团结、友善,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,生成与修改作文类文本,K12,U09,0,0.54217863,大学排名全国排名榜,2051,1498,
教育,assistant_random1k,180字精彩绝伦诗词一毛主席没有毛泽东就没有千年难遇的华夏展宏图没有毛泽东就没有当今霸气的中国盛盛世万年伟人毛泽东被对手称赞把敌人折服毛主席的丰功伟绩地球上无人能及,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.7448984,毛主席诗词,1485,1975,U02
教育,assistant_random1k,1单元到3单元所有的笔顺,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,文本字数查询与控制,K12,U08,0,0.7475939,里的笔顺,1727,1722,U03
教育,assistant_random1k,2025年西北师大附中录取名单完整版,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,K12,U08,0,0.72706646,2025中考录取线一览表,5040,771,U03
教育,assistant_random1k,2026 年高新学校初一招生摇号规则是什么,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,K12,U04,0,0.62935597,2026中考录取线一览表,1294,2273,
教育,assistant_random1k,2026九上历史最重要的事件,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,2026年相关信息查询,K12,U08,0,0.53752047,2026高考分数线一览表,1781,1679,
教育,assistant_random1k,2026年8月10号军训高中是哪个,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,K12,U03,0,0.6606833,2026中考多少分能上高中,6462,647,
教育,assistant_random1k,2026年“乐知奖”获奖名单何时公布,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,2026年相关信息查询,K12,U03,0,0.5610839,2026中考成绩公布时间,3224,1050,
教育,assistant_random1k,2026年，无为中考各个中学参加中考的学生人数,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,2026年相关信息查询,K12,U03,0,0.7702312,2026年中考总分是多少,4334,853,U03
教育,assistant_random1k,2027年长沙市小学初中报名时间表,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,K12,U03,0,0.7603847,长沙中考什么时候出成绩2026,2112,1462,U03
教育,assistant_random1k,3+2和特色班哪个更适合我,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,K12,U07,1,0.55784297,3+4是100%上本科吗,7227,598,
教育,assistant_random1k,3/5-1/3根号化简。,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本缩短请求,K12,U03,0,0.6014425,分两段打三个数字,3909,919,
教育,assistant_random1k,30度对应的直角边是斜边的一半，为什么？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U04,0,0.5752185,五边形的内角和是多少度,8586,528,
教育,assistant_random1k,335数字组合代表什么,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,命理测算与运势查询,K12,U04,0,0.502553,合数是什么意思,9346,500,
教育,assistant_random1k,350字左右，但要比350字多,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U11,0,0.63938165,大写的壹贰叁到十整,2472,1285,
教育,assistant_random1k,35班师资配置和往届表现如何,1.0,,,user,ai04,ENTITY_BACKGROUND_LOOKUP,核查人物或机构背景,查询学校和教育信息,K12,U04,0,0.5278555,2025中考录取线一览表,5040,771,U03
教育,assistant_random1k,38乘以1600,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,K12,U03,0,0.59719706,18,1313,2244,
教育,assistant_random1k,3个noip省一组队大一参加icpc大概率结果是什么,1.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,体育比赛胜负与比分分析查询,K12,U07,0,0.46446958,浙江省大学排名一览表,4957,779,
教育,assistant_random1k,400字右,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本字数查询与控制,K12,U11,0,0.59580415,四,7312,593,U13
教育,assistant_random1k,6.让孩子思考一下新学期的奋斗目标，包括学习上的、纪律上的、体质上的等等，目标最好要具体一点。小学四年级,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询学校和教育信息,K12,U10,1,0.6162187,小学毕业家长对孩子寄语,4229,869,U10
教育,assistant_random1k,6×4+1×4+6×1的和×2等于多少。,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,直接给出答案,K12,U03,0,0.6081741,根号2等于多少?,8373,537,
教育,assistant_random1k,8*5cm是多少寸,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,解答专业技术与安全问题,K12,U03,0,0.52729166,8,4289,860,U13
教育,assistant_random1k,83400÷420竖式,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,K12,U03,0,0.5358478,竖心旁加斤,7336,592,
教育,assistant_random1k,"B 音译外来同""巧克力是()， A 单纯词  B 台成词  C 复台词",1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,K12,U04,0,0.55780697,卖的拼音,9242,504,
教育,assistant_random1k,a^4+b^4,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,0.6954173,4,3607,969,
教育,assistant_random1k,x²+（a+2）x+2a=0如何十字相乘,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,直接给出答案,K12,U06,0,0.5712798,乘法口诀,8644,526,
教育,assistant_random1k,‌直径对应圆周角性质‌,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U04,0,0.6625526,圆的周长公式,7997,556,
教育,assistant_random1k,“半生竹一生兰”有何深层含义,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,传统文化与收藏信息查询及古风内容生成,K12,U04,0,0.53117025,一枝之栖的意思,5738,706,
教育,assistant_random1k,“猪八戒背媳妇”歇后语完整句子是什么,1.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,短句文案查询,K12,U03,0,0.53621644,歇后语,8253,542,
教育,assistant_random1k,。红岩文段摘抄 并批注文段,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.5194844,一分一段,507,5001,U02
教育,assistant_random1k,《朝花夕拾》从童年到壮年的清单,1.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查询网络小说阅读与TXT下载资源,K12,U08,0,0.57394075,朝花夕拾什么意思,6888,619,U04
教育,assistant_random1k,《稻草人》书中有趣的人物稻草人,1.0,,,user,ai04,FICTION_CONTINUATION_AND_ROLEPLAY,虚构续写与角色扮演,生成与续写小说及角色扮演内容,K12,U04,0,0.47784516,简笔画 卡通人物 可爱,4513,833,
教育,assistant_random1k,《简爱》读后感600字，结合简•爱的学习自身学习,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.5515144,爱,2500,1275,
教育,assistant_random1k,《红星照耀中国》第十二篇 读书笔记180字左右,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.5497186,"生在红旗下,长在春风,目光所至皆为华夏全文",7280,595,
教育,assistant_random1k,《陋室铭》中“斯是陋室，惟吾德馨”这句话的深意理解 短一点,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U04,0,0.68006164,陋室铭原文,8174,546,
教育,assistant_random1k,一、小数竖式计算（加、乘、减各1道，附标准竖式与答案）‌小数加法竖式‌题目：15.72 + 8.915.72+8.9竖式格式（小数点对齐，位数不足补0）：\begin{array}{r} 15.72 \\ +\quad 8.90 \\ \hline 24.62 \end{array}15.72+8.9024.62​​答案：\boldsymbol{24.62}24.62‌小数乘法竖式‌题目：4.8 \times 1.54.8×1.5竖式格式（末尾对齐，按整数乘法计算后点小数点）：\begin{array}{r} 4.8 \\ \times\ 1.5 \\ \hline 240 \\ 48\ \ \\ \hline 7.20 \end{array}4.8× 1.524048  7.20​​答案：\boldsymbol{7.2}7.2（末尾的0可根据小数性质去掉）‌小数减法竖式‌题目：30 - 6.4830−6.48竖式格式（整数补0对齐小数点，注意借位）：\begin{array}{r} 30.00 \\ -\quad 6.48 \\ \hline 23.52 \end{array}30.00−6.4823.52​​答案：\boldsymbol{23.52}23.52二、2道小数应用题（附脱式解题过程与答案）‌文具购物场景‌题目：小明买一支钢笔花了12.8元，买一个笔记本花了6.55元，他付给收银员20元，应找回多少钱？脱式解题：\begin{align*} 20 - 12.8 - 6.55 &= 7.2 - 6.55 \\ &= 0.65 \end{align*}20−12.8−6.55​=7.2−6.55=0.65​答案：应找回0.65元。‌行程距离场景‌题目：一辆自行车平均每小时行驶12.5千米，骑行0.8小时能行驶多少千米？脱式解题：\begin{align*} 12.5 \times 0.8 &= 10 \end{align*}12.5×0.8​=10​答案：能行驶10千米。三、3道小数脱式计算题（严格两步运算，附完整步骤与答案）题目：7.3 + 2.7 - 4.857.3+2.7−4.85脱式过程：\begin{align*} 7.3 + 2.7 - 4.85 &= 10 - 4.85 \\ &= 5.15 \end{align*}7.3+2.7−4.85​=10−4.85=5.15​答案：\boldsymbol{5.15}5.15题目：18.6 - (3.6 + 5.9)18.6−(3.6+5.9)脱式过程：\begin{align*} 18.6 - (3.6 + 5.9) &= 18.6 - 9.5 \\ &= 9.1 \end{align*}18.6−(3.6+5.9)​=18.6−9.5=9.1​答案：\boldsymbol{9.1}9.1题目：2.5 \times 4 \times 3.72.5×4×3.7脱式过程：\begin{align*} 2.5 \times 4 \times 3.7 &= 10 \times 3.7 \\ &= 37 \end{align*}2.5×4×3.7​=10×3.7=37​答案：\boldsymbol{37}37      写55份,1.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,直接给出答案,K12,U10,0,0.5507935,平方怎么算,6349,655,U06
教育,assistant_random1k,一个桃子手里一个一只手里拿了一个，一是什么意思？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,识别并处理零散口语与叙事片段,K12,U04,0,0.5536895,一个,8002,556,
教育,assistant_random1k,一个等腰三角形的一边长为六周长为二十求其他两边的长这种怎么算,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,直接给出答案,K12,U03,0,0.64412713,圆周长计算公式,4732,803,
教育,assistant_random1k,一个草字头，一个叔叔的叔念什么？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U03,0,0.55242085,草的笔顺,9493,495,
教育,assistant_random1k,"一双水灵的大眼睛,眼帘忽闪忽闪的仿写句子",1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U10,0,0.51244867,......像......造句,6514,643,
教育,assistant_random1k,一定要争气的作者是谁？,1.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,小说名称查询,K12,U03,0,0.45723245,谁,5866,693,
教育,assistant_random1k,一年级阳光分班，哪个班级更好,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,K12,U07,0,0.5207301,阳光学院,1956,1563,
教育,assistant_random1k,一抔黄土隔重泉素纸蝶舞袅青烟陇头风起松声咽遥念仙乡是何年。与，一抔黄土隔重泉，素纸化蝶袅轻烟。陇头风起松声咽，怅望仙乡年复年。这两首诗在清明怀亲，思念故人。哪首更好？诗意更美？,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U07,0,0.56868446,清明古诗,7743,569,
教育,assistant_random1k,一树梨花压海棠的作者是谁,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,人物背景资料查询,K12,U03,0,0.5558567,《玉圃潭之初入桃源洞》作者是谁?,7732,570,
教育,assistant_random1k,一样的句子赏析要五年级下册水平,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.6883065,五年级下册语文,3746,945,U02
教育,assistant_random1k,一表堂堂的意思是什么？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U04,0,0.46618596,一心百君的意思,67,13161,U04
教育,assistant_random1k,一袭紫衣舞，紫气映东方。天竺少女笑，眉间尽星华。,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,0.5543509,"荷叶罗裙一色裁,芙蓉向脸两边开的意思",7724,570,
教育,assistant_random1k,七上数学公式,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U08,0,0.58180845,七,4165,879,
教育,assistant_random1k,七十二小时打一字谜的谜底是什么,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U09,0,0.47325933,世界末日打一数字,6764,626,
教育,assistant_random1k,三七两边有好码兄弟还有其他解释吗,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,候选对象对比选购,K12,U04,0,0.6189769,分两段打三个数字,3909,919,
教育,assistant_random1k,三年级科学教案上册  教育科学出版社,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U09,0,0.6042564,三年级上册语文书课本电子版,6444,648,
教育,assistant_random1k,三朝元老诚可夸打一数字是什么,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,传统文化与收藏信息查询及古风内容生成,K12,U09,0,0.5944319,一丘一山打三个数字,8462,533,
教育,assistant_random1k,三点水加个卒字念什么,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U03,0,0.70066273,三点水的字,4875,787,U08
教育,assistant_random1k,上一轮具体是多少个字？,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U11,0,0.5776902,上头掐打一数字,7371,590,
教育,assistant_random1k,上一阙呢,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U11,0,0.67173684,阙,3680,957,
教育,assistant_random1k,上尾诗病有哪些具体例子,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,医疗症状原因与处理建议查询,K12,U08,0,0.46661514,病的笔顺,8727,523,
教育,assistant_random1k,上次说的那个新学期想要突破那个东西 原本是写在红色的纸上 挂在那个门旁边有挂两个的 现在给他改到旁边那个窗户那里挂上去 ，就挂在窗户外面 就是希望这份突破不要只在家里 一定要传到学校 根据这个再生成一篇想象文 没头没尾的想象文啊,1.0,,,user,ai04,FICTION_CONTINUATION_AND_ROLEPLAY,虚构续写与角色扮演,生成与修改作文类文本,K12,U10,1,0.53555363,"首要力均整,内外要合一打一肖",1881,1615,
教育,assistant_random1k,上海中学开学的时间,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,K12,U03,0,0.7071206,上海中考什么时候出分数,4600,820,U03
教育,assistant_random1k,上海市中考男生25米游泳的及格线是,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,K12,U03,0,0.6192418,中考体育考试项目及标准分数,4546,828,
教育,assistant_random1k,上海话里“煞”字怎么读,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询字词翻译与语言知识,K12,U03,0,0.610308,沪怎么读,3578,975,
教育,assistant_random1k,上联：包头防日照；下联：响水纵云浮。横批：藏放自如,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,传统文化与收藏信息查询及古风内容生成,K12,U13,0,0.5145596,放的笔顺,7244,597,
教育,assistant_random1k,上联：岁月含情，山川不语春秋老； 下联：风云有志，江海长歌天地新。 这自创联参加江海区征联，能获三等奖吗？,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U07,1,0.5271523,"天行健 君子以自强不息,地势坤 君子以厚德载物",2195,1412,
教育,assistant_random1k,不写老巷什么的，就写迷上什么东西,1.0,,,user,ai04,FICTION_CONTINUATION_AND_ROLEPLAY,虚构续写与角色扮演,生成与修改作文类文本,K12,U11,0,0.61081797,痴迷,1253,2358,
教育,assistant_random1k,不含标点，刚好150字，不要加标点是一,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U11,0,0.5731589,大写的壹贰叁到十整,2472,1285,
教育,assistant_random1k,不是9月1日到校吗,1.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,查询杂项信息,K12,U05,0,0.55709445,大学录取通知书几月几号下发,1498,1958,
教育,assistant_random1k,不是啦，要按元素周期表的正式排列，从0到200，小位数之间创意的就不弄了,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,解答专业技术与安全问题,K12,U11,0,0.578615,生肖还需自己查打准确生肖,5448,730,U13
教育,assistant_random1k,不要写路上踩水，不然就太死板了，像套公式,1.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,整理生成表格与总结,K12,U11,0,0.5989536,有的笔顺,9484,495,
教育,assistant_random1k,不要解析。直接给答案,1.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,直接给出答案,K12,U11,0,0.58390635,答题,8524,531,
教育,assistant_random1k,东方不败怎么形容,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,传统文化与收藏信息查询及古风内容生成,K12,U04,0,0.5062954,失之东隅收之桑榆是什么意思,2446,1297,
教育,assistant_random1k,两人凝视,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,0.5733452,together,7186,600,
教育,assistant_random1k,个子矮的矮拼音,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询字词翻译与语言知识,K12,U03,0,0.66919917,的拼音,4132,885,
教育,assistant_random1k,中小学开学第一课应当属于学校哪个部门负责,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,K12,U06,0,0.58783674,教育部,2842,1156,
教育,assistant_random1k,中间白衣女士和谁长得最像,1.0,,,user,ai04,ENTITY_BACKGROUND_LOOKUP,核查人物或机构背景,人物背景资料查询,K12,U07,0,0.44441354,白,3952,912,
教育,assistant_random1k,为什么二面角a杠BD杠c的余弦值为cos角a ho？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U04,0,0.45927075,三角函数,4659,811,
教育,assistant_random1k,为什么单项式的次数是所有字母的指数之和？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U04,0,0.4532806,合数是什么意思,9346,500,
教育,assistant_random1k,乌云翻滚城市上空的短文，50字,1.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,生成与修改作文类文本,K12,U10,0,0.4638765,形形色的人500字的作文,5990,683,
教育,assistant_random1k,乐陵一中高二2026年秋季学期开学日期是多少,1.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,2026年相关信息查询,K12,U03,0,0.6472448,中考时间2026年几月几日考,2785,1177,
教育,assistant_random1k,乛先写好𠃌带尾写厶请问这是什么字？,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,文本字数查询与控制,K12,U04,0,0.53892845,这的笔顺,7409,588,
教育,assistant_random1k,九年级上册数学第十八页随堂练习第一题和习题1.4第五题,1.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U09,0,0.58944094,高一数学上册全部讲解视频,4191,875,
教育,assistant_random1k,二十四孝图鲁迅先生认为可疑的故事是什么,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,传统文化与收藏信息查询及古风内容生成,K12,U04,0,0.4480043,故事大全免费 睡前故事,7754,568,
教育,assistant_random1k,二年级手抄报安全类,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,生成与修改作文类文本,K12,U09,0,0.63634074,防溺水手抄报,3523,983,
教育,assistant_random1k,二年级日积月累感想摘抄,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U09,0,0.5932477,小学毕业感谢老师的付出感言,4110,887,U10
教育,assistant_random1k,二年级看图写话日出美景范文,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U09,0,0.51428026,晚霞的唯美句子,8127,549,U09
教育,assistant_random1k,二月江南花满枝打一动物,1.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,生成与续写小说及角色扮演内容,K12,U03,0,0.66450393,一枝之栖打一最佳动物,7848,564,
教育,assistant_random1k,云南虫谷小抄,1.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,生成与修改作文类文本,K12,U04,0,0.5741482,昆虫记,8345,538,
教育,assistant_random1k,五年级上册第1单元，我的心爱之物的作文,1.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.54359144,白鹭课文五年级上册,8419,535,
