entity,surface,query,u_ds,pv,search_example,search_rank,sim,u_nn
NN,assistant_top1k,一念神魔,U02,109.0,一念永恒,2355.0,0.7189872860908508,
NN,assistant_top1k,#爆款短剧火爆短剧来袭好看又上头#,U13,262.0,短剧,464.0,0.7181535363197327,U02
NN,assistant_top1k,花开锦绣在线看,U09,125.0,锦绣芳华电视剧高清完整版在线观看,3854.0,0.7177429795265198,
NN,assistant_top1k,花开锦绣 在线看,U09,342.0,锦绣芳华电视剧高清完整版在线观看,3854.0,0.7177429795265198,
NN,assistant_top1k,《早春晴朗》的结局是什么,U04,274.0,早春晴朗电视剧,3537.0,0.7175794839859009,
NN,assistant_top1k,八仙 电影,U02,139.0,八戒电影,8230.0,0.716055691242218,
NN,assistant_top1k,醒来演员表全部演员表,U08,203.0,醒来电视剧,5381.0,0.7159674763679504,
NN,assistant_top1k,藏锋 电视剧 在线看,U09,448.0,藏海传电视剧在线观看,327.0,0.7159225940704346,U09
NN,assistant_top1k,花开锦绣,U02,1481.0,锦绣芳华,7984.0,0.7158647775650024,
NN,assistant_top1k,《共享房屋》动漫类似推荐,U08,122.0,《胶囊旅馆》动漫类似,5472.0,0.7154003381729126,
NN,assistant_top1k,醒来全部演员表名单,U08,281.0,醒来电视剧,5381.0,0.7142817974090576,
NN,assistant_top1k,韩剧《疯狂爱情》,U02,212.0,疯狂的爱泰剧全集在线观看免费高清版,6220.0,0.7141604423522949,
NN,assistant_top1k,藏锋电视剧在线播放免费观看2026,U09,296.0,最新电视剧2026在线播放免费观看全集,9402.0,0.7139139175415039,
NN,assistant_top1k,《再见初恋》全集观看,U09,142.0,初恋时间在线看全集,4920.0,0.7137033343315125,
NN,assistant_top1k,《再见初恋》全集观看,U09,237.0,初恋时间在线看全集,4920.0,0.7137033343315125,
NN,assistant_top1k,洗澡,U02,221.0,美女洗澡,8317.0,0.7129687070846558,
NN,assistant_top1k,身为完美大小姐的我樱花动漫,U09,110.0,唱歌的大姐姐也要谈恋爱樱花动漫,9055.0,0.7126411199569702,
NN,assistant_top1k,杨思明敏武大郎水浒传电影免费观看,U09,139.0,杨思版本水浒传1-5集在线观看,7220.0,0.7125779390335083,
NN,assistant_top1k,《交换人生》,U02,245.0,交换2,4112.0,0.7125193476676941,
NN,assistant_top1k,老板娘,U02,129.0,老板的女儿,7694.0,0.7123754620552063,
NN,assistant_top1k,《说谎的女人》韩剧,U02,121.0,出轨的女人在线观看电视剧完整版韩剧TV,4151.0,0.712043821811676,
NN,assistant_top1k,花开锦绣电视剧全集,U09,213.0,山河锦绣电视剧免费观看全集高清,3693.0,0.710719108581543,
NN,assistant_top1k,电影名,U13,204.0,电影,38.0,0.7100671529769897,U13
NN,assistant_top1k,乍见欢短剧合集,U09,112.0,短剧,464.0,0.7095429301261902,U02
NN,assistant_top1k,家庭主妇逆袭短剧,U08,180.0,继父的逆袭短剧,6243.0,0.709287166595459,
NN,assistant_top1k,视频讲解,U13,432.0,视频,163.0,0.7092064619064331,U02
NN,assistant_top1k,电影名字,U13,431.0,电影,38.0,0.7086297273635864,U13
NN,assistant_top1k,金色电视剧,U02,131.0,金特务本色回归免费观看电视剧最新,3170.0,0.708328127861023,
NN,assistant_top1k,牛来电影,U01,117.0,牛牛影视,6713.0,0.7081589102745056,
NN,assistant_top1k,牛来 电影,U02,781.0,牛牛影视,6713.0,0.7081589102745056,
NN,assistant_top1k,#百家知识分享季#,U13,575.0,百家讲坛,3411.0,0.7070318460464478,
NN,assistant_top1k,陈建斌梅婷新剧《不惑之旅》,U02,267.0,不惑之旅全集免费观看完整版,1900.0,0.7070029377937317,
NN,assistant_top1k,妈妈对不起,U13,133.0,妈妈,1377.0,0.7069427371025085,
NN,assistant_top1k,有视频吗,U13,1268.0,视频,163.0,0.7069388628005981,U02
NN,assistant_top1k,视频呢？,U13,126.0,视频,163.0,0.706813395023346,U02
NN,assistant_top1k,牛来票房,U03,402.0,电影票房,708.0,0.7064058780670166,U03
NN,assistant_top1k,牛来 票房,U03,285.0,电影票房,708.0,0.7064058780670166,U03
NN,assistant_top1k,小花仙里的芬妮,U02,745.0,小花仙,5283.0,0.7059261798858643,
NN,assistant_top1k,《醒来》全部演员表,U08,131.0,醒来电视剧,5381.0,0.70564204454422,
NN,assistant_top1k,一天,U13,243.0,365天,5543.0,0.7048577070236206,
NN,assistant_top1k,情景剧视频大全,U08,114.0,电视剧大全,9429.0,0.7043074369430542,
NN,assistant_top1k,《早春晴朗》车内吻戏封神,U09,176.0,早春晴朗电视剧,3537.0,0.702723503112793,
NN,assistant_top1k,《后西游记》 边审边播,U05,106.0,西游记后传,5464.0,0.7023921608924866,
NN,assistant_random1k,东方卫视电视节目表,U03,1.0,东方卫视节目表,2735.0,0.9908234477043152,
NN,assistant_random1k,男生和女生一起拆拆拆拆拆拆轮滑鞋,U09,1.0,男生女生一起拆拆拆拆拆拆轮滑鞋,5262.0,0.9781149625778198,
NN,assistant_random1k,韩剧我的私人家教,U02,1.0,韩剧《我的私人家教》,3645.0,0.9734582901000977,
NN,assistant_random1k,暖暖国语版在线观看免费,U09,2.0,暖暖国语版免费高清观看在线观看,7402.0,0.9698463082313538,
NN,assistant_random1k,狂飙演员表全部演员,U08,1.0,狂飙演员表,6521.0,0.9539443850517273,
NN,assistant_random1k,98年版水浒传,U02,1.0,水浒传98版,5846.0,0.9501976370811462,
NN,assistant_random1k,《夏目友人帐》,U02,1.0,夏目友人帐,4243.0,0.9446271061897278,
NN,assistant_random1k,间谍×过家家,U02,1.0,间谍过家家,2016.0,0.939285933971405,
NN,assistant_random1k,小黄人与大怪兽全集,U09,1.0,小黄人与大怪兽,1878.0,0.9250741600990295,
NN,assistant_random1k,《权力的游戏》,U02,1.0,权力的游戏,1147.0,0.924579918384552,
NN,assistant_random1k,我的前半生第二部42集免费观看,U09,1.0,我的前半生2视频观看全集免费,6260.0,0.912495493888855,
NN,assistant_random1k,《入戏》,U02,3.0,入戏,101.0,0.9110689163208008,U02
NN,assistant_random1k,聊斋惊艳奇谭电影,U02,1.0,聊斋艳谭电影,3433.0,0.9090020060539246,
NN,assistant_random1k,喜羊羊与灰太狼奇妙大营救免费观看,U09,2.0,喜羊羊与灰太狼之奇妙大营救 动漫,9793.0,0.9068472981452942,
NN,assistant_random1k,票房 猫眼,U03,2.0,票房猫眼实时票房,6043.0,0.9019072651863098,
NN,assistant_random1k,一起来看流星雨2,U02,5.0,一起来看流星雨,4187.0,0.9006486535072327,
NN,assistant_random1k,高甜AI短剧,U02,1.0,ai短剧,3005.0,0.8847881555557251,
NN,assistant_random1k,电影一路向北,U02,2.0,一路向北电影免费观看在线高清,1192.0,0.8809850811958313,
NN,assistant_random1k,直播中央四台,U01,1.0,中央4台在线直播观看,4415.0,0.8795866966247559,
NN,assistant_random1k,心动的信号9免费观看,U09,4.0,心动的信号7免费观看完整版,8696.0,0.8708252906799316,
NN,assistant_random1k,《新僵尸先生2》电影,U02,1.0,新僵尸先生 电影,6483.0,0.8675763010978699,
NN,assistant_random1k,四渡赤水电影，介绍,U04,1.0,四渡赤水电影,1199.0,0.8665470480918884,
NN,assistant_random1k,女子推理社季完整版,U09,2.0,女子推理社第二季免费观看完整,6065.0,0.8575490713119507,
NN,assistant_random1k,在线观看网址,U01,4.0,在线观看,117.0,0.8537891507148743,U01
NN,assistant_random1k,还有哪些动漫与《熊先生在冬眠中》类似,U08,1.0,森林里的熊先生冬眠中类似动漫,9269.0,0.8529794812202454,
NN,assistant_random1k,中央五台cctv5在线直播女排,U01,1.0,中央五台cctv5在线直播,4.0,0.8510056734085083,U01
NN,assistant_random1k,好看的视频哦,U08,1.0,好看视频,3382.0,0.8437155485153198,
NN,assistant_random1k,鬼灭之刃最新一集,U09,2.0,鬼灭之刃第一季,1017.0,0.8325144648551941,
NN,assistant_random1k,还有惊蛰无声,U13,1.0,惊蛰无声,754.0,0.8293174505233765,U02
NN,assistant_random1k,梦中的那片海陈宏军,U02,1.0,梦中的那片海 电视剧,2976.0,0.8257238864898682,
NN,assistant_random1k,爱情短剧免费,U09,1.0,短剧免费观看全集完整版,3144.0,0.8227328658103943,
NN,assistant_random1k,午马出演的全部电影,U08,1.0,午马影视免费观看电视剧电影,1670.0,0.8153056502342224,
NN,assistant_random1k,给我《主角》的全部演员名单,U08,2.0,主角演员表,470.0,0.812860906124115,U08
NN,assistant_random1k,快手做作品视频,U06,1.0,快手视频,6258.0,0.8127549886703491,
NN,assistant_random1k,乐园侵触之死亡岛第一季动漫在线观看,U09,3.0,乐园侵蚀动漫在线观看第一季免费高清,8911.0,0.81239253282547,
NN,assistant_random1k,关晓彤全部的待播剧都有哪些,U08,1.0,关晓彤演的全部剧,9152.0,0.8108150362968445,
NN,assistant_random1k,2026年还有哪些热门现代都市剧,U08,1.0,电视剧推荐2026热播的剧,585.0,0.8098090887069702,U08
NN,assistant_random1k,我的纯情女友,U02,1.0,我的女友,3705.0,0.8063400387763977,
NN,assistant_random1k,雪中悍刀2大牛版高清免费看,U09,1.0,雪中悍刀行第二季免费观看完整版,7663.0,0.8034353256225586,
NN,assistant_random1k,羊守12之古古怪界有古怪免费观看,U09,1.0,喜羊羊与灰太狼之古古怪界有古怪,4947.0,0.8004348278045654,
NN,assistant_random1k,青云志4集免费观看最,U09,1.0,青云志,2968.0,0.7969214916229248,
NN,assistant_random1k,Frontinencet樱花动漫,U09,1.0,樱花动漫,71.0,0.7927817106246948,U02
NN,assistant_random1k,最新短剧排行榜好看的短剧推荐第一页淘剧,U08,1.0,热门短剧推荐,6905.0,0.7919948697090149,
NN,assistant_random1k,我要看韩语版熊出没之过年,U09,1.0,熊出没之过年,9035.0,0.7910338044166565,
NN,assistant_random1k,情侣暧昧短剧推荐,U08,1.0,热门短剧推荐,6905.0,0.7861769795417786,
NN,assistant_random1k,农村电视剧免费连续剧大全,U08,1.0,免费观看电视剧连续剧大全,603.0,0.7840834856033325,U09
NN,assistant_random1k,《唐朝诡事录之蜀道》什么时候播出,U03,1.0,唐朝诡事录之蜀道,8599.0,0.7834176421165466,
NN,assistant_random1k,还有快手,U13,1.0,快手,113.0,0.77797532081604,U01
NN,assistant_random1k,蜡笔小新电影印度,U09,1.0,蜡笔小新电影,6470.0,0.7771235108375549,
NN,assistant_random1k,你安全吗电视剧陈都灵,U02,1.0,陈都灵主演的电视剧,8295.0,0.7760950326919556,
NN,assistant_random1k,秀智迷你特工队,U02,1.0,迷你特工队,6343.0,0.7713102102279663,
NN,assistant_random1k,花开锦绣电视剧免费看,U09,2.0,山河锦绣电视剧免费观看全集高清,3693.0,0.7677671313285828,
NN,assistant_random1k,2011到2025全球电影票房榜,U08,1.0,电影票房排行榜,3325.0,0.7622937560081482,
NN,assistant_random1k,魔力歌先生第二季未播先火,U05,1.0,魔力歌先生,5546.0,0.7618018388748169,
NN,assistant_random1k,北京卫视直播,U01,1.0,央视直播,408.0,0.7597413659095764,U01
NN,assistant_random1k,花开锦绣完整版在线看视频,U09,1.0,锦绣芳华电视剧高清完整版在线观看,3854.0,0.7574747800827026,
NN,assistant_random1k,《逆爱》全剧24集在哪里能看,U09,1.0,逆爱1-24集,7322.0,0.7567080855369568,
NN,assistant_random1k,刚看的韩国电视剧,U13,1.0,韩国电视剧,4797.0,0.7560268044471741,
NN,assistant_random1k,电影《慕尼黑》原版在线观看,U09,1.0,慕尼黑,6400.0,0.750963568687439,
NN,assistant_random1k,瓷听说法想看鬼新娘,U09,1.0,鬼新娘,5216.0,0.7506729364395142,
NN,assistant_random1k,铁道游击队大结局,U04,1.0,铁道游击队,5878.0,0.7497664093971252,
NN,assistant_random1k,免费试看60秒,U13,1.0,极速60分在线观看免费百度云,7706.0,0.7463058829307556,
NN,assistant_random1k,男生女生大PK,U02,5.0,男生女生,3483.0,0.7462161183357239,
NN,assistant_random1k,7月19日，新闻联播主要内容,U04,1.0,新闻联播今天19:00回放,1154.0,0.7459729313850403,
NN,assistant_random1k,灵异侦缉档案，刑事侦缉档案，鉴证实录法证先锋中国刑警803,U02,1.0,刑事侦缉档案,9258.0,0.7442211508750916,
NN,assistant_random1k,谎言的背后,U02,1.0,真实的谎言,9179.0,0.7414288520812988,
NN,assistant_random1k,这个抖音的微信号属于官,U05,1.0,抖音官网,376.0,0.7399304509162903,U01
NN,assistant_random1k,朗读视频。,U13,1.0,朗读者,9201.0,0.7387217283248901,
NN,assistant_random1k,电视剧长风主演,U08,1.0,长风渡电视剧全集免费播放,4740.0,0.7378177046775818,
NN,assistant_random1k,江苏电视台今天节目预告,U03,1.0,江苏卫视节目表,2500.0,0.7370314002037048,
NN,assistant_random1k,红岩的热门角色。,U08,1.0,红岩,5271.0,0.7369773387908936,
NN,assistant_random1k,三点出发,U13,1.0,现在就出发3,9049.0,0.735461950302124,
NN,assistant_random1k,这部剧的主角长得有点像雷佳音,U13,1.0,雷佳音主演的电视剧全部,7579.0,0.7348877787590027,
NN,assistant_random1k,搜索喜羊羊与灰太狼奇侠大营救大结局金块长老融了顶,U09,1.0,喜羊羊与灰太狼之奇妙大营救 动漫,9793.0,0.7347972989082336,
NN,assistant_random1k,请输出剧情非常优秀的短剧,U08,1.0,热门短剧推荐,6905.0,0.7330963611602783,
NN,assistant_random1k,靳东主演电视剧的收视排行榜,U08,1.0,电视剧排行榜,2011.0,0.7324302196502686,
NN,assistant_random1k,女生给男生,U13,1.0,男生女生,3483.0,0.7317975163459778,
NN,assistant_random1k,动作战争电影大全,U08,1.0,战争电影,9568.0,0.7238956689834595,
NN,assistant_random1k,陈哲远古装造型中哪个角色最受欢迎,U08,1.0,陈哲远演过的电视剧,9155.0,0.7236348986625671,
NN,assistant_random1k,九门是什么时候的电视剧,U03,1.0,老九门 电视剧,1582.0,0.7232410311698914,
NN,assistant_random1k,蜡笔小新勇士三岛,U02,1.0,蜡笔小新,854.0,0.7230353355407715,U02
NN,assistant_random1k,悬案原型案件是什么,U04,7.0,悬案,939.0,0.7230299115180969,U02
NN,assistant_random1k,小花仙人物年龄性别城市介绍,U04,1.0,小花仙,5283.0,0.7219288945198059,
NN,assistant_random1k,罗小黑战记电影里的全部熟悉角色以及剧情内容用最简洁的话来概括,U04,1.0,罗小黑战记,1639.0,0.7218773365020752,
NN,assistant_random1k,《泰迦奥特曼》结局,U04,1.0,泰迦奥特曼,9965.0,0.7208713293075562,
NN,assistant_random1k,喜羊羊之聪明,U02,1.0,喜羊羊,5804.0,0.7170652747154236,
NN,assistant_random1k,航拍中国第2季第1集知识点整理,U09,1.0,航拍中国,8827.0,0.7164551019668579,
NN,assistant_random1k,90集,U13,1.0,90分钟,5232.0,0.7162432670593262,
NN,assistant_random1k,四库影院电视剧大全,U01,1.0,老四影院免费播放电视剧大全,4610.0,0.7160768508911133,
NN,assistant_random1k,哪个平台有《汪汪队立大功》的最新一季全集,U09,1.0,汪汪队立大功全集免费观看,3210.0,0.7156817317008972,
NN,assistant_random1k,历年的口碑电视剧,U08,1.0,电视剧排行榜,2011.0,0.7151566743850708,
NN,assistant_random1k,腹黑女佣短剧免费观看完整版高清,U09,1.0,短剧免费观看全集完整版,3144.0,0.7127625346183777,
NN,assistant_random1k,这位女演员出演过哪些热门短剧,U08,1.0,热门短剧推荐,6905.0,0.7123884558677673,
NN,assistant_random1k,Bilibili Dream-PC,U02,1.0,bilibili,83.0,0.7109519243240356,U01
NN,assistant_random1k,韩国姐弟恋的韩剧,U08,1.0,韩国电视剧,4797.0,0.7109445333480835,
NN,assistant_random1k,红果短剧里面这个剧第二季的歌单,U08,1.0,红果短剧,1321.0,0.7083240747451782,
NN,assistant_random1k,菲律宾电影《入住》在线观看,U09,1.0,菲律宾电影,208.0,0.7082594037055969,U08
NN,assistant_random1k,张涵予动画片西游记孙悟空图片猴子,U09,1.0,西游记动画片,5811.0,0.7081285119056702,
NN,assistant_random1k,石黑英雄假面骑士,U02,1.0,假面骑士,846.0,0.7076061964035034,U02
NN,assistant_random1k,我和你结婚,U13,2.0,咱们结婚吧,7496.0,0.7072617411613464,
NN,assistant_random1k,绿色的影子韩剧,U02,1.0,绿椅子电影在线观看完整版电视剧免费高清韩剧,7208.0,0.7059347033500671,
NN,assistant_random1k,这场比赛央视几点开始直播,U03,1.0,中央一套正在直播,5073.0,0.7046269774436951,
NN,assistant_random1k,叫找网站,U13,1.0,搜索,5638.0,0.7043834924697876,
NN,assistant_random1k,水浒传电视剧平定方腊攻打苏州城视频,U09,1.0,水浒传电视剧,4399.0,0.7043467164039612,
NN,assistant_random1k,日韩剧免费AAAA,U09,1.0,日韩电视剧,9460.0,0.7022692561149597,
NN,assistant_random1k,血色将至剧情简介,U04,1.0,昨夜将至剧情介绍,325.0,0.701634407043457,U04
NN,assistant_random1k,民国奇探电视剧女中案中人物介绍,U04,1.0,民国奇探 电视剧,2087.0,0.7011743187904358,
NN,assistant_random1k,三角洲行动规则怪谈全集,U09,2.0,规则怪谈,2953.0,0.7006076574325562,
NN,assistant_random1k,大叔，攒钱了,U13,1.0,大叔再出招,6913.0,0.7003474831581116,
NN,assistant_random1k,长歌问剑,U02,1.0,长歌行,3972.0,0.7002162933349609,
