query,bu_leaf,bu_leaf_name,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_confidence,td_margin,td_ambiguous,td_l2
肾上腺结节严重吗,16,查询化验检查指标含义与异常原因,30,0.0315,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.486,0.111,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
根管治疗分几次？,36,医疗恢复与检查时间查询,6,0.0591,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7158,0.6197,False,MEDICAL_KNOWLEDGE_LOOKUP__3
甲沟炎怎么办才能彻底根除,31,查询健康症状处理办法,35,0.2013,False,TREATMENT_SEEKING,0.8852,0.8373,False,TREATMENT_SEEKING__1
疝气是什么造成的,33,症状原因查询,37,0.0466,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8534,0.797,False,MEDICAL_KNOWLEDGE_LOOKUP__3
马凡氏综合征为什么是天才病,30,查询疾病症状与诊疗信息,47,0.0914,False,MEDICAL_KNOWLEDGE_LOOKUP,0.792,0.6873,False,MEDICAL_KNOWLEDGE_LOOKUP__3
盐酸乙哌立松片副作用大吗,24,药品用法与相互作用查询,19,0.0624,False,PRODUCT_INFO_LOOKUP,0.9376,0.9189,False,PRODUCT_INFO_LOOKUP__1
直肠癌中晚期手术后能活多久,36,医疗恢复与检查时间查询,6,0.1388,False,RECOVERY_TIMELINE,0.5798,0.1743,False,RECOVERY_TIMELINE__1
健鞘炎怎么治疗最好,30,查询疾病症状与诊疗信息,47,0.0465,False,TREATMENT_SEEKING,0.9958,0.9937,False,TREATMENT_SEEKING__1
含钙高的食物有哪些,10,查询食物营养与健康影响,42,0.128,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5562,0.2591,False,MEDICAL_KNOWLEDGE_LOOKUP__2
低密度脂蛋白高是怎么回事,16,查询化验检查指标含义与异常原因,30,0.0752,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3925,0.0895,False,MEDICAL_KNOWLEDGE_LOOKUP__2
黄腐酸钾的作用,20,功效作用与副作用查询,3,0.1137,False,PRODUCT_INFO_LOOKUP,0.9801,0.9721,False,PRODUCT_INFO_LOOKUP__2
打农药的菜几天能摘着吃,8,查询食物药物能否食用,16,0.0404,False,DOSAGE_ADMINISTRATION,0.2811,0.1388,False,DOSAGE_ADMINISTRATION__1
宫颈炎有哪些症状,30,查询疾病症状与诊疗信息,47,0.0957,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9494,0.9342,False,MEDICAL_KNOWLEDGE_LOOKUP__1
氟比洛芬凝胶贴膏最多贴几天,24,药品用法与相互作用查询,19,0.116,False,DOSAGE_ADMINISTRATION,0.8747,0.817,False,DOSAGE_ADMINISTRATION__2
螃蟹死了还能吃吗,8,查询食物药物能否食用,16,0.2158,False,PERMISSION_VERDICT,0.77,0.7179,False,PERMISSION_VERDICT__2
右眼跳有什么预兆,17,查询心脑血管疾病诊疗信息,31,0.0517,False,MEDICAL_KNOWLEDGE_LOOKUP,0.434,0.1493,False,MEDICAL_KNOWLEDGE_LOOKUP__3
脾肾两助丸功效,20,功效作用与副作用查询,3,0.0105,True,PRODUCT_INFO_LOOKUP,0.7524,0.6787,False,PRODUCT_INFO_LOOKUP__2
皮试可以查出来肺结核吗,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0153,True,MEDICAL_KNOWLEDGE_LOOKUP,0.2074,0.0035,True,MEDICAL_KNOWLEDGE_LOOKUP__1
得了肝癌可以吃什么？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0156,True,TREATMENT_SEEKING,0.6573,0.3988,False,TREATMENT_SEEKING__2
被猫爪子抓伤出血要打针吗,34,查询皮肤黏膜异常症状与处理建议,38,0.0301,False,ACUTE_EMERGENCY_TRIAGE,0.8926,0.8695,False,ACUTE_EMERGENCY_TRIAGE__1
牡蛎的功效,20,功效作用与副作用查询,3,0.0175,True,PRODUCT_INFO_LOOKUP,0.9636,0.9441,False,PRODUCT_INFO_LOOKUP__2
沙参的功效与作用,23,查询物品功效与作用,25,0.2291,False,PRODUCT_INFO_LOOKUP,0.976,0.9604,False,PRODUCT_INFO_LOOKUP__2
糖尿病患者能有性生活吗？,18,血糖与糖尿病管理查询,46,0.1146,False,PERMISSION_VERDICT,0.4209,0.0169,True,PERMISSION_VERDICT__2
干竹荪的功效与作用吃法,23,查询物品功效与作用,25,0.2052,False,PRODUCT_INFO_LOOKUP,0.9605,0.9339,False,PRODUCT_INFO_LOOKUP__2
蒙脱石散的作用,20,功效作用与副作用查询,3,0.0892,False,PRODUCT_INFO_LOOKUP,0.9033,0.8355,False,PRODUCT_INFO_LOOKUP__2
西比灵的功能主治是什么,20,功效作用与副作用查询,3,0.0537,False,PRODUCT_INFO_LOOKUP,0.9045,0.8763,False,PRODUCT_INFO_LOOKUP__2
焦虑症与抑郁症哪个更难治,30,查询疾病症状与诊疗信息,47,0.0704,False,ENTITY_COMPARISON,0.5996,0.4519,False,ENTITY_COMPARISON__2
正常人吃达泊西汀能延时多久,24,药品用法与相互作用查询,19,0.0134,True,DOSAGE_ADMINISTRATION,0.8969,0.8763,False,DOSAGE_ADMINISTRATION__2
需要去医院做心电图吗？,1,医院及医生信息查询,20,0.0232,False,PROVIDER_NAVIGATION_AND_ADMIN,0.9144,0.8585,False,PROVIDER_NAVIGATION_AND_ADMIN__2
巴沙鱼为什么不能给孩子吃,8,查询食物药物能否食用,16,0.0232,False,SYMPTOM_CAUSE_LOOKUP,0.3282,0.1636,False,SYMPTOM_CAUSE_LOOKUP__4
三种人不能吃麦冬,8,查询食物药物能否食用,16,0.1176,False,MEDICAL_KNOWLEDGE_LOOKUP,0.565,0.3495,False,MEDICAL_KNOWLEDGE_LOOKUP__2
胆红素高的原因,16,查询化验检查指标含义与异常原因,30,0.0659,False,SYMPTOM_CAUSE_LOOKUP,0.5368,0.1994,False,SYMPTOM_CAUSE_LOOKUP__3
怎么是落枕？,31,查询健康症状处理办法,35,0.0411,False,SYMPTOM_CAUSE_LOOKUP,0.6571,0.4577,False,SYMPTOM_CAUSE_LOOKUP__3
睡觉头朝哪个方向比较好,28,查询身体不适症状原因,33,0.1024,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4714,0.2539,False,MEDICAL_KNOWLEDGE_LOOKUP__3
降低低密度脂蛋白的最好办法,16,查询化验检查指标含义与异常原因,30,0.0637,False,TREATMENT_SEEKING,0.52,0.2472,False,TREATMENT_SEEKING__2
渐冻症初期症状？,30,查询疾病症状与诊疗信息,47,0.1052,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9609,0.9433,False,MEDICAL_KNOWLEDGE_LOOKUP__1
降血脂的药,14,血压问题查询,40,0.0439,False,TREATMENT_SEEKING,0.5693,0.3827,False,TREATMENT_SEEKING__2
"甲亢病是什么原因引起的,能治好吗",33,症状原因查询,37,0.0713,False,SYMPTOM_CAUSE_LOOKUP,0.5937,0.2674,False,SYMPTOM_CAUSE_LOOKUP__3
石斛怎么泡水,13,特定场景饮品饮用适宜性查询,18,0.0654,False,PRODUCT_INFO_LOOKUP,0.6243,0.4568,False,PRODUCT_INFO_LOOKUP__2
平胃散的配方,25,中药与中成药信息查询,26,0.1423,False,PRODUCT_INFO_LOOKUP,0.8395,0.7669,False,PRODUCT_INFO_LOOKUP__2
空腹血糖正常值是多少,18,血糖与糖尿病管理查询,46,0.1121,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8771,0.8175,False,MEDICAL_KNOWLEDGE_LOOKUP__2
丝状疣可以治好吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0136,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.6238,0.5265,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
手腕关节一用力或旋转就疼怎么办,27,肢体不适症状查询,28,0.0115,True,TREATMENT_SEEKING,0.8881,0.7951,False,TREATMENT_SEEKING__1
我想了解脂溢性脱发,30,查询疾病症状与诊疗信息,47,0.0058,True,MEDICAL_KNOWLEDGE_LOOKUP,0.6258,0.5404,False,MEDICAL_KNOWLEDGE_LOOKUP__2
肚子咕噜咕噜响是怎么回事,32,症状原因查询,36,0.245,False,SYMPTOM_CAUSE_LOOKUP,0.9984,0.9976,False,SYMPTOM_CAUSE_LOOKUP__5
什么是脂蛋白a,16,查询化验检查指标含义与异常原因,30,0.1543,False,MEDICAL_KNOWLEDGE_LOOKUP,0.991,0.9872,False,MEDICAL_KNOWLEDGE_LOOKUP__2
更年期潮热出汗有办法缓解吗,34,查询皮肤黏膜异常症状与处理建议,38,0.034,False,TREATMENT_SEEKING,0.4376,0.1522,False,TREATMENT_SEEKING__1
麦粒肿眼睛用什么药最有效,12,病症用药饮食查询,45,0.0871,False,TREATMENT_SEEKING,0.8006,0.7609,False,TREATMENT_SEEKING__2
生吃白地瓜有什么好处,11,健康利弊查询,24,0.237,False,PRODUCT_INFO_LOOKUP,0.7281,0.6257,False,PRODUCT_INFO_LOOKUP__2
头疼的厉害感觉快炸了怎么办,31,查询健康症状处理办法,35,0.0486,False,TREATMENT_SEEKING,0.899,0.8112,False,TREATMENT_SEEKING__1
床虱咬过后的疙瘩图片,34,查询皮肤黏膜异常症状与处理建议,38,0.1055,False,DIAGRAM_MEDIA_LOOKUP,0.4943,0.216,False,DIAGRAM_MEDIA_LOOKUP__1
克霉唑乳膏,24,药品用法与相互作用查询,19,0.1512,False,PRODUCT_INFO_LOOKUP,0.7016,0.6065,False,PRODUCT_INFO_LOOKUP__1
19岁姑娘晚上睡不着,15,解读个人健康指标与用药疑问,29,0.0097,True,SYMPTOM_CAUSE_LOOKUP,0.6757,0.6083,False,SYMPTOM_CAUSE_LOOKUP__3
吃雪莲果的好处与坏处,11,健康利弊查询,24,0.2466,False,PRODUCT_INFO_LOOKUP,0.6774,0.5909,False,PRODUCT_INFO_LOOKUP__2
肺癌晚期？,30,查询疾病症状与诊疗信息,47,0.0642,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.5776,0.3797,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
右左佐克隆用法,25,中药与中成药信息查询,26,0.0024,True,CONTEXT_DEPENDENT_FOLLOW_UP,0.4438,0.1569,False,CONTEXT_DEPENDENT_FOLLOW_UP__3
术后多久能恢复正常工作？,36,医疗恢复与检查时间查询,6,0.1748,False,RECOVERY_TIMELINE,0.9303,0.9006,False,RECOVERY_TIMELINE__1
无痛的胃镜检查多少钱,36,医疗恢复与检查时间查询,6,0.1321,False,PROVIDER_NAVIGATION_AND_ADMIN,0.9809,0.9748,False,PROVIDER_NAVIGATION_AND_ADMIN__2
dsa是什么检查,16,查询化验检查指标含义与异常原因,30,0.0364,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9292,0.9016,False,MEDICAL_KNOWLEDGE_LOOKUP__1
得了带状疱疹还能打带状疱疹疫苗吗,30,查询疾病症状与诊疗信息,47,0.034,False,PERMISSION_VERDICT,0.7598,0.6266,False,PERMISSION_VERDICT__2
肺结核检查是阳性就是肺结核吗,30,查询疾病症状与诊疗信息,47,0.0463,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.7226,0.5585,False,DIAGNOSIS_PROGNOSIS_VERDICT__6
白细胞低吃什么补,12,病症用药饮食查询,45,0.1042,False,TREATMENT_SEEKING,0.8759,0.8238,False,TREATMENT_SEEKING__2
司美格鲁肽功效和作用,20,功效作用与副作用查询,3,0.1019,False,PRODUCT_INFO_LOOKUP,0.9992,0.9988,False,PRODUCT_INFO_LOOKUP__2
为什么远离化疗的人,30,查询疾病症状与诊疗信息,47,0.027,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6661,0.5706,False,MEDICAL_KNOWLEDGE_LOOKUP__3
吃螃蟹不能吃什么,8,查询食物药物能否食用,16,0.0453,False,TREATMENT_SEEKING,0.18,0.0181,True,TREATMENT_SEEKING__2
女传男艾滋病几率有多大?,30,查询疾病症状与诊疗信息,47,0.1006,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.7443,0.5344,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
紫苏籽油有什么副作用？,20,功效作用与副作用查询,3,0.1623,False,PRODUCT_INFO_LOOKUP,0.9851,0.9818,False,PRODUCT_INFO_LOOKUP__1
女贞子的功效,20,功效作用与副作用查询,3,0.009,True,PRODUCT_INFO_LOOKUP,0.9902,0.9866,False,PRODUCT_INFO_LOOKUP__2
麦片不升高血糖吗,18,血糖与糖尿病管理查询,46,0.2022,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3444,0.0101,True,MEDICAL_KNOWLEDGE_LOOKUP__2
间接胆红素和总胆红素偏高,16,查询化验检查指标含义与异常原因,30,0.1065,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5021,0.2537,False,MEDICAL_KNOWLEDGE_LOOKUP__2
什么是脑血栓的前兆,17,查询心脑血管疾病诊疗信息,31,0.1525,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9976,0.9971,False,MEDICAL_KNOWLEDGE_LOOKUP__3
肠炎有些什么症状,30,查询疾病症状与诊疗信息,47,0.0412,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9279,0.8976,False,MEDICAL_KNOWLEDGE_LOOKUP__1
什么是阴虚,12,病症用药饮食查询,45,0.0162,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9908,0.9894,False,MEDICAL_KNOWLEDGE_LOOKUP__2
肝癌有些什么症状,30,查询疾病症状与诊疗信息,47,0.0907,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9737,0.9645,False,MEDICAL_KNOWLEDGE_LOOKUP__1
美罗培南的作用,20,功效作用与副作用查询,3,0.0993,False,PRODUCT_INFO_LOOKUP,0.9847,0.9784,False,PRODUCT_INFO_LOOKUP__2
鸽子汤怎么炖最营养补气补血,10,查询食物营养与健康影响,42,0.0542,False,TREATMENT_SEEKING,0.4983,0.2393,False,TREATMENT_SEEKING__2
肠癌晚期怎么死的,30,查询疾病症状与诊疗信息,47,0.0257,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.604,0.4579,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
当归黄芪水什么时候喝？,13,特定场景饮品饮用适宜性查询,18,0.0322,False,PRODUCT_INFO_LOOKUP,0.3028,0.169,False,PRODUCT_INFO_LOOKUP__2
血脂康健脾胶囊功效与作用,23,查询物品功效与作用,25,0.1545,False,PRODUCT_INFO_LOOKUP,0.8274,0.7044,False,PRODUCT_INFO_LOOKUP__2
做胃镜肠镜可以一起做,6,食物药物同食同服查询,14,0.0063,True,PROVIDER_NAVIGATION_AND_ADMIN,0.4162,0.2352,False,PROVIDER_NAVIGATION_AND_ADMIN__2
下眼皮抽搐跳动,17,查询心脑血管疾病诊疗信息,31,0.018,True,SYMPTOM_CAUSE_LOOKUP,0.5279,0.385,False,SYMPTOM_CAUSE_LOOKUP__3
一天的什么时间吃钙片最好,10,查询食物营养与健康影响,42,0.0506,False,DOSAGE_ADMINISTRATION,0.3386,0.0026,True,DOSAGE_ADMINISTRATION__1
抗核抗体阳性说明什么,16,查询化验检查指标含义与异常原因,30,0.0052,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9055,0.8647,False,MEDICAL_KNOWLEDGE_LOOKUP__1
头孢的作用和主治是什么,20,功效作用与副作用查询,3,0.1077,False,PRODUCT_INFO_LOOKUP,0.9876,0.9821,False,PRODUCT_INFO_LOOKUP__1
什么人不能吃马鲛鱼,8,查询食物药物能否食用,16,0.1401,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7096,0.539,False,MEDICAL_KNOWLEDGE_LOOKUP__2
早上跑步跑多长时间好,36,医疗恢复与检查时间查询,6,0.0161,True,MEDICAL_KNOWLEDGE_LOOKUP,0.3219,0.0587,False,MEDICAL_KNOWLEDGE_LOOKUP__2
雪莲沙棘余甘葛桑丸能降血糖吗,18,血糖与糖尿病管理查询,46,0.0586,False,EFFICACY_VERDICT,0.772,0.7173,False,EFFICACY_VERDICT__2
盐酸替扎尼定片可以长期吃吗,24,药品用法与相互作用查询,19,0.0359,False,DOSAGE_ADMINISTRATION,0.8119,0.7378,False,DOSAGE_ADMINISTRATION__3
子宫肌瘤的症状,30,查询疾病症状与诊疗信息,47,0.0271,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8461,0.8071,False,MEDICAL_KNOWLEDGE_LOOKUP__1
女生158cm标准体重是多少,15,解读个人健康指标与用药疑问,29,0.148,False,OWN_CASE_VERDICT,0.472,0.2345,False,OWN_CASE_VERDICT__6
3月15号当天受孕到4月3号做腹部比超检查能查出怀孕来吗,29,解答月经避孕怀孕相关疑问,41,0.1081,False,OWN_CASE_VERDICT,0.5151,0.1628,False,OWN_CASE_VERDICT__3
成人有接种流感疫苗的必要吗,30,查询疾病症状与诊疗信息,47,0.0588,False,MEDICAL_KNOWLEDGE_LOOKUP,0.798,0.6855,False,MEDICAL_KNOWLEDGE_LOOKUP__1
甲沟炎发炎化脓了怎么治疗,31,查询健康症状处理办法,35,0.0094,True,TREATMENT_SEEKING,0.9867,0.9818,False,TREATMENT_SEEKING__1
结核菌素试验该不该让孩子做,30,查询疾病症状与诊疗信息,47,0.0116,True,MEDICAL_KNOWLEDGE_LOOKUP,0.4105,0.2319,False,MEDICAL_KNOWLEDGE_LOOKUP__3
阿司匹林和阿司匹林肠溶片一样吗,24,药品用法与相互作用查询,19,0.1367,False,INTERACTION_VERDICT,0.5229,0.2025,False,INTERACTION_VERDICT__2
性生活时女性水多好吗？,13,特定场景饮品饮用适宜性查询,18,0.0285,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5806,0.4543,False,MEDICAL_KNOWLEDGE_LOOKUP__2
猪油的好处和坏处,11,健康利弊查询,24,0.2749,False,PRODUCT_INFO_LOOKUP,0.7781,0.7038,False,PRODUCT_INFO_LOOKUP__2
枳实功效与作用？,23,查询物品功效与作用,25,0.2069,False,PRODUCT_INFO_LOOKUP,0.9887,0.9814,False,PRODUCT_INFO_LOOKUP__2
我想了解食管裂孔疝,35,呼吸道症状与用药建议查询,39,0.0211,False,MEDICAL_KNOWLEDGE_LOOKUP,0.2998,0.1304,False,MEDICAL_KNOWLEDGE_LOOKUP__3
三七粉功效和作用,20,功效作用与副作用查询,3,0.081,False,PRODUCT_INFO_LOOKUP,0.9919,0.9894,False,PRODUCT_INFO_LOOKUP__2
吃什么可以养肝护肝呢？,12,病症用药饮食查询,45,0.0766,False,TREATMENT_SEEKING,0.9224,0.9022,False,TREATMENT_SEEKING__2
腋下有个小鼓包,34,查询皮肤黏膜异常症状与处理建议,38,0.0309,False,SYMPTOM_CAUSE_LOOKUP,0.8058,0.7722,False,SYMPTOM_CAUSE_LOOKUP__1
桂附地黄丸的功效作用,20,功效作用与副作用查询,3,0.0304,False,PRODUCT_INFO_LOOKUP,0.9913,0.9873,False,PRODUCT_INFO_LOOKUP__2
阿司匹林肠溶片什么时间服用最佳,24,药品用法与相互作用查询,19,0.1173,False,DOSAGE_ADMINISTRATION,0.7017,0.5976,False,DOSAGE_ADMINISTRATION__4
尿路感染吃啥药,12,病症用药饮食查询,45,0.0223,False,TREATMENT_SEEKING,0.9512,0.9399,False,TREATMENT_SEEKING__2
利拉鲁肽最佳注射时间,24,药品用法与相互作用查询,19,0.1214,False,DOSAGE_ADMINISTRATION,0.5927,0.375,False,DOSAGE_ADMINISTRATION__3
我想了解免疫性血小板减少症,16,查询化验检查指标含义与异常原因,30,0.0098,True,MEDICAL_KNOWLEDGE_LOOKUP,0.3296,0.0346,False,MEDICAL_KNOWLEDGE_LOOKUP__1
我想了解原发性高血压,14,血压问题查询,40,0.1871,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7543,0.6549,False,MEDICAL_KNOWLEDGE_LOOKUP__2
核桃的功效,20,功效作用与副作用查询,3,0.0171,True,PRODUCT_INFO_LOOKUP,0.9939,0.9913,False,PRODUCT_INFO_LOOKUP__2
激素六项是检查什么的,16,查询化验检查指标含义与异常原因,30,0.0071,True,MEDICAL_KNOWLEDGE_LOOKUP,0.5958,0.3423,False,MEDICAL_KNOWLEDGE_LOOKUP__2
心电图正常值范围,19,判断身体症状或检查结果是否正常,32,0.0715,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8119,0.741,False,MEDICAL_KNOWLEDGE_LOOKUP__3
不用枕头睡觉好不好,28,查询身体不适症状原因,33,0.083,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4779,0.3355,False,MEDICAL_KNOWLEDGE_LOOKUP__3
乌龙茶的功效,20,功效作用与副作用查询,3,0.0299,False,PRODUCT_INFO_LOOKUP,0.9945,0.9905,False,PRODUCT_INFO_LOOKUP__2
烫伤起水泡怎么处理？,34,查询皮肤黏膜异常症状与处理建议,38,0.0148,True,TREATMENT_SEEKING,0.3475,0.1087,False,TREATMENT_SEEKING__1
乳清蛋白粉的功效,20,功效作用与副作用查询,3,0.0459,False,PRODUCT_INFO_LOOKUP,0.9574,0.9331,False,PRODUCT_INFO_LOOKUP__2
格列美脲的功效,20,功效作用与副作用查询,3,0.0555,False,PRODUCT_INFO_LOOKUP,0.9939,0.9904,False,PRODUCT_INFO_LOOKUP__1
如何发现口腔癌早期症状+++哪些人容易得口腔癌？,30,查询疾病症状与诊疗信息,47,0.1062,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6987,0.5471,False,MEDICAL_KNOWLEDGE_LOOKUP__1
草酸艾司西酞普兰片停药反应？,24,药品用法与相互作用查询,19,0.1241,False,PRODUCT_INFO_LOOKUP,0.6399,0.4681,False,PRODUCT_INFO_LOOKUP__1
尿道口有刺痛感,34,查询皮肤黏膜异常症状与处理建议,38,0.092,False,SYMPTOM_CAUSE_LOOKUP,0.8316,0.7571,False,SYMPTOM_CAUSE_LOOKUP__5
治疗中焦不通最好的药,25,中药与中成药信息查询,26,0.0796,False,TREATMENT_SEEKING,0.8439,0.7983,False,TREATMENT_SEEKING__1
正常人会突然呼吸性碱中毒吗,19,判断身体症状或检查结果是否正常,32,0.0796,False,MEDICAL_KNOWLEDGE_LOOKUP,0.808,0.7046,False,MEDICAL_KNOWLEDGE_LOOKUP__2
肌肉疼痛的原因,28,查询身体不适症状原因,33,0.0288,False,SYMPTOM_CAUSE_LOOKUP,0.7798,0.6302,False,SYMPTOM_CAUSE_LOOKUP__2
鸡眼图片和症状,30,查询疾病症状与诊疗信息,47,0.0385,False,DIAGRAM_MEDIA_LOOKUP,0.7627,0.604,False,DIAGRAM_MEDIA_LOOKUP__1
高反有哪些症状,30,查询疾病症状与诊疗信息,47,0.0343,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9828,0.9753,False,MEDICAL_KNOWLEDGE_LOOKUP__1
天麻的功效作用与主治,20,功效作用与副作用查询,3,0.0003,True,PRODUCT_INFO_LOOKUP,0.9785,0.964,False,PRODUCT_INFO_LOOKUP__2
肌酸的作用,20,功效作用与副作用查询,3,0.1122,False,PRODUCT_INFO_LOOKUP,0.8684,0.7764,False,PRODUCT_INFO_LOOKUP__1
早搏有哪些症状,17,查询心脑血管疾病诊疗信息,31,0.0005,True,MEDICAL_KNOWLEDGE_LOOKUP,0.9918,0.9891,False,MEDICAL_KNOWLEDGE_LOOKUP__3
石榴是热性还是凉性,10,查询食物营养与健康影响,42,0.0518,False,PRODUCT_INFO_LOOKUP,0.3702,0.0655,False,PRODUCT_INFO_LOOKUP__2
吃灵芝孢子粉有何禁忌孢子粉的功效,20,功效作用与副作用查询,3,0.0715,False,PRODUCT_INFO_LOOKUP,0.995,0.9932,False,PRODUCT_INFO_LOOKUP__2
吃地屈孕酮片期间会出血吗？,29,解答月经避孕怀孕相关疑问,41,0.0133,True,PRODUCT_INFO_LOOKUP,0.283,0.1093,False,PRODUCT_INFO_LOOKUP__1
莫沙必利片作用,20,功效作用与副作用查询,3,0.0587,False,PRODUCT_INFO_LOOKUP,0.9929,0.991,False,PRODUCT_INFO_LOOKUP__1
我想了解红色毛癣菌,34,查询皮肤黏膜异常症状与处理建议,38,0.047,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5723,0.4323,False,MEDICAL_KNOWLEDGE_LOOKUP__1
肾结石最怕三种水,16,查询化验检查指标含义与异常原因,30,0.0169,True,MEDICAL_KNOWLEDGE_LOOKUP,0.692,0.5949,False,MEDICAL_KNOWLEDGE_LOOKUP__2
乳糖不耐受的解决方法,18,血糖与糖尿病管理查询,46,0.0579,False,TREATMENT_SEEKING,0.3577,0.2016,False,TREATMENT_SEEKING__2
血红蛋白偏高是怎么造成的,16,查询化验检查指标含义与异常原因,30,0.0981,False,SYMPTOM_CAUSE_LOOKUP,0.6824,0.5246,False,SYMPTOM_CAUSE_LOOKUP__3
泮托拉唑钠肠溶片一天吃了2次一次吃了一片,24,药品用法与相互作用查询,19,0.1294,False,DOSAGE_ADMINISTRATION,0.6173,0.4251,False,DOSAGE_ADMINISTRATION__3
狂犬病爆发前兆,30,查询疾病症状与诊疗信息,47,0.1046,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9742,0.9569,False,MEDICAL_KNOWLEDGE_LOOKUP__1
70一80岁最新血糖,15,解读个人健康指标与用药疑问,29,0.0181,True,OWN_CASE_VERDICT,0.5514,0.4382,False,OWN_CASE_VERDICT__6
不是说女生第一次很紧吗,29,解答月经避孕怀孕相关疑问,41,0.0264,False,SYMPTOM_CAUSE_LOOKUP,0.5215,0.3527,False,SYMPTOM_CAUSE_LOOKUP__5
肌酐高怎么降下来,16,查询化验检查指标含义与异常原因,30,0.064,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5233,0.1684,False,MEDICAL_KNOWLEDGE_LOOKUP__2
西梅是热性还是寒性？,10,查询食物营养与健康影响,42,0.0111,True,PRODUCT_INFO_LOOKUP,0.4954,0.2638,False,PRODUCT_INFO_LOOKUP__2
男性的标准体重怎么算,15,解读个人健康指标与用药疑问,29,0.0446,False,HEALTH_VALUE_CALCULATION,0.495,0.1477,False,HEALTH_VALUE_CALCULATION__1
胡麻油怎么吃最好？,10,查询食物营养与健康影响,42,0.0853,False,TREATMENT_SEEKING,0.4966,0.2393,False,TREATMENT_SEEKING__2
胃癌晚期能活多久,36,医疗恢复与检查时间查询,6,0.0522,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.7529,0.5683,False,DIAGNOSIS_PROGNOSIS_VERDICT__2
蜂蜜水有什么功效？,20,功效作用与副作用查询,3,0.1118,False,PRODUCT_INFO_LOOKUP,0.965,0.9333,False,PRODUCT_INFO_LOOKUP__2
氨基丁酸功效作用,20,功效作用与副作用查询,3,0.0527,False,PRODUCT_INFO_LOOKUP,0.9852,0.9796,False,PRODUCT_INFO_LOOKUP__1
盐酸贝凡洛尔片的作用与功效,20,功效作用与副作用查询,3,0.0976,False,PRODUCT_INFO_LOOKUP,0.9893,0.985,False,PRODUCT_INFO_LOOKUP__1
克拉霉素片副作用大吗,24,药品用法与相互作用查询,19,0.0552,False,PRODUCT_INFO_LOOKUP,0.9007,0.8767,False,PRODUCT_INFO_LOOKUP__1
广济森软骨素功效,20,功效作用与副作用查询,3,0.0535,False,PRODUCT_INFO_LOOKUP,0.9689,0.9502,False,PRODUCT_INFO_LOOKUP__2
小米粥的功效与作用,23,查询物品功效与作用,25,0.1998,False,PRODUCT_INFO_LOOKUP,0.9803,0.9678,False,PRODUCT_INFO_LOOKUP__2
小中风严重吗？,16,查询化验检查指标含义与异常原因,30,0.0044,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.437,0.1087,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
火龙果有什么营养功效,20,功效作用与副作用查询,3,0.1146,False,PRODUCT_INFO_LOOKUP,0.9692,0.9497,False,PRODUCT_INFO_LOOKUP__2
