query,bu_leaf,bu_leaf_name,bu_user_need,bu_leaf_pre_governance,bu_family_pre_governance,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_l1_name,td_user_need,td_confidence,td_margin,td_ambiguous,td_decided_by,td_l2,ref_legacy_l2,ref_legacy_dept,ref_legacy_type,snapshot,run_id,generation
茚达特罗莫米松需要吸多久,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.01961,True,DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,用户已指名具体药品，询问如何服用、剂量、频次、疗程、漏服补服、停药或使用时机。,0.73164,0.63706,False,model,DOSAGE_ADMINISTRATION__3,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
你说的长忧是在那个部位？,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.02836,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.51778,0.31814,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,医疗其它,(无科室),(无类型),AI助手,health-pool3,1
脚上长疣冷冻后一周血红水泡还没消,27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.00224,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.47708,0.29858,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,皮肤科,症状,AI助手,health-pool3,1
疱疹病毒为什么至今无法根治,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.04387,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.36457,0.11499,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__1,疾病知识,皮肤科,科普,AI助手,health-pool3,1
肾衰竭心脏手术后可以吃南瓜吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,9,1,17,0.0816,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.96237,0.93574,False,model,PERMISSION_VERDICT__1,疾病知识,内科,科普,AI助手,health-pool3,1
痉挛性斜颈可用依托考昔吗?,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.06932,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.19186,0.00445,True,model,EFFICACY_VERDICT__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
豆浆喝了血糖会升高吗,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,18,2,46,0.11139,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.27035,0.01742,True,model,MEDICAL_KNOWLEDGE_LOOKUP__2,疾病知识,内科,科普,AI助手,health-pool3,1
摔伤后能喝酒吗,13,特定场景饮品饮用适宜性查询,用户给出健康状况、用药或饮食场景，询问能否喝某种饮品；获得针对该具体场景的饮用宜忌及潜在风险说明后，用户即感到满足。,13,1,18,0.20864,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.51921,0.12349,False,model,PERMISSION_VERDICT__2,疾病知识,外科,科普,AI助手,health-pool3,1
7月龄宝宝便秘怎么办,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.01461,True,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.99726,0.99651,False,model,TREATMENT_SEEKING__2,疾病知识,儿科,症状,AI助手,health-pool3,1
调整饮食多久能好转？,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.06696,False,CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,用户发出依赖上文的追问（如“有用吗”“怎么服用”）或要求识别所拍摄的药品、草药、检查单等实物，系统必须先知道或识别所指对象才能作答。,0.44512,0.32463,False,model,CONTEXT_DEPENDENT_FOLLOW_UP__2,疾病知识,无明确科室,科普,AI助手,health-pool3,1
有骨刺跟筋膜炎怎么办,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.053,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.99522,0.99316,False,model,TREATMENT_SEEKING__1,疾病知识,外科,治疗,AI助手,health-pool3,1
一个流心月饼的热量,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,10,1,42,0.10743,False,HEALTH_VALUE_CALCULATION,计算健康相关数值,用户要求代入自己的数据计算BMI、标准体重、食物热量、营养数值或单位换算，期望得到计算结果而非知识解释。,0.54163,0.3714,False,model,HEALTH_VALUE_CALCULATION__1,养生知识,(无科室),(无类型),AI助手,health-pool3,1
服用他达拉非后出现腰疼腿疼怎么办？,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.04107,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.26649,0.08216,False,model,EFFICACY_VERDICT__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
怀孕可以塞甲硝唑栓吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,9,1,17,0.03602,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.4335,0.19049,False,model,PERMISSION_VERDICT__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
"淋巴滤泡增生是什么意思?什么原因引起的,有什么后果",33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,33,7,37,0.07538,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.42883,0.10078,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,内科,科普,AI助手,health-pool3,1
我发现手掌心里面全是小白泡，,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.05874,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.48961,0.18899,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,皮肤科,症状,AI助手,health-pool3,1
扑天灵片功效和作用是什么,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,22,3,3,0.12874,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.99134,0.98776,False,model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
每次运动完脚后跟有点痛什么原因,27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.05076,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.98829,0.98419,False,model,SYMPTOM_CAUSE_LOOKUP__2,疾病知识,无明确科室,症状,AI助手,health-pool3,1
阴茎皮长疙瘩是怎么回事,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.07875,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.9933,0.99131,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,男科,症状,AI助手,health-pool3,1
如果是前列腺增生怎么办,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.03346,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.98411,0.97507,False,model,TREATMENT_SEEKING__1,疾病知识,男科,症状,AI助手,health-pool3,1
男士精液都一样吗,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.02363,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.52416,0.3116,False,model,MEDICAL_KNOWLEDGE_LOOKUP__2,医疗其它,(无科室),(无类型),AI助手,health-pool3,1
内脏脂肪17级严重吗,16,查询化验检查指标含义与异常原因,用户给出某项化验或检查指标（如血红蛋白、尿蛋白、转氨酶、胆固醇等）的名称或数值，希望获得该指标的含义、偏高或偏低的原因、是否严重以及下一步建议，得到针对该指标的具体解释后即满足。,16,2,30,0.04365,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.97176,0.95199,False,model,OWN_CASE_VERDICT__1,疾病知识,内科,治疗,AI助手,health-pool3,1
蕉花的药用功效与作用有哪些,23,查询物品功效与作用,用户提交某个具体物品（药材、食物、药品或保健品）后，获得该物品的功效、作用、用法、禁忌或不良反应等直接说明即可满足。,23,3,25,0.13535,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.96418,0.95063,False,model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
感冒滴丸和复方氨酚烷胺片能一起吃吗,6,食物药物同食同服查询,用户想知道特定食物、药物或药材能否一起食用/服用，或应如何搭配；得到明确的相容性判断或搭配建议后即满足。,6,1,14,0.096,False,INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,用户询问两种及以上药物、药与食物、药与酒、或保健品之间能否同时使用、需要间隔多久、是否解药性或冲突，期待风险判定。,0.92686,0.8655,False,model,INTERACTION_VERDICT__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
葡萄糖怎么补充,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,18,2,46,0.06488,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.67264,0.58893,False,model,TREATMENT_SEEKING__2,疾病知识,内科,科普,AI助手,health-pool3,1
先买宠物专用抗螨药,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.01556,True,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.41056,0.3211,False,model,TREATMENT_SEEKING__2,医疗其它,(无科室),(无类型),AI助手,health-pool3,1
阴唇外被指甲划伤了怎么处理,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.02722,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.5297,0.34362,False,model,TREATMENT_SEEKING__1,疾病知识,妇产科,治疗,AI助手,health-pool3,1
分泌性中耳炎与体位的关系,3,查询中医机构、医生与术语,用户查询特定中医医院、中医师或中医术语/验方，获得对应机构或医生信息以及概念解释后即满足。,3,0,22,0.03062,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.41199,0.26924,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,耳鼻咽喉科,科普,AI助手,health-pool3,1
包皮龟+头上发炎怎么办,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.12257,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.73321,0.62115,False,model,TREATMENT_SEEKING__1,疾病知识,男科,症状,AI助手,health-pool3,1
小月龄宝宝辅食应该添加多久一次?,7,解答婴幼儿喂养与奶类营养问题,用户获得针对宝宝喂养、奶粉/母乳、奶类及乳制品营养、儿童健康相关具体问题的直接解释或可操作建议后，即满足。,7,1,15,0.20681,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.39403,0.14221,False,model,MEDICAL_KNOWLEDGE_LOOKUP__2,医疗其它,(无科室),(无类型),AI助手,health-pool3,1
为何强直性脊柱炎患者会尻以代踵脊以代头,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.04734,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.70429,0.628,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,外科,科普,AI助手,health-pool3,1
感染了爱之后脖子上面有几颗很痒涂了药又好了好几天又很痒是怎么回事,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.01193,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.98628,0.98006,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,皮肤科,症状,AI助手,health-pool3,1
我今年22岁小便的时候说不上来的不适感到底有没有事不去医院查行不行,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.06866,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.55715,0.22551,False,model,OWN_CASE_VERDICT__4,疾病知识,外科,科普,AI助手,health-pool3,1
孩子经常梦游怎么回事啊,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.25974,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.98729,0.97988,False,model,SYMPTOM_CAUSE_LOOKUP__3,疾病知识,儿科,症状,AI助手,health-pool3,1
黄芪被虫蛀了还能泡水喝吗,13,特定场景饮品饮用适宜性查询,用户给出健康状况、用药或饮食场景，询问能否喝某种饮品；获得针对该具体场景的饮用宜忌及潜在风险说明后，用户即感到满足。,13,1,18,0.11212,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.55275,0.28767,False,model,EFFICACY_VERDICT__1,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
脑供血不足吃银杏叶片吃几天,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,17,2,31,0.00165,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.30804,0.12741,False,model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
"看手机视力模糊还伴有眼睛胀痛,是老花吗",28,查询身体不适症状原因,用户描述自己或他人的身体不适症状（疼痛、酸胀、头晕、睡眠异常等），获得该症状可能的医学原因以及是否需要就医的一般性建议，即感到满足。,28,5,33,0.01138,True,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.47059,0.2679,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__5,疾病知识,眼科,症状,AI助手,health-pool3,1
促排卵必须打针吗,29,解答月经避孕怀孕相关疑问,用户得到关于月经、同房、避孕与怀孕可能性及结果的可靠判断或解释后，即得到满足。,29,6,41,0.05034,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.33002,0.13669,False,model,TREATMENT_SEEKING__1,疾病知识,妇产科,科普,AI助手,health-pool3,1
人体第4~6胸肋骨骼位置结构图,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.15614,False,DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,用户希望看到身体结构、穴位、手术或注射过程等图示、位置标注或视频，预期以图像或视频作答。,0.72732,0.63627,False,model,DIAGRAM_MEDIA_LOOKUP__1,疾病知识,外科,科普,AI助手,health-pool3,1
乙肝患者有疱疹可以吃阿昔洛韦片吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,9,1,17,0.07092,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.88127,0.78159,False,model,PERMISSION_VERDICT__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
十几年都有时候反经常都是水样稀便比较多有夹杂还有夹杂那些有时候还有夹杂那些食物残渣没消化的是有调理方式我自己呢在网上学了些说艾灸的自己也在家里自己有时候有空就灸隔天灸一次去年呢我也不是说不管他找个医生也看过无数次医院腿都跑断了治不好啊治疗了反反复复又过不了多久又是这样了花了很多钱在网上找网上的医过推荐的网医我也看过找两个都是越治越越治越差越治越越越差有一个去年看找的吃的半个月的药拉肚子拉了我半个月稀水便拉的我站都站不稳了今年又是拉的拉的拉的我半个月受不了了我就不吃了我就不吃了,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.01057,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.48274,0.27289,False,model,SYMPTOM_CAUSE_LOOKUP__5,疾病知识,中医科,症状,AI助手,health-pool3,1
高压98低压61脉搏50正常吗,14,血压问题查询,用户就血压数值是否正常、血压异常原因、降压药使用与调整、测量注意事项等获得具体解答后即满足。,14,2,40,0.07785,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.99907,0.99879,False,model,OWN_CASE_VERDICT__6,疾病知识,内科,治疗,AI助手,health-pool3,1
抑郁症的小孩为什么愿意养蛇,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.00542,True,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.44126,0.28391,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,儿科,科普,AI助手,health-pool3,1
预先熬制的中药可以用微波炉加热吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,9,1,17,0.03426,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.60478,0.30968,False,model,PERMISSION_VERDICT__2,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
长期吃NAC会伤肝吗？,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,10,1,42,0.01149,True,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.35315,0.1405,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__5,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
"我用手摸自己的脚是热的,但就是怕冷平时该做什么",27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.10467,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.74692,0.63178,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,无明确科室,科普,AI助手,health-pool3,1
"双氯芬酸钠规格有0.1+克,还有50mg",24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.00211,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.59086,0.44481,False,model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),AI助手,health-pool3,1
喉咙不舒服和长期冷库受凉有关系吗,35,呼吸道症状与用药建议查询,用户描述咳嗽、喉咙痛、鼻塞、流鼻涕、有痰等呼吸道症状后，获得可能的病因判断（如是否感冒、鼻炎）以及对应的用药或护理建议，即得到满足。,35,7,39,0.11203,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.46145,0.30759,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,耳鼻咽喉科,科普,AI助手,health-pool3,1
非小细胞肺癌抗原21-1偏高是什么原因,33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,33,7,37,0.09562,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.76747,0.54966,False,model,OWN_CASE_VERDICT__1,疾病知识,内科,治疗,AI助手,health-pool3,1
