层级,类,类名,快照,n,子群,stratum_share,query,typicality_pct,length_pct,pv_raw
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,助手随机1k,12,车险购买与理赔咨询,0.5,黄牌4.2米货车有哪些保险推荐,0.958,0.5,1.0
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,助手随机1k,12,查询保险相关业务,0.1667,不是我问那个保单那个事儿,0.292,0.125,1.0
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,助手随机1k,12,金融行情数据查询,0.0833,2026版天津惠民保有哪些新增责任,0.542,0.708,1.0
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,助手随机1k,12,保险公司电话查询,0.0833,平安长期百万医疗险（宽松版）有哪些缺点,0.125,0.833,1.0
L2子意图,HOWTO_OPERATE__5,HOWTO_OPERATE__5,助手随机1k,22,金融业务操作与问题处理方法查询,0.3182,信用证融资具体怎么操作,0.977,0.273,1.0
L2子意图,HOWTO_OPERATE__5,HOWTO_OPERATE__5,助手随机1k,22,查询转账与账户业务可行性,0.1818,你家又发行月币，又制定月球交易法，咋的？你家就要强行啊，你家咋的？你家现在就是咋的？,0.523,0.932,1.0
L2子意图,HOWTO_OPERATE__5,HOWTO_OPERATE__5,助手随机1k,22,股票行情与选股建议查询,0.1364,深康佳退市后股票如何交易,0.932,0.432,2.0
L2子意图,HOWTO_OPERATE__5,HOWTO_OPERATE__5,助手随机1k,22,查询财经门户与市场行情,0.0909,到月底北交所打新,0.295,0.114,1.0
L2子意图,HOWTO_OPERATE__5,HOWTO_OPERATE__5,助手随机1k,22,证券股票信息查询,0.0909,长江证券回购方案具体执行时间表,0.114,0.614,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,股票行情与选股建议查询,0.4699,大盘股连续涨停后如何操作,0.946,0.373,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,查询金融业务数值与代码,0.0723,洛轴股份中签率是多少？,0.307,0.265,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,查询金融术语含义,0.0602,筹码集中度低意味着什么,0.355,0.265,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,证券股票信息查询,0.0482,这个标识是否与东吴证券有关,0.367,0.47,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,查询股票信息,0.0361,对应流股票的影响,0.741,0.048,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,查询股份公司及股票信息,0.0361,鸿搏股份主营业务是什么,0.235,0.265,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,金融业务操作与问题处理方法查询,0.0361,卖空怎么理解,0.114,0.012,1.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,助手随机1k,83,查询黄金价格,0.0361,央行增持黄金的历史数据,0.187,0.265,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,股票行情与选股建议查询,0.4211,这些标的适合我这种稳健型投资者吗,0.991,0.789,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,查询科技股与科创板信息,0.1404,闻泰科技还可以买入吗,0.658,0.096,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,查询价格与金额,0.0526,筹码峰集中度多少适合买入,0.816,0.298,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,查询转账与账户业务可行性,0.0526,国债逆回购周四买，周五能再买吗,0.623,0.658,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,查询价格走势图,0.0351,凯撒旅业价位与超势分析,0.149,0.193,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,查询保险公司信息,0.0351,哪些工业软件公司最有投资价值,0.746,0.509,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,市场价格行情查询,0.0351,普通铝合金价格比铝镁合金便宜多少,0.132,0.789,1.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,助手随机1k,57,金融行情数据查询,0.0351,洲明科技2026年股价预测是多少,0.254,0.789,1.0
L2子意图,PAGE_NAV__1,PAGE_NAV__1,助手随机1k,11,下载安装金融类App,0.7273,有凭证借条app下载,0.864,0.227,2.0
L2子意图,PAGE_NAV__1,PAGE_NAV__1,助手随机1k,11,查询转账与账户业务可行性,0.1818,如何在手机上登录Gemini账号,0.045,0.864,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,查询转账与账户业务可行性,0.2571,开能健康回调没量了，是不是可以买入,0.929,0.7,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,股票行情与选股建议查询,0.1714,重组期间股票还能正常交易吗,0.871,0.429,6.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,查询保险相关业务,0.1429,福特翼虎前挡风玻璃更换有保险吗,0.786,0.586,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,车险购买与理赔咨询,0.0857,我老婆自己缴纳了绍兴最基本的医保，我给他们买了越惠保，她自己还买了重疾险，我还有必要给她买好医保长期医疗吗？,0.957,0.986,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,查询保险公司信息,0.0571,保险公司住院保险对日间手术报销吗？,0.643,0.7,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,查询300开头股票代码与行情,0.0286,北京300804指南针要的身份信息有存在身份信息泄露的风险吗,0.386,0.843,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,查询人寿保险相关业务信息,0.0286,合众人寿未来会倒闭吗,0.529,0.229,1.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手随机1k,35,保险公司电话查询,0.0286,太平洋的学平险属于太平洋产险？还是太平洋保险？,0.043,0.786,1.0
L2子意图,NEWS_EVENT__4,NEWS_EVENT__4,助手随机1k,14,股票行情与选股建议查询,0.6429,飞乐音响重组的可能性有多大,0.893,0.536,2.0
L2子意图,NEWS_EVENT__4,NEWS_EVENT__4,助手随机1k,14,查询保险公司信息,0.0714,ST康佳退市后，公司会重组吗,0.321,0.607,1.0
L2子意图,NEWS_EVENT__4,NEWS_EVENT__4,助手随机1k,14,查询财经门户与市场行情,0.0714,京投发展重组,0.179,0.036,2.0
L2子意图,NEWS_EVENT__4,NEWS_EVENT__4,助手随机1k,14,查询科技股与科创板信息,0.0714,大庆华科重组成功的具体概率有多大,0.964,0.75,1.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,助手随机1k,17,银行信息查询,0.5882,北京银行南京分行有哪些其他网点,0.971,0.471,1.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,助手随机1k,17,农业银行及农村信用社服务信息查询,0.1765,有没有农业银行在三口镇的网点,0.912,0.324,1.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,助手随机1k,17,中国银行服务信息查询,0.0588,中国银行广州网点地址大全,0.735,0.206,1.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,助手随机1k,18,银行卡业务查询与办理指导,0.3889,新证到手怎么去上传银行卡信息更新,0.972,0.639,1.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,助手随机1k,18,银行信息查询,0.1667,手机银行如何设置才能防诈骗,0.417,0.333,1.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,助手随机1k,18,金融业务操作与问题处理方法查询,0.1111,新换的身份证，银行怎么怎么更新？,0.75,0.639,1.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,助手随机1k,18,查询办理信用卡业务,0.1111,农村信用社信用卡禁用后如何恢复,0.361,0.528,1.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,助手随机1k,18,中国银行服务信息查询,0.0556,中国银行开封学院门支行没有这个名字，那他叫什么名字呀？,0.083,0.806,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,银行信息查询,0.2381,郑州银行和工行哪个更适合我,0.881,0.238,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,股票行情与选股建议查询,0.1905,哪些版本的三代伟人珍藏金卡更有收藏价值,0.167,0.833,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,查询财经门户与市场行情,0.0952,光大理财阳光金增与阳光金创有啥不同哪个好,0.405,0.952,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,查询保险相关业务,0.0952,自费修和走保险哪个更划算,0.738,0.119,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,计算存贷款利息,0.0476,委比和量比哪个更准确,0.643,0.024,2.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,花呗操作查询,0.0476,安逸花和优逸花哪个更靠谱,0.595,0.119,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,金融行情数据查询,0.0476,康宁尊享2025和国寿福B款哪个更好,0.5,0.714,1.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,助手随机1k,21,支付宝相关操作查询,0.0476,建信嘉薪宝货币A和余额宝有什么区别,0.31,0.643,1.0
L2子意图,HOWTO_OPERATE__1,HOWTO_OPERATE__1,助手随机1k,18,查询贷款信息,0.3889,生源地贷款学生毕业后需要做什么,0.75,0.556,1.0
L2子意图,HOWTO_OPERATE__1,HOWTO_OPERATE__1,助手随机1k,18,贷款提前还款查询,0.2778,国家助学贷款怎么申请提前还款,0.917,0.417,1.0
L2子意图,HOWTO_OPERATE__1,HOWTO_OPERATE__1,助手随机1k,18,金融业务操作与问题处理方法查询,0.1111,新网银行好商贷怎么申请,0.417,0.167,1.0
L2子意图,HOWTO_OPERATE__1,HOWTO_OPERATE__1,助手随机1k,18,个人征信报告查询与影响咨询,0.0556,征信报告上的个人资料于我申请贷款填写的资料不一样怎么办后期申请贷款有影响吗，怎么办,0.972,0.972,1.0
L2子意图,HOWTO_OPERATE__2,HOWTO_OPERATE__2,助手随机1k,10,支付宝相关操作查询,0.6,如何开启支付宝的碰一下支付功能,0.85,0.85,1.0
L2子意图,HOWTO_OPERATE__2,HOWTO_OPERATE__2,助手随机1k,10,支付方式使用与设置查询,0.4,怎样取消免密支付功能,0.35,0.2,5.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音头部1k,136,查询黄金价格,0.3162,今日的黄金价格,0.996,0.566,13.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音头部1k,136,查询金价,0.1618,今日国内金价,0.967,0.401,8.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音头部1k,136,股指行情查询,0.125,今日上证指数,0.43,0.401,29.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音头部1k,136,实时行情查询,0.0956,纽约黄金实时行情,0.482,0.699,11.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音头部1k,136,市场价格行情查询,0.0882,今日白银价格,0.452,0.401,19.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音头部1k,136,查询价格走势图,0.0882,黄金走势图,0.445,0.265,14.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,查询股票信息,0.4449,股票,0.999,0.009,102.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,查询市场行情,0.1079,股市行情,0.633,0.121,159.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,查询股份公司及股票信息,0.0639,股份,0.836,0.009,11.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,科技类股票信息查询,0.0617,深科技股票,0.9,0.267,46.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,股票行情与选股建议查询,0.0551,股价,0.721,0.009,13.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,查询股份股票及股吧信息,0.0396,彩虹股份股票,0.931,0.573,13.0
L2子意图,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,助手语音头部1k,454,股票代码查询,0.0374,002303的股价是多少,0.173,0.98,26.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,助手语音头部1k,110,股票代码查询,0.5,002560,0.986,0.482,8.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,助手语音头部1k,110,查询股票代码与指数信息,0.1364,000001,0.686,0.482,7.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,助手语音头部1k,110,查询300开头股票代码与行情,0.1273,300801,0.532,0.482,8.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,助手语音头部1k,110,金融代码查询,0.1091,001409,0.423,0.482,8.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,查询财经门户与市场行情,0.2941,纳斯达克,0.441,0.794,34.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,查询科技股与科创板信息,0.1176,科创50,0.853,0.794,21.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,支付宝相关操作查询,0.0588,支付宝,0.5,0.471,67.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,支付方式使用与设置查询,0.0588,云闪付,0.324,0.471,15.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,保险公司电话查询,0.0588,太平,0.794,0.118,15.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,农业银行及农村信用社服务信息查询,0.0588,卡农,0.206,0.118,13.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,股指行情查询,0.0588,数据港,0.382,0.471,10.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,助手语音头部1k,17,查询美元兑日元汇率,0.0588,一元,0.676,0.118,9.0
L2子意图,PAGE_NAV__1,PAGE_NAV__1,助手语音头部1k,10,查询财经门户与市场行情,0.3,东方财富网,0.45,0.2,66.0
L2子意图,PAGE_NAV__1,PAGE_NAV__1,助手语音头部1k,10,查询市场行情,0.3,行情网站www/大全百度,0.85,0.7,48.0
L2子意图,PAGE_NAV__1,PAGE_NAV__1,助手语音头部1k,10,支付宝相关操作查询,0.2,宝信软件,0.25,0.05,9.0
L2子意图,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,助手语音头部1k,12,查询贷款信息,0.5833,抵押贷款,0.875,0.958,9.0
L2子意图,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,助手语音头部1k,12,查询转账与账户业务可行性,0.0833,借钱,0.375,0.417,13.0
L2子意图,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,助手语音头部1k,12,贷款提前还款查询,0.0833,还款,0.208,0.417,11.0
L2子意图,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,助手语音头部1k,12,支付方式使用与设置查询,0.0833,支付,0.125,0.417,10.0
L2子意图,FX_CONVERT__2,FX_CONVERT__2,助手语音头部1k,14,货币兑换金额换算查询,0.9286,1日元等于多少人民币,0.893,0.464,11.0
L2子意图,FX_CONVERT__1,FX_CONVERT__1,助手语音头部1k,60,查询人民币兑外币汇率,0.65,人民币对美元的汇率,0.992,0.875,13.0
L2子意图,FX_CONVERT__1,FX_CONVERT__1,助手语音头部1k,60,货币兑换查询,0.15,人民币兑换美元,0.675,0.575,9.0
L2子意图,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,助手语音头部1k,10,查询财经门户与市场行情,0.6,发发财经,0.95,0.65,17.0
L2子意图,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,助手语音头部1k,10,查询黄金价格,0.1,上海黄金交易所,0.15,0.95,20.0
L2子意图,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,助手语音头部1k,10,查询市场行情,0.1,行情中心,0.35,0.65,12.0
L2子意图,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,助手语音头部1k,10,查询股票信息,0.1,股东,0.45,0.2,9.0
L2子意图,RESOLVE_BARE_ENTITY__4,RESOLVE_BARE_ENTITY__4,助手语音头部1k,11,证券股票信息查询,0.9091,东北证券,0.955,0.5,38.0
L2子意图,CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,助手语音头部1k,32,银行客服电话查询,0.625,建行客服电话,0.891,0.234,10.0
L2子意图,CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,助手语音头部1k,32,查询办理信用卡业务,0.125,招商银行信用卡电话,0.141,0.812,11.0
L2子意图,CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,助手语音头部1k,32,银行信息查询,0.0938,工商银行电话,0.391,0.234,34.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,助手语音头部1k,33,银行信息查询,0.5758,银行,0.985,0.061,32.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,助手语音头部1k,33,农业银行及农村信用社服务信息查询,0.1212,农业银行,0.773,0.5,24.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,助手语音头部1k,33,中国银行服务信息查询,0.0909,中国四大银行,0.712,0.909,9.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,助手语音头部1k,33,建设银行网点与服务查询,0.0909,建设银行,0.591,0.5,27.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,助手语音头部1k,10,查询人寿保险相关业务信息,0.3,中国人寿,0.45,0.65,12.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,助手语音头部1k,10,查询保险相关业务,0.3,保险,0.95,0.2,31.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,助手语音头部1k,10,保险公司电话查询,0.3,平安,0.05,0.2,18.0
L2子意图,PAGE_NAV__2,PAGE_NAV__2,助手语音头部1k,11,证券股吧查询,0.9091,领益智造股吧,0.955,0.545,9.0
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,查询黄金价格,0.2381,金价现在多少钱一克,0.798,0.655,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,查询金价,0.1905,今天金价,0.94,0.119,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,股票行情与选股建议查询,0.0952,股价在5日10日23日之间之上,0.369,0.964,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,查询价格走势图,0.0952,下周黄金短期走势预测,0.512,0.798,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,查询市场行情,0.0476,美原油暗盘,0.036,0.238,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,股指行情查询,0.0476,B8指数的图看一下,0.238,0.655,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,金融行情数据查询,0.0476,2026年成都梨花街今日金价,0.429,0.917,
L2子意图,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,助手语音1k,42,查询价格与金额,0.0476,大克鼎价值多少个亿,0.298,0.655,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,车险购买与理赔咨询,0.2973,车辆保险过期没有去交可以是否上路,0.986,0.595,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,查询科技股与科创板信息,0.1351,ML CC是纯概念无业界科技股吗,0.324,0.595,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,查询保险相关业务,0.1351,货物运输保险合同不能自由退保吗,0.797,0.486,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,股票行情与选股建议查询,0.0811,A股当中的华大智造是做什么的是AI应用吗,0.068,0.824,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,查询转账与账户业务可行性,0.0811,打新股预约成功后过几天可以预约时错过了第二天还能预约吗,0.527,0.878,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,查询股份公司及股票信息,0.0541,天际股份是不是一调查就ST了,0.176,0.378,
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,助手语音1k,37,查询股票代码与指数信息,0.027,股票买单有10000手散户可以一秒钟卖掉10000手吗,0.284,0.878,
L2子意图,VERDICT_QUESTION__2,VERDICT_QUESTION__2,助手语音1k,48,银行卡业务查询与办理指导,0.2708,卡注销后银行卡会收回吗,0.781,0.271,
L2子意图,VERDICT_QUESTION__2,VERDICT_QUESTION__2,助手语音1k,48,查询转账与账户业务可行性,0.2292,老公的手机银行其实可以加入吗,0.719,0.542,
L2子意图,VERDICT_QUESTION__2,VERDICT_QUESTION__2,助手语音1k,48,支付宝相关操作查询,0.125,绑定支付宝能吗,0.594,0.01,
L2子意图,VERDICT_QUESTION__2,VERDICT_QUESTION__2,助手语音1k,48,支付方式使用与设置查询,0.0833,美团月付一旦开通了就取消吗,0.333,0.448,
L2子意图,VERDICT_QUESTION__2,VERDICT_QUESTION__2,助手语音1k,48,银行信息查询,0.0625,农商银行倒闭了吗,0.26,0.062,
L2子意图,VERDICT_QUESTION__2,VERDICT_QUESTION__2,助手语音1k,48,查询贷款信息,0.0625,大学生助学贷款毕业当年还贷无需支付利息吗,0.073,0.844,
L2子意图,NEWS_EVENT__1,NEWS_EVENT__1,助手语音1k,17,股票行情与选股建议查询,0.2941,8月1号谋发展对股市的评论,0.382,0.5,
L2子意图,NEWS_EVENT__1,NEWS_EVENT__1,助手语音1k,17,查询保险公司信息,0.2353,上市公司特变电工的全部资料,0.794,0.5,
L2子意图,NEWS_EVENT__1,NEWS_EVENT__1,助手语音1k,17,查询金融业务数值与代码,0.1176,国医股份申购中签率是多少,0.324,0.353,
L2子意图,NEWS_EVENT__1,NEWS_EVENT__1,助手语音1k,17,查询价格与金额,0.1176,长江存储上市后估计的估值有多少亿,0.971,0.676,
L2子意图,NEWS_EVENT__1,NEWS_EVENT__1,助手语音1k,17,中国银行服务信息查询,0.0588,中国银行超会铜价什么时候开始什么时候结束,0.147,0.912,
L2子意图,FX_CONVERT__2,FX_CONVERT__2,助手语音1k,86,货币兑换金额换算查询,0.8372,10000缅币等于多少人民币,0.994,0.663,
L2子意图,NEWS_EVENT__5,NEWS_EVENT__5,助手语音1k,12,金融行情数据查询,0.8333,2026年8月1号起实施的个人贷款新规,0.917,0.625,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,银行卡业务查询与办理指导,0.2727,反诈APP怎么查银行卡状态,0.864,0.545,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,查询转账与账户业务可行性,0.0909,如何查看开没开金融白条,0.227,0.364,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,支付宝相关操作查询,0.0909,支付宝怎么查看有哪些银行绑定着呢我,0.591,0.818,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,中国银行服务信息查询,0.0909,中国银行的电子回单从哪里查,0.318,0.545,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,金融业务操作与问题处理方法查询,0.0909,银行开户行号怎么查,0.955,0.091,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,农业银行及农村信用社服务信息查询,0.0909,嗯农业银行查开户行,0.409,0.091,
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,助手语音1k,11,银行信息查询,0.0909,上海银行如何找到外星人,0.136,0.364,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,查询金融术语含义,0.3721,溢价是什么意思,0.709,0.151,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,银行卡业务查询与办理指导,0.1163,银行卡的定期,0.453,0.07,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,查询转账与账户业务可行性,0.093,零钱通3大忌,0.198,0.07,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,查询定期存款利率,0.0698,银行36个月存单法是什什么回事,0.93,0.686,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,查询价格与金额,0.0465,中国五十年代国债是谁买得到起起价多少,0.093,0.826,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,查询办理信用卡业务,0.0465,信用卡安全码是什么,0.756,0.302,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,支付方式使用与设置查询,0.0465,什么是米配手机线下支付,0.384,0.488,
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,助手语音1k,43,花呗操作查询,0.0465,花呗信用购的3大忌,0.244,0.302,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,金融代码查询,0.1765,2012年浙江女强人吴英融资亏损8亿本人照片,0.559,0.912,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,查询财经门户与市场行情,0.1765,ST柳树的柳柳化是干什么的ST柳化,0.147,0.853,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,股票行情与选股建议查询,0.1176,三安光电最近行,0.324,0.324,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,查询股票信息,0.1176,牛散朱少醒陈小芳个持有的股票,0.941,0.706,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,查询价格与金额,0.0588,下涨了多少啊,0.618,0.176,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,金融业务操作与问题处理方法查询,0.0588,频繁操作,0.265,0.029,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,蚂蚁庄园今日答案查询,0.0588,低血糖的症状有哪些蚂蚁庄园,0.088,0.618,
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,助手语音1k,17,查询转账与账户业务可行性,0.0588,你是不是不让投资,0.735,0.471,
