意图,意图名,叶,叶名,意图内行数,占该意图%,叶总行数,该意图占叶%,叶主导意图,主导占叶%,cos_意图内vs叶其余,cos_同叶基线,cos差,意图内中心例子,叶其余中心例子
QUOTE_LOOKUP,查询可报价品种实时行情与价格,34,查询美元兑日元汇率,16,0.1,248,6.5,查询汇率并换算外币金额,85.1,0.815,0.97,-0.155,比特币美元,日元兑美元
QUOTE_LOOKUP,查询可报价品种实时行情与价格,50,农业银行及农村信用社服务信息查询,14,0.1,632,2.2,查询机构联系方式、网点信息及号码归属,51.7,0.822,0.961,-0.139,农业银行股票,附近的农业银行
QUOTE_LOOKUP,查询可报价品种实时行情与价格,68,利率查询与计算,13,0.1,341,3.8,查询利率、费率、限额并试算利息/还款,80.4,0.759,0.961,-0.202,德明利,银行贷款利率2025最新利率
QUOTE_LOOKUP,查询可报价品种实时行情与价格,13,花呗操作查询,13,0.1,299,4.3,获取银行/支付业务办理步骤与所需资料,27.1,0.677,0.952,-0.275,同花顺股票,花呗能帮别人花呗还吗
QUOTE_LOOKUP,查询可报价品种实时行情与价格,11,查询金融术语含义,11,0.1,820,1.3,解释金融术语与交易/业务规则,87.7,0.746,0.949,-0.203,hkd是什么币种,带资入股是什么意思
QUOTE_LOOKUP,查询可报价品种实时行情与价格,16,查询人寿保险相关业务信息,10,0.1,209,4.8,查询机构联系方式、网点信息及号码归属,25.8,0.856,0.953,-0.096,中国人寿股票,中国人寿保险
RATE_CALC,查询利率、费率、限额并试算利息/还款,65,计算存贷款利息,542,22.9,720,75.3,查询利率、费率、限额并试算利息/还款,75.3,0.795,0.997,-0.202,20万利息一年利息多少,等额本息是先还利息吗
RATE_CALC,查询利率、费率、限额并试算利息/还款,68,利率查询与计算,274,11.6,341,80.4,查询利率、费率、限额并试算利息/还款,80.4,0.903,0.994,-0.091,银行贷款利率2025最新利率,利率转换
RATE_CALC,查询利率、费率、限额并试算利息/还款,71,查询价格与金额,218,9.2,503,43.3,查询利率、费率、限额并试算利息/还款,43.3,0.911,0.994,-0.082,炒股一般投多少钱,这张卡值多少钱
RATE_CALC,查询利率、费率、限额并试算利息/还款,67,贷款月供计算,159,6.7,222,71.6,查询利率、费率、限额并试算利息/还款,71.6,0.883,0.99,-0.107,贷款25万10年每月还贷款多少,昨天贷款20万就被贷款扣了1万多
RATE_CALC,查询利率、费率、限额并试算利息/还款,64,查询金融业务数值与代码,151,6.4,296,51.0,查询利率、费率、限额并试算利息/还款,51.0,0.881,0.991,-0.11,1万元存款活期利率是多少,牧原股票发行价是多少
RATE_CALC,查询利率、费率、限额并试算利息/还款,70,查询定期存款利率,138,5.8,350,39.4,查询利率、费率、限额并试算利息/还款,39.4,0.853,0.993,-0.141,银行定期存款利率是多少,银行存单到期支取的具体规定
RATE_CALC,查询利率、费率、限额并试算利息/还款,8,查询贷款信息,103,4.4,845,12.2,对“是不是/是A还是B”给出裁决结论,25.1,0.923,0.992,-0.069,房贷款能贷多少钱,有车贷款还能在银行申请经营贷款吗
RATE_CALC,查询利率、费率、限额并试算利息/还款,10,查询转账与账户业务可行性,100,4.2,1087,9.2,对“是不是/是A还是B”给出裁决结论,36.4,0.816,0.987,-0.171,跨行转账要收多少手续费,有现金可以给其它人转账吗
RATE_CALC,查询利率、费率、限额并试算利息/还款,66,金融行情数据查询,80,3.4,481,16.6,查询个股与公司层面的消息、公告与进度,30.1,0.889,0.99,-0.1,2026年银行的存款利率,硫酸价格2025年与2026年对比行情
RATE_CALC,查询利率、费率、限额并试算利息/还款,47,查询办理信用卡业务,78,3.3,561,13.9,获取银行/支付业务办理步骤与所需资料,20.1,0.944,0.992,-0.049,到期不续信用卡还有年费吗,没办信用卡怎么会有信用卡寄过来
RATE_CALC,查询利率、费率、限额并试算利息/还款,49,银行信息查询,65,2.8,1941,3.3,查询机构联系方式、网点信息及号码归属,45.1,0.897,0.986,-0.088,农商银行卡取钱限额,工商银行在
RATE_CALC,查询利率、费率、限额并试算利息/还款,9,贷款提前还款查询,60,2.5,314,19.1,获取银行/支付业务办理步骤与所需资料,26.8,0.914,0.988,-0.074,还贷款提前还款划算吗,我来贷可以提前还款吗
RATE_CALC,查询利率、费率、限额并试算利息/还款,48,银行卡业务查询与办理指导,60,2.5,1069,5.6,获取银行/支付业务办理步骤与所需资料,35.9,0.884,0.989,-0.105,银行卡永久挂失有手续费吗,办银行卡立马拿到卡吗
RATE_CALC,查询利率、费率、限额并试算利息/还款,20,查询交强险保费、赔偿与投保规定,38,1.6,122,31.1,查询利率、费率、限额并试算利息/还款,31.1,0.911,0.99,-0.08,交强险一共多少钱,买摩托车交强险
RATE_CALC,查询利率、费率、限额并试算利息/还款,50,农业银行及农村信用社服务信息查询,36,1.5,632,5.7,查询机构联系方式、网点信息及号码归属,51.7,0.91,0.982,-0.072,农业银行短信费用补缴,附近的农业银行
RATE_CALC,查询利率、费率、限额并试算利息/还款,19,车险购买与理赔咨询,29,1.2,491,5.9,对“是不是/是A还是B”给出裁决结论,33.8,0.861,0.976,-0.116,报销车损险第二年保险上浮多少钱,车险司机责任险要买吗
RATE_CALC,查询利率、费率、限额并试算利息/还款,18,查询保险相关业务,26,1.1,658,4.0,解析裸非可报价名称,21.6,0.901,0.978,-0.077,保险断交退保能退多少,保险靠不靠谱
RATE_CALC,查询利率、费率、限额并试算利息/还款,44,支付宝相关操作查询,23,1.0,778,3.0,获取银行/支付业务办理步骤与所需资料,53.5,0.856,0.979,-0.122,支付宝提现手续费多少,淘宝用支付宝登录
RATE_CALC,查询利率、费率、限额并试算利息/还款,54,建设银行网点与服务查询,18,0.8,345,5.2,查询机构联系方式、网点信息及号码归属,55.1,0.886,0.977,-0.091,建设银行月限额多少,中国建设银行
RATE_CALC,查询利率、费率、限额并试算利息/还款,13,花呗操作查询,18,0.8,299,6.0,获取银行/支付业务办理步骤与所需资料,27.1,0.848,0.96,-0.112,花呗借3500分6期每月还多少,花呗停催
RATE_CALC,查询利率、费率、限额并试算利息/还款,12,金融业务操作与问题处理方法查询,14,0.6,805,1.7,获取银行/支付业务办理步骤与所需资料,56.6,0.728,0.939,-0.212,股票买卖手续费怎么算,陌生人转钱到我银行怎么办
RATE_CALC,查询利率、费率、限额并试算利息/还款,16,查询人寿保险相关业务信息,14,0.6,209,6.7,查询机构联系方式、网点信息及号码归属,25.8,0.868,0.971,-0.103,人寿保险交了四年退保能退多少,中国人寿保险
RATE_CALC,查询利率、费率、限额并试算利息/还款,53,中国银行服务信息查询,12,0.5,407,2.9,查询机构联系方式、网点信息及号码归属,36.4,0.919,0.956,-0.037,中国银行今日最新汇率,中国银行系统
RATE_CALC,查询利率、费率、限额并试算利息/还款,17,查询保险公司信息,11,0.5,539,2.0,解析裸非可报价名称,18.6,0.866,0.944,-0.078,保险公司的注册资金要多少,中华保险公司是大公司还是小公司
RATE_CALC,查询利率、费率、限额并试算利息/还款,72,金融代码查询,10,0.4,445,2.2,查询可报价品种实时行情与价格,51.7,0.713,0.925,-0.212,"换手率14,量比2.5跌停",301458
RESOLVE_BARE_ENTITY,解析裸非可报价名称,31,查询财经门户与市场行情,445,19.9,1464,30.4,查询可报价品种实时行情与价格,32.1,0.918,0.994,-0.076,民间资金融通,东方财富网官方首页财经
RESOLVE_BARE_ENTITY,解析裸非可报价名称,49,银行信息查询,317,14.2,1941,16.3,查询机构联系方式、网点信息及号码归属,45.1,0.94,0.997,-0.056,吉林银行,工商银行的支行信息是啥
RESOLVE_BARE_ENTITY,解析裸非可报价名称,32,证券股票信息查询,175,7.8,479,36.5,解析裸非可报价名称,36.5,0.967,0.996,-0.029,浙商证券,国信证券股票
RESOLVE_BARE_ENTITY,解析裸非可报价名称,18,查询保险相关业务,142,6.4,658,21.6,解析裸非可报价名称,21.6,0.919,0.994,-0.075,元保保险,保险按照含税价赔偿
RESOLVE_BARE_ENTITY,解析裸非可报价名称,8,查询贷款信息,115,5.1,845,13.6,对“是不是/是A还是B”给出裁决结论,25.1,0.903,0.993,-0.09,贷款,有车贷款还能在银行申请经营贷款吗
RESOLVE_BARE_ENTITY,解析裸非可报价名称,17,查询保险公司信息,100,4.5,539,18.6,解析裸非可报价名称,18.6,0.929,0.992,-0.063,大家财产保险有限责任公司,中华保险公司是大公司还是小公司
RESOLVE_BARE_ENTITY,解析裸非可报价名称,50,农业银行及农村信用社服务信息查询,72,3.2,632,11.4,查询机构联系方式、网点信息及号码归属,51.7,0.937,0.99,-0.053,农业银行,农业银行梅江支行
RESOLVE_BARE_ENTITY,解析裸非可报价名称,7,基金净值查询,65,2.9,578,11.2,查询可报价品种实时行情与价格,51.0,0.841,0.988,-0.148,基金选择,基金净值010793
RESOLVE_BARE_ENTITY,解析裸非可报价名称,53,中国银行服务信息查询,54,2.4,407,13.3,查询机构联系方式、网点信息及号码归属,36.4,0.934,0.989,-0.055,中国银行,中国银行周六
RESOLVE_BARE_ENTITY,解析裸非可报价名称,15,查询借款平台正规性,53,2.4,345,15.4,核验机构平台与金融信息来源的真伪资质,49.0,0.911,0.988,-0.077,贷款平台,哪个借款平台比较正规
RESOLVE_BARE_ENTITY,解析裸非可报价名称,36,人民币及货币信息查询,52,2.3,425,12.2,查询汇率并换算外币金额,45.2,0.877,0.983,-0.106,派币,新币人民币
RESOLVE_BARE_ENTITY,解析裸非可报价名称,16,查询人寿保险相关业务信息,51,2.3,209,24.4,查询机构联系方式、网点信息及号码归属,25.8,0.96,0.989,-0.029,中国人寿保险,中国人寿保险的电话
RESOLVE_BARE_ENTITY,解析裸非可报价名称,22,查询科技股与科创板信息,47,2.1,418,11.2,查询可报价品种实时行情与价格,30.9,0.876,0.978,-0.102,科创板,再升科技是老登股吗
RESOLVE_BARE_ENTITY,解析裸非可报价名称,43,支付方式使用与设置查询,40,1.8,366,10.9,获取银行/支付业务办理步骤与所需资料,36.1,0.881,0.982,-0.101,云支付,微信小程序未支付订单再支付
RESOLVE_BARE_ENTITY,解析裸非可报价名称,21,保险公司电话查询,40,1.8,272,14.7,查询机构联系方式、网点信息及号码归属,66.5,0.769,0.986,-0.217,平安保险,平安保险车险电话
RESOLVE_BARE_ENTITY,解析裸非可报价名称,13,花呗操作查询,40,1.8,299,13.4,获取银行/支付业务办理步骤与所需资料,27.1,0.863,0.982,-0.119,花呗,花呗能帮别人花呗还吗
RESOLVE_BARE_ENTITY,解析裸非可报价名称,47,查询办理信用卡业务,39,1.7,561,7.0,获取银行/支付业务办理步骤与所需资料,20.1,0.924,0.986,-0.062,信用卡,没办信用卡怎么会有信用卡寄过来
RESOLVE_BARE_ENTITY,解析裸非可报价名称,52,下载安装金融类App,35,1.6,544,6.4,打开目标页面或获取官方应用入口,71.9,0.853,0.984,-0.131,paypal,平安口袋银行app下载
RESOLVE_BARE_ENTITY,解析裸非可报价名称,30,股票行情与选股建议查询,33,1.5,2240,1.5,查询可报价品种实时行情与价格,24.6,0.805,0.961,-0.156,房地产板块,a股上市第一天涨幅最大的股票
RESOLVE_BARE_ENTITY,解析裸非可报价名称,54,建设银行网点与服务查询,32,1.4,345,9.3,查询机构联系方式、网点信息及号码归属,55.1,0.93,0.986,-0.056,建设银行,建设银行郸城县支行
RESOLVE_BARE_ENTITY,解析裸非可报价名称,14,个人征信报告查询与影响咨询,31,1.4,381,8.1,解释金融术语与交易/业务规则,22.3,0.879,0.985,-0.106,征信,个人征信报告查询
RESOLVE_BARE_ENTITY,解析裸非可报价名称,10,查询转账与账户业务可行性,30,1.3,1087,2.8,对“是不是/是A还是B”给出裁决结论,36.4,0.723,0.962,-0.238,借钱,有现金可以给其它人转账吗
RESOLVE_BARE_ENTITY,解析裸非可报价名称,48,银行卡业务查询与办理指导,23,1.0,1069,2.2,获取银行/支付业务办理步骤与所需资料,35.9,0.812,0.974,-0.162,银行卡,办银行卡立马拿到卡吗
RESOLVE_BARE_ENTITY,解析裸非可报价名称,62,查询金价,17,0.8,455,3.7,查询可报价品种实时行情与价格,87.3,0.694,0.975,-0.281,金银,今曰金价
RESOLVE_BARE_ENTITY,解析裸非可报价名称,44,支付宝相关操作查询,16,0.7,778,2.1,获取银行/支付业务办理步骤与所需资料,53.5,0.889,0.969,-0.08,支付宝,支付宝怎么知道被拉黑或者被删
RESOLVE_BARE_ENTITY,解析裸非可报价名称,33,查询人民币兑外币汇率,13,0.6,1227,1.1,查询汇率并换算外币金额,95.8,0.583,0.965,-0.381,汇丰网站香港,人民币汇率兑美元
RESOLVE_BARE_ENTITY,解析裸非可报价名称,72,金融代码查询,13,0.6,445,2.9,查询可报价品种实时行情与价格,51.7,0.904,0.939,-0.035,.301269,301458
RESOLVE_BARE_ENTITY,解析裸非可报价名称,29,蚂蚁庄园今日答案查询,12,0.5,281,4.3,其他非金融意图或无明确意图,94.3,0.88,0.987,-0.107,蚂蚁庄园,蚂蚁庄园今日答案
RESOLVE_BARE_ENTITY,解析裸非可报价名称,28,股指行情查询,10,0.4,566,1.8,查询可报价品种实时行情与价格,80.9,0.841,0.95,-0.109,数据港,股票指数
RESOLVE_BARE_ENTITY,解析裸非可报价名称,71,查询价格与金额,10,0.4,503,2.0,查询利率、费率、限额并试算利息/还款,43.3,0.56,0.932,-0.372,捷速钱包,多肉币能卖多少钱
RESOLVE_BARE_ENTITY,解析裸非可报价名称,19,车险购买与理赔咨询,10,0.4,491,2.0,对“是不是/是A还是B”给出裁决结论,33.8,0.827,0.933,-0.106,阳光保险车险,车险司机责任险要买吗
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,14,个人征信报告查询与影响咨询,17,63.0,381,4.5,解释金融术语与交易/业务规则,22.3,0.893,0.971,-0.078,征信不好哪里可以借钱 急用,个人征信报告查询
STATUS_DECODE,解读粘贴的提示与界面状态,11,查询金融术语含义,15,28.8,820,1.8,解释金融术语与交易/业务规则,87.7,0.876,0.962,-0.086,银行卡提示黑灰名单什么意思,带资入股是什么意思
TXN_ISSUE,排查账户与交易异常,48,银行卡业务查询与办理指导,189,17.3,1069,17.7,获取银行/支付业务办理步骤与所需资料,35.9,0.93,0.996,-0.065,银行卡冻结解除了怎么还不能用,办银行卡立马拿到卡吗
TXN_ISSUE,排查账户与交易异常,10,查询转账与账户业务可行性,181,16.5,1087,16.7,对“是不是/是A还是B”给出裁决结论,36.4,0.879,0.992,-0.113,微信转账把钱退回多久到账,有现金可以给其它人转账吗
TXN_ISSUE,排查账户与交易异常,12,金融业务操作与问题处理方法查询,162,14.8,805,20.1,获取银行/支付业务办理步骤与所需资料,56.6,0.895,0.993,-0.098,派钱包激活不了怎么办,水电费去银行怎么交
TXN_ISSUE,排查账户与交易异常,49,银行信息查询,74,6.8,1941,3.8,查询机构联系方式、网点信息及号码归属,45.1,0.862,0.988,-0.125,工商银行动不动就信使费支出,工商银行在
TXN_ISSUE,排查账户与交易异常,44,支付宝相关操作查询,65,5.9,778,8.4,获取银行/支付业务办理步骤与所需资料,53.5,0.938,0.992,-0.055,支付宝刷视频怎么突然就没了呢,淘宝用支付宝登录
TXN_ISSUE,排查账户与交易异常,47,查询办理信用卡业务,62,5.7,561,11.1,获取银行/支付业务办理步骤与所需资料,20.1,0.939,0.99,-0.052,没办信用卡怎么会有信用卡寄过来,信用卡也要激活吗
TXN_ISSUE,排查账户与交易异常,8,查询贷款信息,60,5.5,845,7.1,对“是不是/是A还是B”给出裁决结论,25.1,0.924,0.987,-0.063,贷款贷不出银行会通知吗,个人贷款叫什么贷款
TXN_ISSUE,排查账户与交易异常,9,贷款提前还款查询,49,4.5,314,15.6,获取银行/支付业务办理步骤与所需资料,26.8,0.906,0.986,-0.079,银行提前还款日期到了不扣款,还贷款提前还款划算吗
TXN_ISSUE,排查账户与交易异常,43,支付方式使用与设置查询,47,4.3,366,12.8,获取银行/支付业务办理步骤与所需资料,36.1,0.929,0.985,-0.056,为什么充话费不能用微信支付了,微信小程序未支付订单再支付
TXN_ISSUE,排查账户与交易异常,13,花呗操作查询,40,3.7,299,13.4,获取银行/支付业务办理步骤与所需资料,27.1,0.917,0.982,-0.065,"花呗退至额度钱去哪里了,花呗要多还吗",花呗停催
TXN_ISSUE,排查账户与交易异常,50,农业银行及农村信用社服务信息查询,28,2.6,632,4.4,查询机构联系方式、网点信息及号码归属,51.7,0.837,0.979,-0.142,农业银行卡无缘无故冻结了怎么回事,附近的农业银行
TXN_ISSUE,排查账户与交易异常,53,中国银行服务信息查询,17,1.6,407,4.2,查询机构联系方式、网点信息及号码归属,36.4,0.891,0.971,-0.08,中国银行银期服务绑定失败,中国银行系统
TXN_ISSUE,排查账户与交易异常,52,下载安装金融类App,13,1.2,544,2.4,打开目标页面或获取官方应用入口,71.9,0.826,0.963,-0.137,手机银行app关掉短信通知,币安App下载
TXN_ISSUE,排查账户与交易异常,70,查询定期存款利率,11,1.0,350,3.1,查询利率、费率、限额并试算利息/还款,39.4,0.854,0.953,-0.099,在银行定期存款到没定期前能不能取出来钱,银行定期存款利率是多少
TXN_ISSUE,排查账户与交易异常,19,车险购买与理赔咨询,11,1.0,491,2.2,对“是不是/是A还是B”给出裁决结论,33.8,0.887,0.937,-0.051,摩托车买不到车损和三者险怎么办,车险司机责任险要买吗
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,10,查询转账与账户业务可行性,396,17.4,1087,36.4,对“是不是/是A还是B”给出裁决结论,36.4,0.891,0.995,-0.104,可以现金往公户存钱吗,钱到账后多久转出最好
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,48,银行卡业务查询与办理指导,258,11.4,1069,24.1,获取银行/支付业务办理步骤与所需资料,35.9,0.924,0.997,-0.073,办银行卡立马拿到卡吗,银行卡到期了怎么换新银行卡
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,8,查询贷款信息,212,9.3,845,25.1,对“是不是/是A还是B”给出裁决结论,25.1,0.913,0.996,-0.083,能去银行直接贷款吗,贷款的途径
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,19,车险购买与理赔咨询,166,7.3,491,33.8,对“是不是/是A还是B”给出裁决结论,33.8,0.893,0.994,-0.101,面包车不年审可买保险吗,车险买哪几种险就够了
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,49,银行信息查询,136,6.0,1941,7.0,查询机构联系方式、网点信息及号码归属,45.1,0.912,0.993,-0.081,地方银行是小银行吗,浙商银行
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,18,查询保险相关业务,115,5.1,658,17.5,解析裸非可报价名称,21.6,0.921,0.994,-0.072,人身意外保险是社保吗,保险靠不靠谱
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,44,支付宝相关操作查询,112,4.9,778,14.4,获取银行/支付业务办理步骤与所需资料,53.5,0.919,0.995,-0.076,翼支付不能用支付宝付款吗,淘宝用支付宝登录
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,47,查询办理信用卡业务,90,4.0,561,16.0,获取银行/支付业务办理步骤与所需资料,20.1,0.93,0.993,-0.064,信用卡遗失可以激活吗,没办信用卡怎么会有信用卡寄过来
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,70,查询定期存款利率,88,3.9,350,25.1,查询利率、费率、限额并试算利息/还款,39.4,0.886,0.991,-0.105,银行存款到期不是本人能取出来吗安全吗,银行定期存款利率是多少
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,30,股票行情与选股建议查询,84,3.7,2240,3.8,查询可报价品种实时行情与价格,24.6,0.871,0.983,-0.112,今天港股休市吗?,a股上市第一天涨幅最大的股票
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,9,贷款提前还款查询,69,3.0,314,22.0,获取银行/支付业务办理步骤与所需资料,26.8,0.919,0.989,-0.071,我来贷可以提前还款吗,贷款提前还款后再用还款日怎么算
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,43,支付方式使用与设置查询,56,2.5,366,15.3,获取银行/支付业务办理步骤与所需资料,36.1,0.871,0.986,-0.115,淘宝可以用微信支付吗,微信小程序未支付订单再支付
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,14,个人征信报告查询与影响咨询,56,2.5,381,14.7,解释金融术语与交易/业务规则,22.3,0.942,0.991,-0.048,公务员政审查征信吗,个人征信报告查询
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,17,查询保险公司信息,53,2.3,539,9.8,解析裸非可报价名称,18.6,0.899,0.986,-0.087,自然灾害保险公司赔吗,中华保险公司是大公司还是小公司
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,50,农业银行及农村信用社服务信息查询,38,1.7,632,6.0,查询机构联系方式、网点信息及号码归属,51.7,0.909,0.983,-0.074,农村信用社银行与农业银行一样吗,附近的农业银行
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,13,花呗操作查询,32,1.4,299,10.7,获取银行/支付业务办理步骤与所需资料,27.1,0.885,0.977,-0.092,花呗能帮别人花呗还吗,花呗停催
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,53,中国银行服务信息查询,32,1.4,407,7.9,查询机构联系方式、网点信息及号码归属,36.4,0.927,0.983,-0.056,中国银行国外有股份吗,中国银行系统
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,20,查询交强险保费、赔偿与投保规定,31,1.4,122,25.4,查询利率、费率、限额并试算利息/还款,31.1,0.927,0.99,-0.063,交强险可以重复交吗,今年交强险多少
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,22,查询科技股与科创板信息,28,1.2,418,6.7,查询可报价品种实时行情与价格,30.9,0.878,0.967,-0.089,红板科技是科创板吗,再升科技是老登股吗
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,52,下载安装金融类App,23,1.0,544,4.2,打开目标页面或获取官方应用入口,71.9,0.834,0.978,-0.145,银行app支付功能保护要开启吗,币安App下载
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,65,计算存贷款利息,18,0.8,720,2.5,查询利率、费率、限额并试算利息/还款,75.3,0.801,0.974,-0.173,未付的利息可以再算利息吗,银行利息1万元一年多少利息
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,16,查询人寿保险相关业务信息,17,0.7,209,8.1,查询机构联系方式、网点信息及号码归属,25.8,0.902,0.973,-0.071,中国人寿保险公司可靠吗,中国人寿保险
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,36,人民币及货币信息查询,15,0.7,425,3.5,查询汇率并换算外币金额,45.2,0.859,0.955,-0.095,cny是人民币吗,人民币
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,45,查询股份公司及股票信息,15,0.7,808,1.9,查询可报价品种实时行情与价格,82.5,0.874,0.977,-0.102,星宇股份是股票吗？,领先股份
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,54,建设银行网点与服务查询,14,0.6,345,4.1,查询机构联系方式、网点信息及号码归属,55.1,0.9,0.97,-0.07,建设银行支行可办理银行卡吗,中国建设银行
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,32,证券股票信息查询,13,0.6,479,2.7,解析裸非可报价名称,36.5,0.866,0.963,-0.096,证券公司员工可以在其它证券开户吗,证券股票
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,25,查询股票信息,12,0.5,5023,0.2,查询可报价品种实时行情与价格,95.5,0.781,0.944,-0.163,股票二波难做吗,哔哩哔哩股票
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,15,查询借款平台正规性,11,0.5,345,3.2,核验机构平台与金融信息来源的真伪资质,49.0,0.878,0.952,-0.074,提交臻有钱后会同时申请好几个平台吗,哪个借款平台比较正规
