外层,外层名,快照,source,n,内层,内层名,条数,占比%,95CI低%,95CI高%
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手随机1k,assistant_random,34,CONTACT_BRANCH_LOOKUP__5,CONTACT_BRANCH_LOOKUP__5,6,17.65,8.35,33.51
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手随机1k,assistant_random,34,CONTACT_BRANCH_LOOKUP__2,CONTACT_BRANCH_LOOKUP__2,5,14.71,6.45,30.13
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手随机1k,assistant_random,34,CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,4,11.76,4.67,26.62
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手随机1k,assistant_random,34,CONTACT_BRANCH_LOOKUP__1,CONTACT_BRANCH_LOOKUP__1,2,5.88,1.63,19.09
PAGE_NAV,打开目标页面或获取官方应用入口,助手随机1k,assistant_random,12,PAGE_NAV__1,PAGE_NAV__1,11,91.67,64.61,98.51
PAGE_NAV,打开目标页面或获取官方应用入口,助手随机1k,assistant_random,12,PAGE_NAV__2,PAGE_NAV__2,1,8.33,1.49,35.39
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手随机1k,assistant_random,5,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,5,100.0,56.55,100.0
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手随机1k,assistant_random,17,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,9,52.94,30.96,73.84
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手随机1k,assistant_random,17,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2,11.76,3.29,34.34
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手随机1k,assistant_random,17,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,2,11.76,3.29,34.34
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手随机1k,assistant_random,17,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,2,11.76,3.29,34.34
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手随机1k,assistant_random,17,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,2,11.76,3.29,34.34
TXN_ISSUE,排查账户与交易异常,助手随机1k,assistant_random,22,TXN_ISSUE__1,TXN_ISSUE__1,6,27.27,13.15,48.15
TXN_ISSUE,排查账户与交易异常,助手随机1k,assistant_random,22,TXN_ISSUE__5,TXN_ISSUE__5,5,22.73,10.12,43.44
TXN_ISSUE,排查账户与交易异常,助手随机1k,assistant_random,22,TXN_ISSUE__4,TXN_ISSUE__4,5,22.73,10.12,43.44
TXN_ISSUE,排查账户与交易异常,助手随机1k,assistant_random,22,TXN_ISSUE__3,TXN_ISSUE__3,4,18.18,7.31,38.52
TXN_ISSUE,排查账户与交易异常,助手随机1k,assistant_random,22,TXN_ISSUE__2,TXN_ISSUE__2,2,9.09,2.53,27.82
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手随机1k,assistant_random,21,COMPARISON_DECISION__1,COMPARISON_DECISION__1,21,100.0,84.54,100.0
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手随机1k,assistant_random,9,ENTITY_VERIFY__2,ENTITY_VERIFY__2,8,88.89,56.5,98.01
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手随机1k,assistant_random,9,ENTITY_VERIFY__1,ENTITY_VERIFY__1,1,11.11,1.99,43.5
DEBT_DISTRESS,处理逾期催收与还款困境,助手随机1k,assistant_random,1,DEBT_DISTRESS__1,DEBT_DISTRESS__1,1,100.0,20.65,100.0
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,助手随机1k,assistant_random,2,SEEK_CREDIT_WORKAROUND__1,SEEK_CREDIT_WORKAROUND__1,2,100.0,34.24,100.0
STATUS_DECODE,解读粘贴的提示与界面状态,助手随机1k,assistant_random,1,STATUS_DECODE__1,STATUS_DECODE__1,1,100.0,20.65,100.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,助手语音头部1k,assistant_voice_top,700,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,454,64.86,61.25,68.3
QUOTE_LOOKUP,查询可报价品种实时行情与价格,助手语音头部1k,assistant_voice_top,700,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,136,19.43,16.67,22.52
QUOTE_LOOKUP,查询可报价品种实时行情与价格,助手语音头部1k,assistant_voice_top,700,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,110,15.71,13.21,18.6
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音头部1k,assistant_voice_top,93,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,33,35.48,26.51,45.61
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音头部1k,assistant_voice_top,93,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,17,18.28,11.74,27.34
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音头部1k,assistant_voice_top,93,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,12,12.9,7.54,21.21
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音头部1k,assistant_voice_top,93,RESOLVE_BARE_ENTITY__4,RESOLVE_BARE_ENTITY__4,11,11.83,6.73,19.95
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音头部1k,assistant_voice_top,93,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,10,10.75,5.95,18.67
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音头部1k,assistant_voice_top,93,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,10,10.75,5.95,18.67
PAGE_NAV,打开目标页面或获取官方应用入口,助手语音头部1k,assistant_voice_top,21,PAGE_NAV__2,PAGE_NAV__2,11,52.38,32.37,71.66
PAGE_NAV,打开目标页面或获取官方应用入口,助手语音头部1k,assistant_voice_top,21,PAGE_NAV__1,PAGE_NAV__1,10,47.62,28.34,67.63
FX_CONVERT,查询汇率并换算外币金额,助手语音头部1k,assistant_voice_top,74,FX_CONVERT__1,FX_CONVERT__1,60,81.08,70.71,88.38
FX_CONVERT,查询汇率并换算外币金额,助手语音头部1k,assistant_voice_top,74,FX_CONVERT__2,FX_CONVERT__2,14,18.92,11.62,29.29
OTHER_INTENT,其他非金融意图或无明确意图,助手语音头部1k,assistant_voice_top,16,OTHER_INTENT__2,OTHER_INTENT__2,7,43.75,23.1,66.82
OTHER_INTENT,其他非金融意图或无明确意图,助手语音头部1k,assistant_voice_top,16,OTHER_INTENT__4,OTHER_INTENT__4,4,25.0,10.18,49.5
OTHER_INTENT,其他非金融意图或无明确意图,助手语音头部1k,assistant_voice_top,16,OTHER_INTENT__3,OTHER_INTENT__3,2,12.5,3.5,36.02
OTHER_INTENT,其他非金融意图或无明确意图,助手语音头部1k,assistant_voice_top,16,OTHER_INTENT__5,OTHER_INTENT__5,2,12.5,3.5,36.02
OTHER_INTENT,其他非金融意图或无明确意图,助手语音头部1k,assistant_voice_top,16,OTHER_INTENT__1,OTHER_INTENT__1,1,6.25,1.11,28.33
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音头部1k,assistant_voice_top,46,CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,32,69.57,55.19,80.92
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音头部1k,assistant_voice_top,46,CONTACT_BRANCH_LOOKUP__2,CONTACT_BRANCH_LOOKUP__2,7,15.22,7.57,28.22
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音头部1k,assistant_voice_top,46,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,6,13.04,6.12,25.67
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音头部1k,assistant_voice_top,46,CONTACT_BRANCH_LOOKUP__5,CONTACT_BRANCH_LOOKUP__5,1,2.17,0.38,11.34
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,助手语音头部1k,assistant_voice_top,6,VERDICT_QUESTION__1,VERDICT_QUESTION__1,4,66.67,30.0,90.32
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,助手语音头部1k,assistant_voice_top,6,VERDICT_QUESTION__2,VERDICT_QUESTION__2,2,33.33,9.68,70.0
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,助手语音头部1k,assistant_voice_top,8,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,5,62.5,30.57,86.32
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,助手语音头部1k,assistant_voice_top,8,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,3,37.5,13.68,69.43
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音头部1k,assistant_voice_top,7,INVEST_ADVICE__3,INVEST_ADVICE__3,3,42.86,15.82,74.95
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音头部1k,assistant_voice_top,7,INVEST_ADVICE__4,INVEST_ADVICE__4,2,28.57,8.22,64.11
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音头部1k,assistant_voice_top,7,INVEST_ADVICE__1,INVEST_ADVICE__1,1,14.29,2.57,51.31
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音头部1k,assistant_voice_top,7,INVEST_ADVICE__2,INVEST_ADVICE__2,1,14.29,2.57,51.31
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手语音头部1k,assistant_voice_top,1,COMPARISON_DECISION__1,COMPARISON_DECISION__1,1,100.0,20.65,100.0
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音头部1k,assistant_voice_top,9,NEWS_EVENT__1,NEWS_EVENT__1,8,88.89,56.5,98.01
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音头部1k,assistant_voice_top,9,NEWS_EVENT__5,NEWS_EVENT__5,1,11.11,1.99,43.5
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音头部1k,assistant_voice_top,7,HOWTO_OPERATE__6,HOWTO_OPERATE__6,4,57.14,25.05,84.18
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音头部1k,assistant_voice_top,7,HOWTO_OPERATE__2,HOWTO_OPERATE__2,3,42.86,15.82,74.95
RATE_CALC,查询利率、费率、限额并试算利息/还款,助手语音头部1k,assistant_voice_top,10,RATE_CALC__2,RATE_CALC__2,8,80.0,49.02,94.33
RATE_CALC,查询利率、费率、限额并试算利息/还款,助手语音头部1k,assistant_voice_top,10,RATE_CALC__1,RATE_CALC__1,2,20.0,5.67,50.98
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,助手语音头部1k,assistant_voice_top,1,MARKET_MOVEMENT_EXPLAIN__1,MARKET_MOVEMENT_EXPLAIN__1,1,100.0,20.65,100.0
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手语音头部1k,assistant_voice_top,1,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,1,100.0,20.65,100.0
QUOTE_LOOKUP,查询可报价品种实时行情与价格,助手语音1k,assistant_voice,152,QUOTE_LOOKUP__2,QUOTE_LOOKUP__2,97,63.82,55.92,71.03
QUOTE_LOOKUP,查询可报价品种实时行情与价格,助手语音1k,assistant_voice,152,QUOTE_LOOKUP__1,QUOTE_LOOKUP__1,42,27.63,21.14,35.23
QUOTE_LOOKUP,查询可报价品种实时行情与价格,助手语音1k,assistant_voice,152,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,13,8.55,5.07,14.08
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音1k,assistant_voice,37,NEWS_EVENT__1,NEWS_EVENT__1,17,45.95,31.04,61.62
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音1k,assistant_voice,37,NEWS_EVENT__5,NEWS_EVENT__5,12,32.43,19.63,48.54
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音1k,assistant_voice,37,NEWS_EVENT__2,NEWS_EVENT__2,6,16.22,7.65,31.14
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音1k,assistant_voice,37,NEWS_EVENT__4,NEWS_EVENT__4,1,2.7,0.48,13.82
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音1k,assistant_voice,37,NEWS_EVENT__3,NEWS_EVENT__3,1,2.7,0.48,13.82
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,助手语音1k,assistant_voice,85,VERDICT_QUESTION__2,VERDICT_QUESTION__2,48,56.47,45.88,66.5
VERDICT_QUESTION,对“是不是/是A还是B”给出裁决结论,助手语音1k,assistant_voice,85,VERDICT_QUESTION__1,VERDICT_QUESTION__1,37,43.53,33.5,54.12
FX_CONVERT,查询汇率并换算外币金额,助手语音1k,assistant_voice,128,FX_CONVERT__2,FX_CONVERT__2,86,67.19,58.66,74.72
FX_CONVERT,查询汇率并换算外币金额,助手语音1k,assistant_voice,128,FX_CONVERT__1,FX_CONVERT__1,42,32.81,25.28,41.34
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音1k,assistant_voice,30,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,7,23.33,11.79,40.93
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音1k,assistant_voice,30,RESOLVE_BARE_ENTITY__2,RESOLVE_BARE_ENTITY__2,6,20.0,9.5,37.31
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音1k,assistant_voice,30,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,5,16.67,7.34,33.56
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音1k,assistant_voice,30,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,4,13.33,5.31,29.68
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音1k,assistant_voice,30,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,4,13.33,5.31,29.68
RESOLVE_BARE_ENTITY,解析裸非可报价名称,助手语音1k,assistant_voice,30,RESOLVE_BARE_ENTITY__4,RESOLVE_BARE_ENTITY__4,4,13.33,5.31,29.68
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手语音1k,assistant_voice,8,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,8,100.0,67.56,100.0
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音1k,assistant_voice,104,HOWTO_OPERATE__6,HOWTO_OPERATE__6,35,33.65,25.3,43.17
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音1k,assistant_voice,104,HOWTO_OPERATE__2,HOWTO_OPERATE__2,23,22.12,15.21,31.0
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音1k,assistant_voice,104,HOWTO_OPERATE__5,HOWTO_OPERATE__5,17,16.35,10.46,24.63
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音1k,assistant_voice,104,HOWTO_OPERATE__4,HOWTO_OPERATE__4,11,10.58,6.01,17.95
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音1k,assistant_voice,104,HOWTO_OPERATE__1,HOWTO_OPERATE__1,11,10.58,6.01,17.95
HOWTO_OPERATE,获取银行/支付业务办理步骤与所需资料,助手语音1k,assistant_voice,104,HOWTO_OPERATE__3,HOWTO_OPERATE__3,7,6.73,3.3,13.25
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,助手语音1k,assistant_voice,94,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,43,45.74,36.04,55.78
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,助手语音1k,assistant_voice,94,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,43,45.74,36.04,55.78
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,助手语音1k,assistant_voice,94,CONCEPT_EXPLAIN__1,CONCEPT_EXPLAIN__1,8,8.51,4.38,15.9
OTHER_INTENT,其他非金融意图或无明确意图,助手语音1k,assistant_voice,76,OTHER_INTENT__3,OTHER_INTENT__3,27,35.53,25.7,46.74
OTHER_INTENT,其他非金融意图或无明确意图,助手语音1k,assistant_voice,76,OTHER_INTENT__4,OTHER_INTENT__4,17,22.37,14.46,32.93
OTHER_INTENT,其他非金融意图或无明确意图,助手语音1k,assistant_voice,76,OTHER_INTENT__2,OTHER_INTENT__2,11,14.47,8.28,24.09
OTHER_INTENT,其他非金融意图或无明确意图,助手语音1k,assistant_voice,76,OTHER_INTENT__5,OTHER_INTENT__5,11,14.47,8.28,24.09
OTHER_INTENT,其他非金融意图或无明确意图,助手语音1k,assistant_voice,76,OTHER_INTENT__1,OTHER_INTENT__1,10,13.16,7.31,22.55
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音1k,assistant_voice,75,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,34,45.33,34.57,56.55
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音1k,assistant_voice,75,CONTACT_BRANCH_LOOKUP__4,CONTACT_BRANCH_LOOKUP__4,20,26.67,17.98,37.63
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音1k,assistant_voice,75,CONTACT_BRANCH_LOOKUP__5,CONTACT_BRANCH_LOOKUP__5,12,16.0,9.4,25.92
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音1k,assistant_voice,75,CONTACT_BRANCH_LOOKUP__2,CONTACT_BRANCH_LOOKUP__2,5,6.67,2.88,14.68
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,助手语音1k,assistant_voice,75,CONTACT_BRANCH_LOOKUP__1,CONTACT_BRANCH_LOOKUP__1,4,5.33,2.09,12.93
RATE_CALC,查询利率、费率、限额并试算利息/还款,助手语音1k,assistant_voice,74,RATE_CALC__1,RATE_CALC__1,41,55.41,44.09,66.18
RATE_CALC,查询利率、费率、限额并试算利息/还款,助手语音1k,assistant_voice,74,RATE_CALC__2,RATE_CALC__2,33,44.59,33.82,55.91
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音1k,assistant_voice,52,INVEST_ADVICE__2,INVEST_ADVICE__2,29,55.77,42.34,68.41
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音1k,assistant_voice,52,INVEST_ADVICE__1,INVEST_ADVICE__1,12,23.08,13.72,36.13
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音1k,assistant_voice,52,INVEST_ADVICE__3,INVEST_ADVICE__3,8,15.38,8.01,27.52
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音1k,assistant_voice,52,INVEST_ADVICE__4,INVEST_ADVICE__4,3,5.77,1.98,15.64
TXN_ISSUE,排查账户与交易异常,助手语音1k,assistant_voice,41,TXN_ISSUE__3,TXN_ISSUE__3,16,39.02,25.66,54.27
TXN_ISSUE,排查账户与交易异常,助手语音1k,assistant_voice,41,TXN_ISSUE__1,TXN_ISSUE__1,11,26.83,15.69,41.93
TXN_ISSUE,排查账户与交易异常,助手语音1k,assistant_voice,41,TXN_ISSUE__5,TXN_ISSUE__5,9,21.95,12.0,36.71
TXN_ISSUE,排查账户与交易异常,助手语音1k,assistant_voice,41,TXN_ISSUE__4,TXN_ISSUE__4,5,12.2,5.32,25.54
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手语音1k,assistant_voice,12,COMPARISON_DECISION__1,COMPARISON_DECISION__1,12,100.0,75.75,100.0
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,助手语音1k,assistant_voice,9,MARKET_MOVEMENT_EXPLAIN__1,MARKET_MOVEMENT_EXPLAIN__1,9,100.0,70.08,100.0
PAGE_NAV,打开目标页面或获取官方应用入口,助手语音1k,assistant_voice,16,PAGE_NAV__2,PAGE_NAV__2,11,68.75,44.4,85.84
PAGE_NAV,打开目标页面或获取官方应用入口,助手语音1k,assistant_voice,16,PAGE_NAV__1,PAGE_NAV__1,5,31.25,14.16,55.6
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手语音1k,assistant_voice,5,ENTITY_VERIFY__2,ENTITY_VERIFY__2,4,80.0,37.55,96.38
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手语音1k,assistant_voice,5,ENTITY_VERIFY__1,ENTITY_VERIFY__1,1,20.0,3.62,62.45
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,助手语音1k,assistant_voice,1,SEEK_CREDIT_WORKAROUND__1,SEEK_CREDIT_WORKAROUND__1,1,100.0,20.65,100.0
DEBT_DISTRESS,处理逾期催收与还款困境,助手语音1k,assistant_voice,1,DEBT_DISTRESS__1,DEBT_DISTRESS__1,1,100.0,20.65,100.0
