sid,query,code
d042579,肺部实性结节二级3毫米乘2毫米这个就是0.3毫米对不对二级是什么意思啊,JC
d042730,肾气亏虚导致夜尿多核心机理是什么原因,ZY
d042781,肾积水,WK_MN
d042844,肾绞痛吃什么药,WK_MN
d042907,肾阴虚和肾阳虚怎么判断,ZY
d042923,肿瘤全套女性检查项目,JC
d042954,胀气打嗝有发酵的味道,NK_XH
d043040,胃寒怎么调理最快最有效果,ZY
d043075,胃曹杂吃什么药,NK_XH
d043238,胃糜烂,NK_XH
d043249,胃肠型感冒头会痛吗,NK_XH
d043255,胃肠感冒吃点啥药比较好,NK_XH
d043334,胃酸胃胀要挂水吗,NK_XH
d043356,胃镜检查前需要注意什么,JC
d043367,胃食管反流会咳嗽吗,NK_XH
d043416,胆囊微创半年了还用检查吗多少钱,WK_PW
d043417,胆囊息肉,WK_PW
d043589,胆结石多大需要手术治疗,WK_PW
d043592,胆结石怎么治疗最有效最快,WK_PW
d043601,胆结石最忌讳的食物是什么,WK_PW
d043605,胆结石的饮食禁忌和保养方法,WK_PW
d043622,背上长痘痘什么原因导致的,PF
d043671,胎儿连续动是怎么回事,FCK_CK
d043684,胎皮是什么意思,FCK_CK
d043772,胰岛素一旦打了就终身打吗,NK_NF
d043800,胰岛素细胞的作用,NK_NF
d043814,胰腺囊肿有斑片状信号,WK_PW
d043829,胰腺炎,NK_XH
d043870,胰腺癌手术切除哪些器官,ZL
d043976,胸口总是痒痒是怎么回事?是肝有问题吗,PF
d044009,胸椎压缩8节9节能做理疗吗,KF
d044015,胸椎疼挂什么科,WK_GK
d044053,胸膜转移把胸控制住了是什么概念?,ZL
d044065,胸部刺痛一阵一阵的痛什么原因,NK_XX
d044079,胸部筋络图,ZY
d044179,脂肪粒怎么样才能去除,PF
d044230,脉弦尺弱,ZY
d044245,脉搏正常范围是多少,QK
d044260,脊柱侧弯怎么分级,WK_GK
d044308,脑,WFPD
d044315,脑供血不足头晕怎么治疗最好,NK_SJ
d044350,脑出血有什么症状,NK_SJ
d044371,脑右侧基底节区急性或亚急性脑梗死会出现全身震颤吗,NK_SJ
d044469,脑梗的前期症状,NK_SJ
d044478,脑死亡还有救治的可能吗,NK_SJ
d044497,脑疝的两慢一快是指什么,WK_SJ
d044498,脑症荡可以同房嘛,WK_SJ
d044533,脑脊液总蛋白、葡萄糖、乳酸脱氢酶稍偏高有问题吗?,JC
d044566,脑血管堵塞喝芹菜汁行吗有用吗,NK_SJ
d044570,脑血管放入支架后能活多久,NK_SJ
d044632,脖子上长了个硬包是怎么回事,WK_PW
d044649,"脖子后面,脖子上,有发痒掉屑的地方发红摸着凸起,天一热就痒,喝酒也痒,挠",PF
d044717,脚丫里面骨头断裂手术多少钱,WK_GK
d044749,脚尖还能绷紧还能勾,WFPD
d044901,脚被砸肿了能泡脚吗,WK_GK
d044940,脚跟被鞋磨破了用什么药,PF
d045065,脸和四肢肿胀是什么原因,NK_SN
d045106,脾大是什么原因造成的怎么治疗,NK_XH
d045197,腋下体温35度6要警惕了,NK_NF
d045199,腋下净味哪家医院好,JY
d045200,腋下出汗有异味怎么办,PF
d045250,腔梗是怎么回事 如何治疗,NK_SJ
d045290,"腰1椎体新近压缩性骨折,椎体后缘向后移位怎么治疗",WK_GK
d045292,"腰1椎爆裂性骨折,高度压缩1/4保守治疗,三个月复查又有新骨折了椎管狭窄9mm,硬",WK_GK
d045296,腰一阵阵的疼怎么回事,WK_GK
d045326,腰杆疼是不是想来大姨妈的征兆啊,FCK_FK
d045384,腰椎退行性变会引起坐骨神经痛吗,WK_GK
d045446,腰疼挂什么号挂哪个科室,JY
d045456,腰疼脖子疼后背疼是怎么回事,WK_GK
d045491,腰肌劳损怎样恢复最快最有效,WK_GK
d045515,腰部左下侧隐隐作痛,WK_GK
d045528,腰部贴的膏药出汗了还能继续贴吗女性,YP_GENERIC
d045546,腰间盘突出吃什么药最有效,WK_GK
d045600,腹泻吃什么药效果最好,NK_XH
d045606,腹泻次数多后肚子一阵阵绞痛怎么办,NK_XH
d045643,腹膜外剖宫产术与普通剖腹产区别,FCK_CK
d045662,腹部正常青筋图片,QK
d045704,腺肌症怎么治疗才能除根不复发,FCK_FK
d045882,膏行家远红外贴,WFPD
d045902,膝关节积液抽完打了臭氧针10几天走路有点飘,WK_GK
d045906,膝关镜术后最难熬的三个阶段,WK_GK
d045911,膝盖365天都是疼的正常吗,WK_GK
d045925,"膝盖伸缩有响声,而且有点疼是啥病",WK_GK
d045951,膝盖摩擦特别严重怎么办,WK_GK
d045976,膝盖老化换膝盖需要多少钱,WK_GK
d046044,自残伤口会感染吗,JZ
d046064,自闭症儿童的行为特征有哪些,EK
d046134,舌头有齿痕是什么原因怎么调理,ZY
d046144,舌头痛什么原因,KQ
d046159,舌头麻木是什么原因,NK_SJ
d046160,舌头麻木贴肚脐有用吗,NK_SJ
d046162,舌头鼓胀,KQ
d046272,舒肝颗粒功效与作用,ZY
d046304,艾叶可以洗外阴吗？,FCK_FK
d046334,艾德生物,WFPD
d046353,艾滋病STR是什么,PF_XB
d046367,艾滋病初期症状及表现,PF_XB
d046694,苏子叶壮阳,YS
d046696,苏子的功效与作用,ZY
d046735,苦参凝胶,FCK_FK
d046747,苦杏仁的功效与作用的功能与主治,ZY
d046770,苦碟子,ZY
d046840,苹果对胃好,YS
d046873,茄子是凉性还是热性,YS
d046881,茄子皮的作用与功效,YS
d046885,茄子黄瓜可以一起吃吗,YS
d046895,茉莉花茶和葡萄蓝莓一起喝,YS
d046919,茯苓,ZY
d046940,茯苓的功效作用与主治,ZY
d046960,茵陈就是艾草吗,ZY
d046965,茵陈的作用与功效,ZY
d047006,荆芥的作用与功效,ZY
d047078,荔枝的热量,YS
d047081,荔枝皮煮水喝有什么功效,YS
d047084,荔枝蒸着吃有什么功效,YS
d047090,荔波佳家康诊所,JY
d047158,荨麻疹有疫苗接种吗,PF
d047237,药片裂纹是氧化了吗,YP_GENERIC
d047261,药里含激素有什么副作用,YP_GENERIC
d047316,莫西沙星的功效和副作用,YP_GENERIC
d047394,菊花蒲公英金银花麦冬甘草黄芪煮水喝,YS
d047407,菜籽油的好处和害处,YS
d047425,菠菜和豆腐皮可以一起炒吗,YS
d047426,菠菜和豆腐能一起吃吗?,YS
d047452,萄葡糖酸锌口服溶液功效,YP_GENERIC
d047505,萝藦蒲公英配车前草生美一起煮水喝会不会升血糖,YS
d047562,葛根粉的正确吃法,YS
d047616,葡萄糖钙锌口服溶液的作用与功效副作用,YP_GENERIC
d047691,蒲公英泡水能消妇科炎症吗,FCK_FK
d047699,蒲公英的功效作用与主治,ZY
d047702,蒲公英茶的功效作用与主治,YS
d047728,蒸五味子是什么意思,ZY
d047735,蒸窝瓜粘苞米热量高吗,YS
d047750,蓖麻油禁忌,YP_GENERIC
d047781,蔍茸菇是热性还是凉性,YS
d047841,藏柏叶的功效与作用,ZY
d047845,藏红花,WFPD
d047873,藕粉的功效,YS
d047892,藿香正气,WFPD
d047918,藿香正气水能倒温水喝吗,YP_GENERIC
d047960,虫咬和湿疹的区别,PF
d048003,虾青素的作用和功效,YS
d048086,蛋白多的蔬菜都有什么,YS
d048119,蛋蛋会碎吗,NANKE
d048127,蛏子甲亢的人能吃吗,NK_NF
d048139,蛤蚧的性味归经功效与作用,ZY
d048155,蜂窝织炎,PF
d048161,蜂胶能和灵芝孢子粉一起服用吗？,YS
d048199,蜈蚣咬了怎么处理方法,JZ
d048215,蜜紫苑的功效与作用,ZY
d048221,蜜蜂蛰了最快消肿止痛止痒,JZ
d048249,蝴蝶病一般寿命多长,NK_FS
d048329,血压不稳定导致头晕怎么办,NK_XX
d048385,血压检测连续三天是指中间没有间隔的三天吗?然后这三天的平均值也标准?,NK_XX
d048388,血压正常值是多少范围,NK_XX
d048470,血小板400正常吗,NK_XY
d048484,血小板低有什么危险,NK_XY
d048506,血小板接近最高临界值,NK_XY
d048529,血崩能吃甲鱼吗,FCK_FK
d048716,血管生成素ANG的副作用和风险,YP_GENERIC
d048769,血糖偏高莲藕可以吃吗,NK_NF
d048772,血糖十五点多严重吗,NK_NF
d048782,血糖正常值,NK_NF
d048877,血糖高的人适合吃什么面粉,NK_NF
d048902,血糖高脱脂奶粉能喝吗?,NK_NF
d048914,血糯米的功效与作用,YS
d048941,血肌酐和尿肌酐的区别,NK_SN
d048993,血脂高能吃鸡蛋不,NK_XX
d049020,衢州人民医院耳鼻喉科哪个专家好,JY
d049033,补中益气丸的功效和作用,YP_GENERIC
d049075,补牙出血会感染艾滋病吗,GR
d049082,补肾中草药写出来,ZY
d049130,补骨脂,WFPD
d049150,被刀片划伤会得艾滋么,GR
d049155,被家猫咬出血了怎么办,JZ
d049164,被巴西龟咬了但是没有流血该怎么办,JZ
d049179,被火机烫了有印子怎么处理,WK_SZ
d049246,被跳蚤咬后起水泡流黄水,PF
d049257,裂隙灯可以看出来是否使用过角膜塑形镜,YK
d049344,西地那非和他达拉非有什么不同?,NANKE
d049351,西地那非片吃了对身体有影响吗,NANKE
d049406,西梅干的作用与功效,YS
d049441,西洋参干片泡水喝功效,YS
d049501,西瓜霜,WFPD
d049505,西瓜霜润喉片有清热的作用吗,EB
d049575,见红多久能生,FCK_CK
d049587,视力模糊皮肤痒但血糖不高,YK
d049610,觉得屁眼有胀胀的感觉,WK_PW
d049681,诊断书能不能补打,JY
d049685,试管到医院挂什么科室,FCK_SZ
d049719,误喝洁厕灵多久有反应,JZ
d049729,说话时口脑不一致是什么情况,NK_SJ
d049732,请复查并随诊什么意思,JY
d049743,请问他这个病没有去治疗的话，大概能活多长时间？,WFPD
d049745,请问功效是什么？,WFPD
d049767,请问鸡蛋和牛奶能一起吃吗?,YS
d049770,诺丽果的功效与作用,YS
d049771,诺佛沙星哪个厂家的好,YP_GENERIC
d049834,谷丙转氨酶偏高说明什么原因,NK_XH
d049889,谷维素的功效,YP_GENERIC
d049927,豆类升胆固醇吗,YS
d049944,豆芽的功效与作用,YS
d050016,质量心衰的药,NK_XX
d050041,贫血的护理诊断,NK_XY
d050065,贵州VS黄芪霜功效,YS
d050081,贵阳看消化内科最好的医院,JY
d050129,走路会左右㨪感觉，走不稳。2天前去神经内科（眩晕科）看病，医生检查后说没有耳石症，症状也不像是前庭功能问题，给医生看了去年11月份体检脑血管影像，医生说轻度狭窄，有一处是中度狭窄（但医生看后说中度那里他看了也还不到中度的程度），医生说不至于脑供血不足呀,NK_SJ
d050131,走路多了手胀怎么回事,WK_GK
d050250,足疗脚底板疼是怎么回事,WK_GK
d050271,跑步会锻炼到肌肉?,YS
d050276,跑步可以降低体脂率吗,YS
d050283,跑步引起膝盖疼痛最有效的外用药,WK_GK
d050296,跑步频率180,YS
d050315,跟男朋友蹭蹭下面疼,FCK_FK
d050316,跟痛屏胶囊,WK_GK
d050374,蹭破皮用酒精还是碘伏,JZ
d050380,蹲下去站起来会有点头晕一会儿就好了这是什么原因,NK_XX
d050400,身上出现红色的小点是怎么回事,PF
d050414,身上来了一下没有了检测也没有怀孕,FCK_FK
d050444,身上起红疙瘩还特别痒是什么原因,PF
d050452,身上过敏起疹子吃什么药,PF
d050481,身体健康,WFPD
d050494,"身体发热,月经到期不来,怎么办??",FCK_FK
d050503,"身体怕冷,睡觉脚底发热,小腿出汗是什么原因",ZY
d050506,"身体成分主要反映身体的肥胖程度,常选择BMI",YS
d050520,身体私处异昧怎么办,FCK_FK
d050533,身体转正,WFPD
d050610,车前草的主治功能,ZY
d050687,轻发酵中药真空能放多久啊,ZY
d050766,"输入造影剂打到皮肤去了起了好大的包,怎麽办?就是在医院",JC
d050778,输卵管腹腔镜手术20天后可以吃辣吗有影响吗,FCK_FK
d050779,输卵管造影检查是怎么做的,JC
d050811,输液贴的正确贴法视频,JY
d050832,"辟谷的作用和功效,对身体有害吗",YS
d050908,达格列净的功效与副作用,NK_NF
d050922,达立通颗粒的功效与作用,NK_XH
d050961,过敏性皮炎严重吗,PF
d050969,过敏性紫癜症状,PF
d051005,过敏源1级应注意什么,PF
d051056,运动出汗多,YS
d051079,运动完身上痒痒是怎么回事,PF
d051082,运动左小腹下边痛,NK_XH
d051129,这个处方有副作用吗,YP_GENERIC
d051151,这几个月左眼睛一直跳,YK
d051318,透析为什么回水,NK_SN
d051397,速效救心丸的作用功效,NK_XX
d051430,避孕套脱落在里面会怀孕吗,FCK_FK
d051454,邢亚楠医生,JY
d051483,那如果这次能脱落，就算排不干净，是不是下次月经也会完全脱落,FCK_FK
d051490,那歌鱼性温还是,YS
d051507,邱北县医院公园里有停车位吗,JY
d051537,郑州同济医院,JY
d051572,都瑞咪发烧,WFPD
d051585,配方有灵芝粉是灵芝吗,YS
d051605,酒炒升麻的功效及副作用,YP_GENERIC
d051607,酒石酸与琥珀酸哪个好,YP_GENERIC
d051614,酒石酸美托洛尔片的功效,NK_XX
d051692,酸木瓜泡酒的功效和作用,YS
d051731,醋泡花生米有什么功效和作用,YS
d051810,重庆渝一心身医院,JY
d051821,重度宫颈炎可以治愈吗,FCK_FK
d051823,重度抑郁症合并焦虑症治疗13周时情绪波动的频率及时间,JS
d051846,野生干的刺五加的吃法,YS
d051857,野苋菜降血糖吗,NK_NF
d051906,金品酶1―5,WFPD
d051986,金钯合金牙冠可以做核磁吗,KQ
d052007,金银花水可以喝吗,YS
d052046,针对这个患者车前草放多少合适,ZY
d052173,铁蛋白高578.74,JC
d052222,银杏仁可以吃吗,YS
d052253,银翘解毒丸成分,YP_GENERIC
d052348,镇平四季医院,JY
d052358,镜下未见菌丝与孢子是什么意思,JC
d052385,长时间手术前审核,JY
d052412,长期使用抗生素的危害,YP_GENERIC
d052476,长期接触甲油胶对身体有影响吗女性,YS
d052481,长期服用二甲双胍的糖尿病患者需要补注意补充什么a维生素c维生素b12c维生素dd钙片是哪一种？,NK_NF
d052521,长治妇幼产科一电话,JY
d052532,长眼丹是什么原因引起的,YK
d052560,门诊做了个CT平扫报告还没出门诊大夫能看到吗,JY
d052654,阑尾炎是b超确诊吗,WK_PW
d052695,"防止脊柱过度后伸的结构是A.黄韧带B.前纵韧带C,后纵韧带D.纤维环E.髓核",WK_GK
d052749,阳虚气虚,ZY
d052786,阴囊湿疹和肛门湿疹是什么原因,PF
d052821,阴痉上硬疙瘩,NANKE
d052836,"阴茎下面皮肤小疙瘩是怎么回事,用手能挤出丝状物",PF
d052872,阴虚火旺有什么症状,ZY
d052892,阴虱感染康复要注意啥,PF_XB
d052898,阴虱虫子图片症状,PF_XB
d052937,阴道干是阴液亏虚吗,FCK_FK
d052944,阴道有囊肿怎么处理,FCK_FK
d052978,阴道里边抠破了尿尿疼,FCK_FK
d053012,阿仑膦酸钠片餐前还是餐后,NK_NF
d053081,阿奇霉素多少度会失效,YP_GENERIC
d053142,阿托赞,WFPD
d053177,阿是穴 准确位置图,ZY
d053204,"阿糖腺苷输液几天后,体重减轻了,怎么回事?",YP_GENERIC
d053210,阿胶人参饮品我没喝只是想了解一下,YS
d053232,阿莫西林、左氧氟沙星、胶体果胶铋、雷贝拉唑是治疗幽门螺杆菌方法吗,NK_XH
d053238,阿莫西林克拉维酸钾,YP_GENERIC
d053258,阿莫西林对狗狗的作用与功效,FYL
d053311,附子与乌头,ZY
d053373,陈皮普耳早上喝有什么功效,YS
d053384,陈皮白茶的功效与作用,YS
d053414,降压片什么时候吃效果最好,NK_XX
d053454,降脂药引起的肌酸激酶高能恢复吗,NK_XX
d053545,隐翅虫咬后最有效的处理方法,PF
d053579,雄脱能彻底治愈吗,PF
d053586,雅莲泉平衡片降血糖有用吗,NK_NF
d053684,需要吃消炎药吗,YP_GENERIC
d053700,霉菌可以吃酒酿牛奶嘛,FCK_FK
d053753,霸王花血糖高可以吃吗,NK_NF
d053755,青光眼,YK
d053766,青县中西医结合医院,JY
d053784,青岛北京大学人民医院地址,JY
d053811,青春期男孩会出现头部局部血流速度慢吗,EK
d053883,静坐感觉到背部脊柱疼怎么回事,WK_GK
d053897,静脉曲张图片0-6级图片,WK_PW
d053899,静脉曲张小腿酸胀怎么办,WK_PW
d053961,非布司他片,NK_FS
d054149,预防感冒的药有哪些,NK_HX
d054192,颈动脉有斑块需要治疗吗,NK_XX
d054201,颈康胶囊的功效和作用,WK_GK
d054221,颈椎压迫神经会让脖子不舒服吗,WK_GK
d054265,颈椎病吃中药有效果,WK_GK
d054289,颈椎第二节压迫神经会引起什么,WK_GK
d054304,颈络,WFPD
d054306,颈腰康胶囊和腰痹通胶囊功效一样吗,WK_GK
d054369,颞下颌关节紊乱怎么治疗最有效,KQ
d054371,颠苏合剂的副作用,YP_GENERIC
d054392,风寒感冒颗粒的功效与作用,NK_HX
d054399,风池穴,ZY
d054435,风热感冒吃什么药效果好,NK_HX
d054479,食母生人能吃吗,NK_XH
d054570,餐后4小时血糖7.4正常吗,NK_NF
d054577,餐后一小时血糖值多少为正常范围,NK_NF
d054695,香果建消胶囊适用症状,NK_XH
d054708,香港体检一次收多少钱,JY
d054714,香港生产的国药张冰油，张冰油,WFPD
d054735,香砂养胃丸,NK_XH
d054835,马拉色菌,PF
d054846,马来酸曲美布汀片的作用与功效,NK_XH
d054911,驴肉的功效和作用,YS
d054989,骨化三醇软胶囊的功效和作用,NK_NF
d055004,骨密度不达标。睡眠不好，腿不抽筋,NK_NF
d055047,骨折的人正在恢复期能吃阿胶吗,WK_GK
d055061,骨水泥治疗里面的抗生素用的是静脉制剂吗,WK_GK
d055089,骨碎补断面图片,ZY
d055128,骨质疏松最快的恢复方法,NK_NF
d055144,骨髓瘤肠炎是并发症吗,NK_XY
d055244,高压110低压80连续几天还用吃降压药吗为什么,NK_XX
d055255,高压76低压54正常吗,NK_XX
d055308,高密度脂蛋白胆固醇偏低需要注意什么,NK_XX
d055309,高密度脂蛋白胆固醇偏高怎么回事,NK_XX
d055313,高密度脂蛋白胆固醇高是怎么回事,NK_XX
d055358,高粱米作用与功效,YS
d055375,高良姜的功效与作用,ZY
d055453,高血压要怎么检查用药才比较好,NK_XX
d055510,高龄老人吃辅酶扣十有用吗,YS
d055557,鱼油和亚麻籽油哪个伤肝脏,YS
d055565,鱼油胶襄管什么病,YS
d055723,鸡眼最怕的土方子,PF
d055742,鸡肉能和韭菜一起炒着吃吗,YS
d055762,鸡蛋吃太多会拉肚子吗,YS
d055765,鸡蛋和燕窝哪个更营养,YS
d055776,鸡蛋是发物吗？,YS
d055778,鸡蛋果的作用与功效果,YS
d055928,鹿衔草有治骨质增生的功效吗,WK_GK
d055948,麝香入丸散,ZY
d055999,麦粒肿是什么原因引起的怎么治,YK
d056005,麦芽与炒麦芽的功效区别,ZY
d056017,麦角类可以治疗青光眼吗,YK
d056144,黄柏洗液在妇科正确使用方法,FCK_FK
d056165,黄热疫苗在哪打,JY
d056199,黄痰咽喉痛用什么药最好,NK_HX
d056304,黄芪大枣山楂泡水的功效,YS
d056312,黄芪有什么功效,ZY
d056334,黄芪的最大害处,ZY
d056495,黑桑葚、丹参、川芎、葛根、酸渣泡水喝行吗,ZY
d056516,黑色素痣,PF
d056564,黑豆煮水坚持喝一个月的好处,YS
d056623,鼻塞可以打疫苗吗,JY
d056627,鼻塞鼻子不通气怎么办,EB
d056754,鼻甲肿大可以用鼻渊通窍颗粒吗,EB
d056779,鼻腔息肉手术什么时候做合适,EB
d056808,龙口市黄山馆心理康复医院是公立的吗,JY
d056830,龙胆泻肝丸最多吃几天,ZY
d056918,龟的头有小红点抹什么药,NANKE
