sid,query,code
d027046,早上血压高过一会需要吃降压药吗,NK_XX
d027047,早上起床口干口苦是什么原因造成的,NK_XH
d027048,早上起床口苦口臭是什么原因 怎么解决,NK_XH
d027049,早上起床口苦怎么回事,NK_XH
d027050,早上起床咳出来有血怎么回事,NK_HX
d027051,早上起床头眩晕咋回事,NK_SJ
d027052,早上起床手指关节胀痛握拳困难,NK_FS
d027053,早上起床眼皮浮肿下午就好很多,NK_SN
d027054,早上起床眼睛浮肿是什么原因,NK_SN
d027055,早上起床胃暖气什么原因,NK_XH
d027056,早上起床胸闷过一段时间又好了,NK_XX
d027057,早上起来一走路脚腕就酸痛,WK_GK
d027058,早上起来三次大便正常吗,NK_XH
d027059,早上起来上嘴唇一跳一跳的,NK_SJ
d027060,早上起来习惯性喝两碗水好不好,YS
d027061,早上起来全身酸痛怎么办,QK
d027062,早上起来出汗什么原因,NK_NF
d027063,"早上起来发现双侧脚踝肿,身上发冷,打冷战",NK_SN
d027064,早上起来口干口苦是怎么回事,NK_XH
d027065,早上起来口苦口干口臭是什么原因怎么办,NK_XH
d027066,早上起来口苦口臭是什么原因怎么办,NK_XH
d027067,早上起来口苦是什么原因,NK_XH
d027068,早上起来口苦是什么原因 怎么解决,NK_XH
d027069,早上起来口苦的原因,NK_XH
d027070,早上起来右脚落地脚底板疼,WK_GK
d027071,早上起来后多久吃早餐,YS
d027072,早上起来后背上方疼痛,WK_GK
d027073,早上起来呕吐眩晕怎么回事,NK_SJ
d027074,早上起来喝了白开水拉肚子,NK_XH
d027075,早上起来嘴唇油油的怎么回事,KQ
d027076,早上起来嘴很苦是什么原因,NK_XH
d027077,早上起来头眩晕是怎么回事,NK_SJ
d027078,早上起来左脚大拇指底疼,NK_FS
d027079,早上起来手指肿胀握拳有紧绷感觉,NK_FS
d027080,早上起来没有胃口怎么办,NK_XH
d027081,早上起来眼睛浮肿是怎么回事,NK_SN
d027082,早上起来眼睛肿跟肾虚有关系吗,ZY
d027083,早上起来空腹喝油有什么好处?,YS
d027084,早上起来第一口痰有带血水鼻子感觉火辣辣的四肢无力是感冒了吗,NK_HX
d027085,早上起来胃胀腹胀是怎么回事,NK_XH
d027086,早上起来胃里有灼烧感,NK_XH
d027087,早上起来脚无力是什么原因,NK_SJ
d027088,早上起来腹胀是怎么回事,NK_XH
d027089,早上起来舌头有点麻麻的是怎么回事,NK_SJ
d027090,早上起来锻炼是空腹好还是吃完早饭好,YS
d027091,早上起的早恶心想吐怎么回事,NK_XH
d027092,早上醒来口干口苦又不想喝水吃什么药,NK_XH
d027093,早上醒来吃西红柿会胖吗,YS
d027094,早上醒来手掌胀麻是什么原因,NK_SJ
d027095,早上醒来胃疼怎么回事,NK_XH
d027096,早上醒来舌头干有齿印怎么调理,ZY
d027097,早上量身高比晚上量身高高多少,YS
d027098,早产儿一天拉屎几次正常,EK
d027099,早产儿做颅脑MR平扫可以查出脑瘫吗?,EK
d027100,早产儿感染关难过吗,EK
d027101,早产儿是怎样造成的,FCK_CK
d027102,早产儿生理特征有哪些,EK
d027103,早产儿鼻病毒感染要多久才能恢复正常,EK
d027104,早博二联律什么意思,NK_XX
d027105,早博几年后会转心衰吗,NK_XX
d027106,早博是什么意思呢?,NK_XX
d027107,早博有什么症状有危险吗,NK_XX
d027108,早博看哪个科,NK_XX
d027109,早博频繁会产生什么后果,NK_XX
d027110,早发型能完全治愈吗？,WFPD
d027111,早启能恩有益生菌吗,YS
d027112,"早孕5周,有少血丝伴随肚痛",FCK_CK
d027113,"早孕快测,会泄露隐私吗,会坐牢",JY
d027114,早孕最危险的是在第几周,FCK_CK
d027115,早孕有些什么症状表现,FCK_CK
d027116,早孕试纸一般几天能查出来怀孕,FCK_CK
d027117,早搏,NK_XX
d027118,早搏二联律三联律什么意思,NK_XX
d027119,早搏代偿间期超2秒严重吗,NK_XX
d027120,早搏吃药能好吗,NK_XX
d027121,早搏是怎么回事儿,NK_XX
d027122,早早孕几天能测出来怀孕,FCK_CK
d027123,早早孕怎么才不用尿就就看得出怀孕那,FCK_CK
d027124,早早孕药流成功率高吗？,FCK_CK
d027125,早晨45点胃里总是咕噜咕噜叫什么原因,NK_XH
d027126,早晨5点起床对身体健康吗,YS
d027127,"早晨8点空腹抽血,凌晨2点能吃阿普唑仑吗",JC
d027128,早晨下楼小腿与大腿关节处疼不治疗能自愈吗？,WK_GK
d027129,早晨可以空腹喝三七粉吗,YS
d027130,早晨吃五个鸡蛋晚上会引起头晕恶心吗,YS
d027131,早晨忘服优甲乐了什么时候补,NK_NF
d027132,早晨想喝牛奶又想喝豆浆怎么回事,YS
d027133,早晨空腹吃水果能否促进胆汁排出,YS
d027134,早晨空腹吃米石斛会刺激肠胃吗,YS
d027135,早晨空腹吃索他乐尔片和华法林纳片好吗?,NK_XX
d027136,早晨空腹测尿酸375正常吗,NK_FS
d027137,早晨空腹血糖比餐后血糖高,NK_NF
d027138,早晨起床口苦吃什么药最有效,NK_XH
d027139,早晨起床唉气放屁,NK_XH
d027140,早晨起床就放屁,NK_XH
d027141,早晨起床有眼屎怎么回事,YK
d027142,早晨起床洗头发好不好,YS
d027143,早晨起床洗澡对身体好不好,YS
d027144,早晨起床走是不疼的，出去买菜回来脚踝两边就酸疼,WK_GK
d027145,早晨起来低压95其余时间正常,NK_XX
d027146,早晨起来口苦什么原因,NK_XH
d027147,早晨起来眼睛有血,YK
d027148,早晨起来量血压130/70还要吃降压药吗,NK_XX
d027149,早晨跑步后喝什么好,YS
d027150,早晨跑步空腹跑还是吃饭跑,YS
d027151,早晨躺着有便意站着没有,NK_XH
d027152,早晨量血压高中午或晚上量血压正常是怎么回事,NK_XX
d027153,早期喉癌能完全治愈吗,ZL
d027154,早期干预主要针对学龄期儿童此时才能准确识别障碍类型这句话对吗,EK
d027155,早期心梗症状有哪些,NK_XX
d027156,早期慢阻肺怎么治疗,NK_HX
d027157,早期白癜风能治愈率,PF
d027158,早期肝硬化会引起甲胎蛋白和甲胎蛋白异质体升高吗,NK_XH
d027159,早期肺癌手术二年半后复杳项目,ZL
d027160,早期肺癌疼是什么症状,ZL
d027161,早期食道癌可以做手术吗,ZL
d027162,早泄,NANKE
d027163,早泄!硬度不够!睾丸抚摸疼,NANKE
d027164,早泄会不会影响生育,NANKE
d027165,早泄可以治愈吗,NANKE
d027166,早泄吃什么中药,NANKE
d027167,早泄怎么恢复,NANKE
d027168,早起下腹痛什么原因女性,FCK_FK
d027169,早起喝凉茶好吗,YS
d027170,早起左胸口隐隐约约的疼怎么回事,NK_XX
d027171,早起胃癌出现的病变局限于什么,ZL
d027172,早起舌头发黄发苦这是为什么,NK_XH
d027173,早辰尿有泡沫,NK_SN
d027174,早醒口苦是什么原因造成的怎么治疗,NK_XH
d027175,早钴胺维生素B1的功效,YP_GENERIC
d027176,"早餐两个煮鸡蛋,四个韭菜鸡蛋小笼包,成分和热量有多少",YS
d027177,"早餐午餐吃蔬菜米饭,晚餐吃牛奶鸡蛋好吗",YS
d027178,"早餐吃两个鸡蛋,一根玉米,两个猕猴桃,两根香蕉,一杯八宝粥,6颗核桃,一起大概",YS
d027179,早餐吃什么最有营养又减肥,YS
d027180,早餐吃什么简单又营养,YS
d027181,早餐吃地瓜有什么好处和坏处吗,YS
d027182,早餐吃煮玉米好吗,YS
d027183,早餐吃燕麦片糊,YS
d027184,早餐吃鹅肝,YS
d027185,"早餐和中餐都吃的很好。晚餐只吃点花生和干果,喝杯牛奶可以吗",YS
d027186,早餐排骨面有营养吗,YS
d027187,早餐牛奶怎么搭配营养,YS
d027188,早餐长期吃燕麦片有什么坏处,YS
d027189,早餐随餐吃的k2氨糖pQQ饭后15分钟吃益生菌再间隔多长时间可以吃叶黄素不影响几款产品的吸收功效,YS
d027190,早饭前服用替格瑞洛他尼克地尔抑制麦布片还有雷贝拉唑间隔多长时间服用硫磺铝,NK_XX
d027191,早饭后多久喝牛奶,YS
d027192,旭福氨糖软骨素和旭福液体钙的区别,YS
d027193,旱半夏与生半夏的区别,ZY
d027194,旱莲草用量一般多少克,ZY
d027195,旱莲草的功效与作用,ZY
d027196,时不时咳嗽是什么原因,NK_HX
d027197,时候三四天，有的时候四五天，有的时候五六天，这样,WFPD
d027198,旺仔牛奶片有哪些营养,YS
d027199,旺旺的雪饼和仙贝热量高吗,YS
d027200,昂丹司琼和甲氧氯普胺致畸风险,FCK_CK
d027201,昂丹司琼的作用与功效,YP_GENERIC
d027202,昂丹司琼的副作用和危害,YP_GENERIC
d027203,昂伟达和伟哥的区别,NANKE
d027204,昂伟达是什么药,NANKE
d027205,昂伟达是壮阳产品吗,NANKE
d027206,昂伟达男性药,NANKE
d027207,昂伟达的功效和副作用,NANKE
d027208,昂伟达盐酸司美那非片的功效,NANKE
d027209,昂利康,WFPD
d027210,昆仑穴位的准确位置图和功效,ZY
d027211,昆仑雪菊茶的功效和作用,YS
d027212,昆医大附二院在哪里,JY
d027213,昆布的功效与作用,ZY
d027214,昆明儿童医院官网首页,JY
d027215,昆明区级以上的医院或者体检中心有哪些,JY
d027216,昆明医科大学第一附属医院心外科住院部在哪里?,JY
d027217,昆明医科大学附属医院第一附属医院皮肤科怎么样,JY
d027218,昆明哪家医院治疗,JY
d027219,昆明哪里可以做半套,FYL
d027220,昆明太平昆华医院有什么科室,JY
d027221,昆明市五华区保健医院是不是一级医院?,JY
d027222,昆明有个康太耳科医院吗,JY
d027223,昆明王元康医生怎么样,JY
d027224,昆明皮肤科专科医院,JY
d027225,昆明红会医院地址,JY
d027226,昆明解放军联勤保障部队920医院是否是昆医附属医院,JY
d027227,昆药集团,WFPD
d027228,昌乐人民医院儿科王娜就行,JY
d027229,昌平中西医结合医院治精神分裂症吗,JY
d027230,明前桑叶茶好不好,YS
d027231,明天上午十点抽血今天下午四点吃鸡脖可以吗,JC
d027232,明天做肠胃镜今天能喝小米粥吗?,JC
d027233,明天去中山医院肾脏专科,JY
d027234,明天就去医院复查了，具体是查些什么,JY
d027235,明天用5爪按摩头按摩多长时间好,YS
d027236,明州康复医院地址在哪里啊,JY
d027237,明年二月或九月受孕，宝宝健康吗,FCK_CK
d027238,明思克苗药风湿止痛能治骨曾生骨刺吗,WK_GK
d027239,明慈医院一般人去不去,JY
d027240,明日叶茶的功效与作用,YS
d027241,明明坐着没动为什么感觉脑子里面在晃,NK_SJ
d027242,明明很饿但是吃一点就不想吃了,NK_XH
d027243,明明是男性却检查出是阿尔法phatsa,WFPD
d027244,明明有例假的感觉就是不来有褐色分泌物,FCK_FK
d027245,"明明身体寒气重得很,但是吃一点散寒的如肉桂生姜等,又会立马上火,这是怎么回",ZY
d027246,明白了，昨天是吃了香蕉肚子才开始疼，之前没吃时没疼,NK_XH
d027247,明目事啥水果,YS
d027248,明目地黄丸,YK
d027249,明目地黄丸的功效与作用,YK
d027250,明目退翳的是哪一个药,YK
d027251,"明知或应当知道是怀孕妇女、儿童、60岁以上老人的,不宜或应当谨慎使用催泪喷",FYL
d027252,明矾外用有毒吗,ZY
d027253,明矾的作用与功效,ZY
d027254,明确出血部位的大咯血患者,NK_HX
d027255,明确气管壁增厚原因,NK_HX
d027256,明竹欣盐酸伐昔洛韦片可与厄贝沙坦氢氯噻嗪片一起食,YP_GENERIC
d027257,明细账单是住院部打印的，有一周时间，还可以重新打印一份吗？,JY
d027258,昏迷,JZ
d027259,昏迷一定会闭眼吗,NK_SJ
d027260,昏迷不醒几天最危险,NK_SJ
d027261,易善复,NK_XH
d027262,易善复的作用和功效及副作用,NK_XH
d027263,易善复的功效与作用,NK_XH
d027264,易坦静,NK_HX
d027265,易坦静氨溴特罗口服溶液的功效,NK_HX
d027266,易抗坏血酸钠是什么东西,YP_GENERIC
d027267,易折麦布,NK_XX
d027268,易明医药,FYL
d027269,易栓症与肾病综合征的关系,NK_SN
d027270,昙花的作用与功效,YS
d027271,昙花的功效与作用及食用方法,YS
d027272,昙花的功效和吃法大全,YS
d027273,星状神经节阻滞疗程,TT
d027274,星瑞集团高电位治疗仪,YS
d027275,星络注射疗法可治疗腰椎间盘突出症吗,WK_GK
d027276,星鲨维生素d滴剂12岁一次吃2颗可以吗,YP_GENERIC
d027277,春分养生正当时,YS
d027278,春夏秋冬四季养生口诀有哪些?最好能简单好记,YS
d027279,春砂仁功效作用与主治,ZY
d027280,春砂仁是暖宫的吗,ZY
d027281,春笋发苦还能吃吗,YS
d027282,春药是什么,YP_GENERIC
d027283,春药长怎么样,YP_GENERIC
d027284,春雷霉素和呋虫胺能混用吗,FYL
d027285,春雷霉素盐酸盐作用,FYL
d027286,昨天下午就吃了半个黄桃，一晚上没睡着觉，今天早上就拉稀了，肚脐周围隐隐作痛，吃双歧杆菌三联活菌胶囊可以吗？,NK_XH
d027287,"昨天下午检查卵泡11.0,晚上小腹有疼痛感,是不是在排卵了",FCK_SZ
d027288,昨天下午的事，我看他啥症状没有啊,WFPD
d027289,昨天吃了不会影响药效吧,WFPD
d027290,昨天吃了梨子秋葵今天胃有烧辣嘴巴发酸,NK_XH
d027291,昨天吃止疼药今天可以做幽门螺杆菌吗,JC
d027292,昨天就如你说的会阴部胀痛，晚上吃了个布罗芬胶囊，今天这个部位不痛了,WK_MN
d027293,昨天开始 前天晚上上颚痛 昨天早晨浑身痛头痛眼痛，身上烫黄痰,NK_HX
d027294,昨天忘了吃降压药怎么办?,NK_XX
d027295,昨天早上六点同房到第二天下午两点是几个小时,FYL
d027296,"昨天晚上9点吃了一小包山楂片,今天空腹去医院查血糖有影响吗",JC
d027297,"昨天晚上九点吃了饭和鱼,今天空服查血脂可以吗",JC
d027298,"昨天晚上做梦遭蛇把脸给我咬一口,咬青了,但没流血什么意思",FYL
d027299,昨天没有吃卡络磺钠片，到下午血流量就多，可能是久站了的原因，到下午我吃了卡络磺钠片就血量就不多，明天星期一医生叫我去复检,FCK_FK
d027300,昨天没有咳，今天咳有，有时候咳一声吧，不常咳,NK_HX
d027301,昨天照的核磁，就是说有点浮肿问一下？符总什么时候能消失？,QK
d027302,昨晚下午五点到六点半到现在几个小时,FYL
d027303,昨晚八点半喝了三百毫升水，大概十一点15分睡觉,YS
d027304,昨晚吃了一个柿子早起血糖会高吗,NK_NF
d027305,昨晚吃了红蘑，今天早上发现尿有颜色，是什么原因,NK_SN
d027306,昨晚和早上喝了补脑口服液为什么感觉肚子胀,NK_XH
d027307,"昨晚睡到半夜,口水不断上来想呕,后来我垫高枕头症状又下去了,是不是胃有问题",NK_XH
d027308,昨晚肘关节鹰嘴手术20天后能不能正常上班,WK_GK
d027309,昭昭医考脑血管疾病,FYL
d027310,昭衍新药,FYL
d027311,是12周吃了米非酮片什么时候会胎停,FCK_CK
d027312,是不是一胖胸就会变大,YS
d027313,是不是不能吃太饱？,YS
d027314,是不是不能沾酒的边了,WFPD
d027315,是不是喉咙有痰耳朵会痒,EB
d027316,是不是心梗,NK_XX
d027317,是不是所有新生儿血液感染都叫败血症,EK
d027318,是不是甲状腺激素分泌不足,NK_NF
d027319,是不是长期吃药容易长结石,WK_MN
d027320,"是不是阴道不痒了,混合炎症就好了呢",FCK_FK
d027321,是什么会导致神经性耳鸣的原因,EB
d027322,"是什么原因最容易引起左脊背偶儿出现一阵麻木,间短几秒后就过去了,但是频繁出",NK_SJ
d027323,是传导阻滞,NK_XX
d027324,是你先提前一个周正常吗,FCK_FK
d027325,是内耳积小引起的腿走路不稳吗,EB
d027326,是医疗器械吗,WFPD
d027327,是否只有左心室高电压？还有右心室高电压吗,NK_XX
d027328,是否是关节炎或风湿,NK_FS
d027329,是否阳了怎么测,GR
d027330,是咳嗽会加剧咳嗽的严重的,NK_HX
d027331,是喝红豆汤好还是喝绿豆汤好,YS
d027332,是很多年前做过一次性激素六项医生说过可能是多囊做了一次阴道彩超说我有多囊但是具体的忘记了有十年了吧近期才检查过性激素六项医生说没什么问题,FCK_FK
d027333,是怎么回事,WFPD
d027334,是我受力后骨折处酸痛，想想是不是骨痂线轻微损伤，不是诊断结论,WK_GK
d027335,是捅破的恢复得快，还是不同坡恢复的快大概接近1厘米7毫米左右,WFPD
d027336,是死后会有什么症状,FYL
d027337,是激素药吗,WFPD
d027338,是男是女清宫图准不准,FYL
d027339,是白天活动疼痛明显,WFPD
d027340,是矿泉水含矿物质更有利于饱腹感 纯净水更容易刺激消化吸收实际上不饱腹感,YS
d027341,是神经中枢还是大脑能产生味觉,NK_SJ
d027342,是肚齐周围疼，没力气没排便,NK_XH
d027343,是荞麦面条降糖?还是叶了苦瓜芹菜降糖,NK_NF
d027344,是药物性干损害还是药物性肝损伤,NK_XH
d027345,是血常规哪个指标指的是贫血,JC
d027346,是说先吃医生开的药，好了后，在说用中药调理的事,WFPD
d027347,是这多氨糖加软骨素钙片以后多久可以吃牛黄清火丸,WK_GK
d027348,显影膨出一般就是动脉瘤的意思吗,JC
d027349,晋中第一人民是三甲医院吗?,JY
d027350,晋城市体检中心水陆院体检多长时间出结果,JY
d027351,晋江市医院是几级医院,JY
d027352,晋阳社区医院电话号码,JY
d027353,晒伤了皮肤红怎么修复,PF
d027354,晒伤后皮肤发红怎么修复,PF
d027355,晒伤后皮肤发红疼痛怎么办用什么药,PF
d027356,晒太阳,WFPD
d027357,晒太阳20分钟能补充多少维生素d,YS
d027358,晒太阳后多长时间洗澡最好,YS
d027359,晒太阳拉肚子怎么回事,NK_XH
d027360,晒太阳的好处与功效与作用,YS
d027361,晒太阳的正确方法晒多长时间,YS
d027362,晒太阳皮肤发红发痒,PF
d027363,晒的很黑怎么挽救呢,PF
d027364,晒红的皮肤为什么是烫的,PF
d027365,晒背一个小时好吗,YS
d027366,晒背可以治桥本吗?,NK_NF
d027367,晒背后想睡觉是什么原因,YS
d027368,晒背多长时间可以补充阳气,YS
d027369,晒背的好处及作用和时间,YS
d027370,晒背的最佳时间,YS
d027371,晒背肚子出冷汗后背出热汗,YS
d027372,晒背能肺气,YS
d027373,晒黑后如何快速变白,PF
d027374,晕倒摔了后脑勺会怎么样,JZ
d027375,晕机可以克服吗,NK_SJ
d027376,晕病,WFPD
d027377,晕碳,WFPD
d027378,晕碳是什么症状,WFPD
d027379,晕船后能吃海鲜么,NK_SJ
d027380,晕船怎么预防,NK_SJ
d027381,晕车,NK_SJ
d027382,晕车吐了怎么缓解,NK_SJ
d027383,晕车怎么办最有效方法,NK_SJ
d027384,晕车按摩哪里学位,ZY
d027385,晕车是什么症状表现,NK_SJ
d027386,晕车是啥原因引起的,NK_SJ
d027387,晕车的最佳解决办法,NK_SJ
d027388,晕车药吃了会瞌睡吗,NK_SJ
d027389,晕车药青少年吃什么,NK_SJ
d027390,晚上 只吃水果会怎么办,YS
d027391,晚上10点半睡早晨5点起,YS
d027392,晚上11点睡觉，早上五点钟就醒来了，这个睡眠时间和睡的时间够不够正确吗？,YS
d027393,晚上12点泡脚对身体好不好,YS
d027394,晚上19点到21点泡脚对什么好,YS
d027395,晚上4点半吃了一个土豆2个虾4片牛肉会胖吗 8点又吃了一个拳头大的馒头,YS
d027396,晚上9点睡觉突然12点气接不上来,NK_HX
d027397,晚上一个人逼痒了怎么办?,FCK_FK
d027398,晚上一直仰睡到早上起床后背部疼痛,WK_GK
d027399,晚上七点左右右眼跳是什么意思,NK_SJ
d027400,晚上不吃晚饭肚子胀什么症状,NK_XH
d027401,晚上不吃饭对身体有益还是有害,YS
d027402,晚上不吃饭爬楼梯可以减肥吗,YS
d027403,晚上不吃饭真的能瘦下来吗,YS
d027404,晚上不睡觉 不想结束今天,JS
d027405,晚上两小时/次尿还带有腰椎酸胀,WK_MN
d027406,晚上两点睡早上8点多醒算熬夜吗,YS
d027407,晚上九点半睡到四五点就醒了算正常吗七十岁,YS
d027408,晚上也可以吃姜糖膏吗,YS
d027409,"晚上什么也不吃,能瘦吗女生",YS
d027410,晚上低烧37.5 白天不烧化验血哪一项,GR
d027411,晚上保持饥饿感入睡好吗,YS
d027412,"晚上做了不好的梦,第二天可不可以身上装点红布",FYL
d027413,晚上做什么动作长高得快,EK
d027414,晚上做春梦遗精是怎么回事,NANKE
d027415,晚上先吃甘草片还是先吃安眠药好,YP_GENERIC
d027416,晚上八点多吃水果会胖吗,YS
d027417,晚上八点练胸肌可以吗,YS
d027418,晚上十点过洗完澡会不会影响睡眠,YS
d027419,晚上去急诊需要挂号吗,JY
d027420,"晚上发烧不退,第二天下午去医院抽血",NK_HX
d027421,晚上发烧白天不烧正常吗,NK_HX
d027422,晚上只吃玉米可以减肥吗女生,YS
d027423,晚上右上腹部疼痛,NK_XH
d027424,"晚上吃8点钟吃了艾司唑片到到12点左右醒来睡不着,问下还能吃吗",JS
d027425,晚上吃一个烧饼会胖吗,YS
d027426,晚上吃一点东西就饱然后总是浮躁睡不着觉是什么原因,NK_XH
d027427,晚上吃了个苹果尿了六七回了,WK_MN
d027428,晚上吃了盐酸曲唑酮片睡不着，可以改白天吃吗,JS
d027429,"晚上吃太少,第二天空腹测血糖准确吗",NK_NF
d027430,晚上吃完饭后几点吃苹果好,YS
d027431,晚上吃很饱睡觉有什么坏处,YS
d027432,晚上吃木瓜会发胖吗?,YS
d027433,晚上吃牛肉和虾好吗,YS
d027434,晚上吃石斛会影响睡眠吗,YS
d027435,晚上吃老玉米减肥吗,YS
d027436,晚上吃鸡蛋西兰花会发胖吗,YS
d027437,晚上吹空调早晨起来嗓子疼,EB
d027438,晚上咳嗽白天不怎么咳嗽是什么原因,NK_HX
d027439,"晚上唾不好,白天怎么还解",WFPD
d027440,晚上喝一杯豆浆会不会发胖,YS
d027441,晚上喝一杯酸奶一根香蕉好吗,YS
d027442,晚上喝乌龙茶底还是红茶,YS
d027443,晚上喝了4两53度白酒第二天上午口腔无酒味,FYL
d027444,晚上喝了一罐330毫升啤酒,WFPD
d027445,晚上喝了咖啡还是困,YS
d027446,晚上喝了水会影响肝胆彩超嘛,JC
d027447,晚上喝小米粥对身体好不好,YS
d027448,晚上喝甜杏仁粉的功效,YS
d027449,晚上喝甜汤好还是咸汤好,YS
d027450,晚上嗓子疼什么情况?,EB
d027451,晚上嘴干怎么回事,KQ
d027452,晚上夜尿多怎么回事,WK_MN
d027453,晚上失眠睡不着觉身体出虚汗,JS
d027454,晚上头痒脸痒是怎么回事,PF
d027455,晚上孕妇吃虾和瘦肉会胖吗,FCK_CK
d027456,晚上宝宝睡着了流鼻血没有止会头晕吗,EK
d027457,晚上尾椎骨有点痛然后呢肚子小腹肚脐周围都有点痛已经好多个月了但是呢去全腹,NK_XH
d027458,晚上左腿,WFPD
d027459,晚上平躺肚子咕咕响还放屁,NK_XH
d027460,晚上开灯睡觉会有什么影响,YS
d027461,晚上开空调不穿衣服睡觉会导致断断续续拉稀嘛,NK_XH
d027462,"晚上很容易睡觉,下半夜醒来就睡不着",JS
d027463,晚上心慌头晕与例假有关吗,FCK_FK
d027464,晚上心脏砰砰跳怎么办?,NK_XX
d027465,晚上快走可以减肥吗？,YS
d027466,晚上感觉吃油腻怎么办喝什么好受一点,NK_XH
d027467,晚上手腿身上痒,PF
d027468,晚上手麻是怎么回事,NK_SJ
d027469,晚上散步的时候一只野猫往腿上一扑现在腿上有一个像蚊子叮了一样的红印我现在,JZ
d027470,晚上泡脚对身体有什么好处和作用,YS
d027471,晚上泡脚能增加代谢吗女生,YS
d027472,晚上爱磨牙，牙套+咬合垫组合能解决吗,KQ
d027473,晚上牙龈出血什么原因,KQ
d027474,晚上的时候喉咙不舒服,EB
d027475,晚上盗汗有什么原因,NK_HX
d027476,晚上睡不着吃啥药最好,JS
d027477,晚上睡不着觉是什么原因造成的呢,JS
d027478,晚上睡不着转天还要开车怎么办,JS
d027479,晚上睡几个小时算正常,YS
d027480,"晚上睡到一点吋身体有二三个地方起小疙瘩而且很痒,但到早5点起床后又消失不见",PF
d027481,晚上睡前体重比早晨重正常吗女,YS
d027482,晚上睡眠不好有什么办法可以解决,JS
d027483,晚上睡着了口干舌燥醒了就没事了,KQ
d027484,晚上睡着口苦嗓子干疼声音嘶哑是什么原因,EB
d027485,晚上睡着背疼是怎么回事,WK_GK
d027486,晚上睡着要咳嗽是哪里上火,NK_HX
d027487,晚上睡觉一小时醒一次是怎么回事,JS
d027488,晚上睡觉一直想喝水什么原因,NK_NF
d027489,晚上睡觉下身流出液体是什么原因,NANKE
d027490,"晚上睡觉做恶梦,带桃木小斧子管用吗?",JS
d027491,晚上睡觉前血糖多少正常,NK_NF
d027492,晚上睡觉前血糖是歺前还是歺后,NK_NF
d027493,"晚上睡觉十点睡觉第二天早上八九点左右不起床腰就痛的厉害,有时候翻身都困难",WK_GK
d027494,晚上睡觉半夜心慌心跳加速头昏还冷,NK_XX
d027495,晚上睡觉口干睡眠不好是什么原因,KQ
d027496,晚上睡觉后背痒是什么原因,PF
d027497,晚上睡觉头过电一样响咋回事,NK_SJ
d027498,晚上睡觉小手指和无名指发麻是什么情况,WK_GK
d027499,晚上睡觉左胳膊有点发麻是什么回事,WK_GK
d027500,"晚上睡觉平躺胃后方腰疼,侧躺不疼",NK_XH
d027501,晚上睡觉总是胳膊支着头,YS
d027502,晚上睡觉打嗝是什么原因引起的,NK_XH
d027503,晚上睡觉流口水是什么原因呢,KQ
d027504,晚上睡觉烦躁不安是什么原因,JS
d027505,晚上睡觉磨牙怎么样才能解决,KQ
d027506,晚上睡觉磨牙是什么原因?怎样解决,KQ
d027507,晚上睡觉突然大喊大叫的原因,JS
d027508,晚上睡觉经常喉咙干痒,EB
d027509,晚上睡觉经常手麻是什么原因,WK_GK
d027510,晚上睡觉翻来覆去难入睡,JS
d027511,晚上睡觉老做梦是什么原因,JS
d027512,晚上睡觉腿抽筋是什么原因引起的,WK_GK
d027513,晚上睡觉蛋子发凉什么原因,NANKE
d027514,晚上睡觉鼻涕倒流到咽喉老吐痰,EB
d027515,晚上睡鼻子堵是什么原因,EB
d027516,晚上磨牙吃什么有效果,KQ
d027517,晚上穿袜子睡觉的好处,YS
d027518,"晚上突然很饿,然后感觉胸口闷,手指麻",JZ
d027519,"晚上缺觉,白天补,有用吗",YS
d027520,晚上能吃荔枝吗,YS
d027521,晚上腋下体温36.9,QK
d027522,晚上腿痛腿麻到睡不着躺不平,WK_GK
d027523,晚上蚊子多喷黑旋风 睡觉对人有害吗,QK
d027524,晚上误服一次优甲乐 还可以服用降血脂的药吗,NK_NF
d027525,晚上说梦话，声音很大。,JS
d027526,晚上起夜吃什么药,WK_MN
d027527,晚上跟早上体重差多少算正常,YS
d027528,晚上跳完操睡不着吃什么好点,JS
d027529,晚上运动后第二天可以抽血检查吗,JC
d027530,晚上运动完失眠怎么回事,JS
d027531,晚上酸枣仁薏仁茯苓陈皮芡实猴头菇可以一起煮水喝吗有相冲的吗,ZY
d027532,晚上长期不吃饭对身体有什么影响,YS
d027533,晚上餐后2小时血糖9.4,NK_NF
d027534,晚上饭后吃了替诺福韦心口疼怎么办,GR
d027535,晚上鼻子堵白天正常,EB
d027536,晚期直肠癌的转移途径,ZL
d027537,晚期精神病被害妄想症什么样子?,JS
d027538,晚间睡觉躺下就出汗吃玉屏风颗粒行吗,ZY
d027539,晚餐一个西红柿可以减肥吗,YS
d027540,晚餐吃两个鸡蛋两个馍头可以减肥吗,YS
d027541,晚餐吃什么健康又营养还减肥,YS
d027542,晚餐吃多了跳一个小时有氧运动会胖吗,YS
d027543,晚餐喝了包菜和香菜煮的焖蛋汤后排出了干硬球粒粪便 觉得肚腹舒服了,NK_XH
d027544,晚餐餐后两小时血糖正常值,NK_NF
d027545,晚饭一般几点吃,YS
d027546,晚饭不吃米饭只吃菜能减肥吗,YS
d027547,晚饭后2小时血糖4.8低吗正常吗,NK_NF
d027548,晚饭后可服尼群地平好,NK_XX
d027549,晚饭后运动对血糖高有帮助吗,NK_NF
d027550,晚饭真的可以不吃吗,YS
d027551,晡氨酸加格列净片,NK_NF
